window,arm,station_m,n,cte_median,cte_q25,cte_q75,course_median_deg
17563-S2,prod-truth,69.0,10,-0.00246,-0.00611,0.00842,0.0298
17563-S2,prod-truth,70.0,10,-0.00269,-0.00635,0.00771,0.0254
17563-S2,prod-truth,71.0,10,-0.00317,-0.00703,0.00771,0.0142
17563-S2,prod-truth,72.0,10,-0.00332,-0.00706,0.00734,0.01
17563-S2,prod-truth,73.0,10,-0.0034,-0.00711,0.00694,0.008
17563-S2,prod-truth,74.0,10,-0.00365,-0.00762,0.00716,0.0149
17563-S2,prod-truth,75.0,10,-0.00369,-0.00757,0.00689,0.007
17563-S2,prod-truth,76.0,10,-0.00392,-0.00775,0.00635,0.0503
17563-S2,prod-truth,77.0,10,-0.00668,-0.01072,0.0039,0.3461
17563-S2,prod-truth,78.0,10,-0.01548,-0.01914,-0.0048,1.1179
17563-S2,prod-truth,79.0,10,-0.01435,-0.01764,-0.00368,5.278
17563-S2,prod-truth,80.0,10,0.05335,0.04928,0.06217,6.4777
17563-S2,prod-truth,81.0,10,-0.04607,-0.04781,-0.03503,4.8745
17563-S2,prod-truth,82.0,10,-0.2694,-0.27236,-0.25963,3.1513
17563-S2,prod-truth,83.0,10,-0.4004,-0.40632,-0.39261,2.9133
17563-S2,prod-truth,84.0,10,-0.44146,-0.44915,-0.43467,0.3983
17563-S2,prod-truth,85.0,10,-0.45345,-0.46138,-0.44659,-4.0492
17563-S2,prod-truth,86.0,10,-0.51499,-0.52326,-0.50668,-6.8096
17563-S2,prod-truth,87.0,10,-0.41845,-0.42811,-0.41356,-9.4866
17563-S2,prod-truth,88.0,10,-0.13119,-0.14042,-0.12527,-8.7147
17563-S2,prod-truth,89.0,10,0.11518,0.10667,0.12164,-9.5578
17563-S2,prod-truth,90.0,10,0.24944,0.24413,0.25938,-6.5114
17563-S2,prod-truth,91.0,10,0.32237,0.32049,0.33597,-2.0751
17563-S2,prod-truth,92.0,10,0.32898,0.32774,0.34334,1.155
17563-S2,prod-truth,93.0,10,0.29637,0.29452,0.30922,2.8797
17563-S2,prod-truth,94.0,10,0.23647,0.23192,0.24576,3.782
17563-S2,prod-truth,95.0,10,0.16574,0.16086,0.17486,3.8573
17563-S2,prod-truth,96.0,10,0.10454,0.10341,0.1171,3.4518
17563-S2,prod-truth,97.0,10,0.04858,0.04691,0.06088,2.7229
17563-S2,prod-truth,98.0,10,0.00653,0.00374,0.01824,1.9019
17563-S2,prod-truth,99.0,10,-0.01742,-0.02065,-0.00677,1.232
17563-S2,prod-truth,100.0,10,-0.03279,-0.03706,-0.0228,0.5959
17563-S2,prod-truth,101.0,10,-0.03892,-0.04348,-0.02905,0.1014
17563-S2,prod-truth,102.0,10,-0.03812,-0.04244,-0.02874,-0.1768
17563-S2,prod-truth,103.0,10,-0.03305,-0.03748,-0.02336,-0.3498
17563-S2,prod-truth,104.0,10,-0.02609,-0.0304,-0.01594,-0.411
17563-S2,slipack-k0,63.0,10,-0.03875,-0.06772,0.07759,0.3304
17563-S2,slipack-k0,64.0,10,-0.04267,-0.09557,0.07382,0.3568
17563-S2,slipack-k0,65.0,10,-0.04693,-0.1081,0.07819,0.2029
17563-S2,slipack-k0,66.0,10,-0.04861,-0.10826,0.08535,-0.0426
17563-S2,slipack-k0,67.0,10,-0.04214,-0.10613,0.08528,-0.2147
17563-S2,slipack-k0,68.0,10,-0.02936,-0.10459,0.0793,-0.462
17563-S2,slipack-k0,69.0,10,-0.01578,-0.1038,0.06978,-0.5277
17563-S2,slipack-k0,70.0,10,-0.00203,-0.09838,0.0758,-0.7682
17563-S2,slipack-k0,71.0,10,0.01227,-0.07178,0.06363,-0.4947
17563-S2,slipack-k0,72.0,10,0.00994,-0.03566,0.05177,-0.5902
17563-S2,slipack-k0,73.0,10,0.00642,-0.01186,0.05294,-0.4501
17563-S2,slipack-k0,74.0,10,0.00511,-0.00039,0.04682,0.1349
17563-S2,slipack-k0,75.0,10,0.00964,-0.00858,0.04279,0.6146
17563-S2,slipack-k0,76.0,10,0.00389,-0.02127,0.03157,0.5246
17563-S2,slipack-k0,77.0,10,-0.0077,-0.0338,0.00718,0.8538
17563-S2,slipack-k0,78.0,10,-0.02965,-0.04674,-0.01065,1.3235
17563-S2,slipack-k0,79.0,10,-0.0274,-0.05366,-0.01428,5.1831
17563-S2,slipack-k0,80.0,10,0.03394,0.00888,0.04479,5.6505
17563-S2,slipack-k0,81.0,10,0.00256,-0.032,0.03678,2.223
17563-S2,slipack-k0,82.0,10,-0.19172,-0.23387,-0.15187,-0.5467
17563-S2,slipack-k0,83.0,10,-0.26897,-0.30494,-0.2097,0.1828
17563-S2,slipack-k0,84.0,10,-0.2619,-0.30263,-0.19155,-1.734
17563-S2,slipack-k0,85.0,10,-0.23897,-0.28592,-0.17395,-5.6915
17563-S2,slipack-k0,86.0,10,-0.27616,-0.33006,-0.23467,-6.0146
17563-S2,slipack-k0,87.0,10,-0.25831,-0.28696,-0.25172,-3.949
17563-S2,slipack-k0,88.0,10,-0.07079,-0.07755,-0.03406,-2.149
17563-S2,slipack-k0,89.0,10,0.0359,0.02845,0.06831,-3.2543
17563-S2,slipack-k0,90.0,10,0.08839,0.07707,0.11339,-1.845
17563-S2,slipack-k0,91.0,10,0.10813,0.08341,0.12397,-0.2138
17563-S2,slipack-k0,92.0,10,0.10526,0.06955,0.11609,0.6328
17563-S2,slipack-k0,93.0,10,0.10004,0.05533,0.10855,0.9057
17563-S2,slipack-k0,94.0,10,0.09333,0.03844,0.11301,0.9548
17563-S2,slipack-k0,95.0,10,0.09167,0.02034,0.11779,0.766
17563-S2,slipack-k0,96.0,10,0.08041,0.00327,0.10283,0.775
17563-S2,slipack-k0,97.0,10,0.05365,-0.00916,0.09734,0.9027
17563-S2,slipack-k0,98.0,10,0.03167,-0.01856,0.08635,0.8394
17563-S2,slipack-k0,99.0,10,0.00902,-0.02606,0.07386,0.5502
17563-S2,slipack-k0,100.0,10,-0.00956,-0.03168,0.06297,0.361
17563-S2,slipack-k0,101.0,10,-0.01328,-0.03648,0.0554,0.1962
17563-S2,slipack-k0,102.0,10,-0.00701,-0.02959,0.04801,-0.0462
17563-S2,slipack-k0,103.0,10,0.00738,-0.01784,0.0438,0.0384
17563-S2,slipack-k0,104.0,10,0.01345,-0.01291,0.03944,-0.0291
17563-S2,slipack-kfix,63.0,10,-0.0419,-0.06833,0.07523,0.2578
17563-S2,slipack-kfix,64.0,10,-0.0455,-0.09646,0.06754,0.3157
17563-S2,slipack-kfix,65.0,10,-0.05049,-0.11244,0.07493,0.1949
17563-S2,slipack-kfix,66.0,10,-0.05207,-0.11188,0.08264,-0.0249
17563-S2,slipack-kfix,67.0,10,-0.04598,-0.10892,0.08276,-0.1597
17563-S2,slipack-kfix,68.0,10,-0.03167,-0.10713,0.07626,-0.5002
17563-S2,slipack-kfix,69.0,10,-0.01754,-0.10595,0.06535,-0.5528
17563-S2,slipack-kfix,70.0,10,-0.00396,-0.09853,0.07093,-0.8391
17563-S2,slipack-kfix,71.0,10,0.00907,-0.07188,0.05718,-0.6019
17563-S2,slipack-kfix,72.0,10,0.0044,-0.02998,0.05386,-0.6515
17563-S2,slipack-kfix,73.0,10,0.00488,-0.01023,0.044,-0.4648
17563-S2,slipack-kfix,74.0,10,0.01099,-0.00241,0.03651,0.1355
17563-S2,slipack-kfix,75.0,10,0.01454,-0.01235,0.03481,0.6536
17563-S2,slipack-kfix,76.0,10,0.00797,-0.02184,0.02959,0.6338
17563-S2,slipack-kfix,77.0,10,-0.00791,-0.02824,-0.00037,0.9268
17563-S2,slipack-kfix,78.0,10,-0.02907,-0.04816,-0.01586,1.4
17563-S2,slipack-kfix,79.0,10,-0.03067,-0.05241,-0.01912,5.3042
17563-S2,slipack-kfix,80.0,10,0.02332,0.00494,0.04489,5.7896
17563-S2,slipack-kfix,81.0,10,-0.00521,-0.04307,0.02073,1.8621
17563-S2,slipack-kfix,82.0,10,-0.192,-0.24241,-0.16123,-0.9939
17563-S2,slipack-kfix,83.0,10,-0.25826,-0.29648,-0.19541,-0.4822
17563-S2,slipack-kfix,84.0,10,-0.2291,-0.27591,-0.15847,-2.8389
17563-S2,slipack-kfix,85.0,10,-0.18058,-0.23052,-0.10931,-7.0603
17563-S2,slipack-kfix,86.0,10,-0.19209,-0.24204,-0.14805,-7.5454
17563-S2,slipack-kfix,87.0,10,-0.18363,-0.2173,-0.17574,-4.3771
17563-S2,slipack-kfix,88.0,10,0.03377,0.01785,0.07534,-2.0858
17563-S2,slipack-kfix,89.0,10,0.1493,0.1292,0.18469,-2.0951
17563-S2,slipack-kfix,90.0,10,0.17355,0.14202,0.19818,0.2436
17563-S2,slipack-kfix,91.0,10,0.152,0.11523,0.17114,1.9928
17563-S2,slipack-kfix,92.0,10,0.10788,0.06579,0.12684,2.7275
17563-S2,slipack-kfix,93.0,10,0.06431,0.02051,0.09015,2.2156
17563-S2,slipack-kfix,94.0,10,0.03295,-0.01435,0.0674,1.8335
17563-S2,slipack-kfix,95.0,10,0.01947,-0.04065,0.04308,1.1541
17563-S2,slipack-kfix,96.0,10,-0.00077,-0.06555,0.0282,0.9132
17563-S2,slipack-kfix,97.0,10,-0.02252,-0.08124,0.02608,0.6622
17563-S2,slipack-kfix,98.0,10,-0.03856,-0.08291,0.02032,0.4236
17563-S2,slipack-kfix,99.0,10,-0.05445,-0.08104,0.01719,-0.0233
17563-S2,slipack-kfix,100.0,10,-0.05886,-0.0771,0.0166,-0.2228
17563-S2,slipack-kfix,101.0,10,-0.05391,-0.0729,0.01602,-0.3494
17563-S2,slipack-kfix,102.0,10,-0.03706,-0.05663,0.01722,-0.4784
17563-S2,slipack-kfix,103.0,10,-0.01397,-0.04008,0.01885,-0.3445
17563-S2,slipack-kfix,104.0,10,-0.0089,-0.02863,0.02404,-0.3483
17563-S2,slipack-truth,63.0,10,0.00057,-0.00694,0.00515,0.0034
17563-S2,slipack-truth,64.0,10,0.00054,-0.00664,0.0048,0.0041
17563-S2,slipack-truth,65.0,10,0.00044,-0.0068,0.00486,0.0015
17563-S2,slipack-truth,66.0,10,0.00034,-0.00697,0.00491,0.0027
17563-S2,slipack-truth,67.0,10,0.00025,-0.00659,0.00471,0.0044
17563-S2,slipack-truth,68.0,10,8e-05,-0.0068,0.00486,-0.0005
17563-S2,slipack-truth,69.0,10,-0.00011,-0.0071,0.00487,0.0037
17563-S2,slipack-truth,70.0,10,-0.00015,-0.00676,0.00483,0.0025
17563-S2,slipack-truth,71.0,10,-0.00031,-0.00683,0.00485,0.0015
17563-S2,slipack-truth,72.0,10,-0.00044,-0.00697,0.00497,-0.0026
17563-S2,slipack-truth,73.0,10,-0.00054,-0.00665,0.00462,0.0031
17563-S2,slipack-truth,74.0,10,-0.00057,-0.00675,0.00478,0.0056
17563-S2,slipack-truth,75.0,10,-0.0008,-0.00686,0.00486,-0.0016
17563-S2,slipack-truth,76.0,10,-0.0009,-0.00666,0.00456,0.0396
17563-S2,slipack-truth,77.0,10,-0.00461,-0.01053,0.00085,0.4138
17563-S2,slipack-truth,78.0,10,-0.01483,-0.0207,-0.00914,1.0895
17563-S2,slipack-truth,79.0,10,-0.01704,-0.02119,-0.01014,4.9596
17563-S2,slipack-truth,80.0,10,0.04793,0.03999,0.05365,5.5161
17563-S2,slipack-truth,81.0,10,0.03711,0.03644,0.03922,2.1509
17563-S2,slipack-truth,82.0,10,-0.15693,-0.16118,-0.15345,-1.1178
17563-S2,slipack-truth,83.0,10,-0.20796,-0.21542,-0.20577,-1.1289
17563-S2,slipack-truth,84.0,10,-0.1749,-0.18237,-0.17046,-3.4026
17563-S2,slipack-truth,85.0,10,-0.12568,-0.13128,-0.11934,-7.2668
17563-S2,slipack-truth,86.0,10,-0.13962,-0.15358,-0.1341,-6.8929
17563-S2,slipack-truth,87.0,10,-0.15223,-0.16431,-0.14977,-3.2679
17563-S2,slipack-truth,88.0,10,0.06441,0.05768,0.07135,-0.4403
17563-S2,slipack-truth,89.0,10,0.15726,0.15658,0.16829,-0.7631
17563-S2,slipack-truth,90.0,10,0.16165,0.16037,0.17239,1.1097
17563-S2,slipack-truth,91.0,10,0.13131,0.12992,0.14042,2.4299
17563-S2,slipack-truth,92.0,10,0.08235,0.08209,0.09122,2.5931
17563-S2,slipack-truth,93.0,10,0.0416,0.03884,0.04852,2.0581
17563-S2,slipack-truth,94.0,10,0.01701,0.01218,0.02187,1.4082
17563-S2,slipack-truth,95.0,10,-0.00066,-0.00729,0.00332,0.7581
17563-S2,slipack-truth,96.0,10,-0.0094,-0.01722,-0.0057,0.2843
17563-S2,slipack-truth,97.0,10,-0.01131,-0.01927,-0.00788,0.0233
17563-S2,slipack-truth,98.0,10,-0.01003,-0.01805,-0.0065,-0.1325
17563-S2,slipack-truth,99.0,10,-0.00752,-0.01536,-0.00372,-0.1786
17563-S2,slipack-truth,100.0,10,-0.00497,-0.01207,-0.00056,-0.1674
17563-S2,slipack-truth,101.0,10,-0.00262,-0.00948,0.00214,-0.1259
17563-S2,slipack-truth,102.0,10,-0.00092,-0.00773,0.00405,-0.0833
17563-S2,slipack-truth,103.0,10,-0.00011,-0.00642,0.00507,-0.0392
17563-S2,slipack-truth,104.0,10,0.00054,-0.00602,0.00564,-0.0127
17569,prod-k0,22.0,10,0.0019,-0.02523,0.04674,-0.1532
17569,prod-k0,23.0,10,0.00407,-0.02414,0.04446,-0.2586
17569,prod-k0,24.0,10,0.00542,-0.02126,0.05426,-0.3026
17569,prod-k0,25.0,10,0.0084,-0.0191,0.06651,-0.3497
17569,prod-k0,26.0,10,0.00297,-0.02015,0.08754,-0.3157
17569,prod-k0,27.0,10,0.0093,-0.03526,0.10425,-0.2675
17569,prod-k0,28.0,10,0.01778,-0.04209,0.10918,-0.2462
17569,prod-k0,29.0,10,0.02583,-0.04726,0.10496,-0.1855
17569,prod-k0,30.0,10,0.03742,-0.05001,0.10062,-0.1537
17569,prod-k0,31.0,10,0.05196,-0.05268,0.09766,-0.0326
17569,prod-k0,32.0,10,0.06826,-0.05642,0.09876,-0.0903
17569,prod-k0,33.0,10,0.08061,-0.06133,0.10349,-0.155
17569,prod-k0,34.0,10,0.08909,-0.06716,0.10747,-0.0853
17569,prod-k0,35.0,10,0.09386,-0.07109,0.11071,-0.1098
17569,prod-k0,36.0,10,0.08992,-0.06903,0.11754,-0.109
17569,prod-k0,37.0,10,0.08411,-0.0637,0.1253,0.2711
17569,prod-k0,38.0,10,0.09897,-0.03393,0.15456,3.6232
17569,prod-k0,39.0,10,0.19188,0.0671,0.25821,6.0383
17569,prod-k0,40.0,10,0.04618,-0.04855,0.10005,7.4583
17569,prod-k0,41.0,10,-0.2454,-0.32954,-0.18482,7.5968
17569,prod-k0,42.0,10,-0.45552,-0.53733,-0.38895,8.6715
17569,prod-k0,43.0,10,-0.59665,-0.65987,-0.52455,5.8658
17569,prod-k0,44.0,10,-0.71282,-0.75585,-0.63772,0.2856
17569,prod-k0,45.0,10,-0.83624,-0.87891,-0.74478,-3.143
17569,prod-k0,46.0,10,-0.77123,-0.85459,-0.73215,-9.2635
17569,prod-k0,47.0,10,-0.50658,-0.5288,-0.42157,-10.0328
17569,prod-k0,48.0,10,-0.20058,-0.25902,-0.17527,-11.9114
17569,prod-k0,49.0,10,-0.01127,-0.05907,0.03606,-9.7612
17569,prod-k0,50.0,10,0.12412,0.10359,0.18119,-6.7054
17569,prod-k0,51.0,10,0.23196,0.18826,0.27989,-4.3292
17569,prod-k0,52.0,10,0.30171,0.24509,0.33704,-2.415
17569,prod-k0,53.0,10,0.32268,0.2749,0.35572,-0.8616
17569,prod-k0,54.0,10,0.33127,0.2747,0.36788,0.427
17569,prod-k0,55.0,10,0.3215,0.25566,0.36807,1.2528
17569,prod-k0,56.0,10,0.29609,0.21846,0.35316,1.8461
17569,prod-k0,57.0,10,0.26598,0.17093,0.32211,2.1292
17569,prod-k0,58.0,10,0.23459,0.12788,0.28067,2.2721
17569,prod-k0,59.0,10,0.19787,0.09817,0.23112,2.1496
17569,prod-k0,60.0,10,0.16141,0.06147,0.19218,1.9332
17569,prod-k0,61.0,10,0.12425,0.02765,0.15401,1.6638
17569,prod-k0,62.0,10,0.09063,0.00083,0.12143,1.5046
17569,prod-k0,63.0,10,0.06176,-0.01312,0.09204,1.3421
17569,prod-kfix,22.0,10,0.00198,-0.02628,0.05379,-0.1424
17569,prod-kfix,23.0,10,0.00376,-0.02455,0.05776,-0.2297
17569,prod-kfix,24.0,10,0.00775,-0.02295,0.06535,-0.3418
17569,prod-kfix,25.0,10,0.01224,-0.02161,0.07532,-0.339
17569,prod-kfix,26.0,10,0.00286,-0.02111,0.0943,-0.3163
17569,prod-kfix,27.0,10,0.00966,-0.03406,0.10867,-0.2491
17569,prod-kfix,28.0,10,0.01805,-0.04269,0.11298,-0.2431
17569,prod-kfix,29.0,10,0.0263,-0.04784,0.10857,-0.1734
17569,prod-kfix,30.0,10,0.03766,-0.05042,0.1029,-0.1055
17569,prod-kfix,31.0,10,0.05213,-0.05268,0.09907,-0.0033
17569,prod-kfix,32.0,10,0.06844,-0.0564,0.09857,-0.0326
17569,prod-kfix,33.0,10,0.07836,-0.06076,0.10337,-0.1322
17569,prod-kfix,34.0,10,0.08664,-0.06637,0.10862,-0.1155
17569,prod-kfix,35.0,10,0.09085,-0.06562,0.11468,-0.1188
17569,prod-kfix,36.0,10,0.08601,-0.06395,0.12168,-0.1028
17569,prod-kfix,37.0,10,0.0805,-0.06136,0.12919,0.1328
17569,prod-kfix,38.0,10,0.09485,-0.03541,0.15727,3.525
17569,prod-kfix,39.0,10,0.18706,0.0696,0.24345,6.097
17569,prod-kfix,40.0,10,0.04438,-0.04437,0.1002,7.3185
17569,prod-kfix,41.0,10,-0.24418,-0.32288,-0.18126,7.2844
17569,prod-kfix,42.0,10,-0.451,-0.54404,-0.3768,8.1582
17569,prod-kfix,43.0,10,-0.58618,-0.66491,-0.50043,5.3654
17569,prod-kfix,44.0,10,-0.68947,-0.76011,-0.60582,-0.6426
17569,prod-kfix,45.0,10,-0.78689,-0.87058,-0.70945,-5.2028
17569,prod-kfix,46.0,10,-0.73721,-0.80191,-0.68588,-10.4751
17569,prod-kfix,47.0,10,-0.40987,-0.47273,-0.37262,-11.481
17569,prod-kfix,48.0,10,-0.09124,-0.13031,-0.04259,-12.8593
17569,prod-kfix,49.0,10,0.12058,0.08687,0.18,-10.0502
17569,prod-kfix,50.0,10,0.29576,0.19768,0.33026,-6.5211
17569,prod-kfix,51.0,10,0.39799,0.26067,0.42599,-3.4294
17569,prod-kfix,52.0,10,0.42902,0.30693,0.47283,-1.0001
17569,prod-kfix,53.0,10,0.42119,0.3294,0.46448,0.8229
17569,prod-kfix,54.0,10,0.37333,0.31837,0.44134,2.1438
17569,prod-kfix,55.0,10,0.32255,0.26704,0.40132,3.1642
17569,prod-kfix,56.0,10,0.2703,0.18934,0.35837,3.5282
17569,prod-kfix,57.0,10,0.21541,0.11028,0.28942,3.627
17569,prod-kfix,58.0,10,0.16244,0.04592,0.21363,3.4456
17569,prod-kfix,59.0,10,0.11178,0.00124,0.13959,2.9525
17569,prod-kfix,60.0,10,0.06353,-0.04599,0.08152,2.4534
17569,prod-kfix,61.0,10,0.0181,-0.08694,0.02434,2.0394
17569,prod-kfix,62.0,10,-0.02327,-0.11534,-0.00478,1.5721
17569,prod-kfix,63.0,10,-0.04527,-0.13127,-0.02672,1.0958
17569,prod-truth,22.0,10,-0.00051,-0.00093,-0.00013,-0.0144
17569,prod-truth,23.0,10,-0.00066,-0.00075,-0.00017,-0.0092
17569,prod-truth,24.0,10,-0.00055,-0.00105,0.00026,-0.0167
17569,prod-truth,25.0,10,-0.00058,-0.00113,0.00066,0.0039
17569,prod-truth,26.0,10,-0.00081,-0.00132,0.00028,0.0162
17569,prod-truth,27.0,10,-0.00075,-0.0012,0.00044,-0.006
17569,prod-truth,28.0,10,-0.00033,-0.00089,0.00058,-0.0039
17569,prod-truth,29.0,10,-0.00016,-0.00077,0.00041,-0.0021
17569,prod-truth,30.0,10,0.00017,-0.0002,0.00053,-0.0003
17569,prod-truth,31.0,10,0.00029,-0.00039,0.00054,0.003
17569,prod-truth,32.0,10,2e-05,-0.00049,0.00043,-0.0055
17569,prod-truth,33.0,10,0.00016,7e-05,0.00033,-0.0131
17569,prod-truth,34.0,10,0.00026,-6e-05,0.0003,0.0059
17569,prod-truth,35.0,10,0.00026,-0.0001,0.00038,-0.0037
17569,prod-truth,36.0,10,0.00036,6e-05,0.0004,-0.0258
17569,prod-truth,37.0,10,0.00265,0.00242,0.00272,-0.1743
17569,prod-truth,38.0,10,0.02913,0.02888,0.02969,2.9261
17569,prod-truth,39.0,10,0.14051,0.14002,0.14168,5.2909
17569,prod-truth,40.0,10,0.02013,0.01714,0.02117,6.1371
17569,prod-truth,41.0,10,-0.24408,-0.24749,-0.24324,5.9525
17569,prod-truth,42.0,10,-0.41916,-0.42109,-0.41863,6.7407
17569,prod-truth,43.0,10,-0.51957,-0.5205,-0.51888,4.2554
17569,prod-truth,44.0,10,-0.60045,-0.60102,-0.59984,-0.5945
17569,prod-truth,45.0,10,-0.7134,-0.71418,-0.71245,-4.6044
17569,prod-truth,46.0,10,-0.63011,-0.63176,-0.62714,-10.0891
17569,prod-truth,47.0,10,-0.35409,-0.35554,-0.35116,-10.7445
17569,prod-truth,48.0,10,-0.03344,-0.03451,-0.03074,-11.9398
17569,prod-truth,49.0,10,0.16086,0.15998,0.16177,-9.4039
17569,prod-truth,50.0,10,0.29093,0.29062,0.29134,-5.9871
17569,prod-truth,51.0,10,0.36969,0.36806,0.37034,-2.9562
17569,prod-truth,52.0,10,0.39838,0.39576,0.39911,-0.5528
17569,prod-truth,53.0,10,0.39168,0.38962,0.39238,1.2841
17569,prod-truth,54.0,10,0.35678,0.35487,0.35742,2.5045
17569,prod-truth,55.0,10,0.30685,0.3045,0.30729,3.1991
17569,prod-truth,56.0,10,0.24791,0.2448,0.24821,3.4767
17569,prod-truth,57.0,10,0.18727,0.18445,0.18799,3.4128
17569,prod-truth,58.0,10,0.13083,0.12836,0.13124,3.1026
17569,prod-truth,59.0,10,0.0799,0.07817,0.08018,2.6688
17569,prod-truth,60.0,10,0.03823,0.03712,0.03839,2.1418
17569,prod-truth,61.0,10,0.00493,0.00459,0.00546,1.6235
17569,prod-truth,62.0,10,-0.01864,-0.01881,-0.01846,1.1263
17569,prod-truth,63.0,10,-0.03438,-0.0346,-0.03416,0.6764
17569,slipack-k0,22.0,10,-0.00257,-0.02927,0.04426,-0.1126
17569,slipack-k0,23.0,10,0.00024,-0.02447,0.03995,-0.3436
17569,slipack-k0,24.0,10,0.00235,-0.02073,0.05097,-0.4134
17569,slipack-k0,25.0,10,-1e-05,-0.01713,0.06419,-0.3052
17569,slipack-k0,26.0,10,0.00156,-0.02078,0.08517,-0.3405
17569,slipack-k0,27.0,10,0.00811,-0.03184,0.10335,-0.3101
17569,slipack-k0,28.0,10,0.01654,-0.04415,0.11068,-0.2045
17569,slipack-k0,29.0,10,0.02475,-0.04924,0.10153,-0.0532
17569,slipack-k0,30.0,10,0.03848,-0.05089,0.09168,-0.02
17569,slipack-k0,31.0,10,0.05444,-0.052,0.08806,0.0613
17569,slipack-k0,32.0,10,0.06565,-0.0548,0.0943,-0.0767
17569,slipack-k0,33.0,10,0.0781,-0.05937,0.10307,-0.3357
17569,slipack-k0,34.0,10,0.08785,-0.06591,0.11265,-0.1003
17569,slipack-k0,35.0,10,0.09344,-0.06967,0.11631,-0.0147
17569,slipack-k0,36.0,10,0.08757,-0.06313,0.11909,-0.036
17569,slipack-k0,37.0,10,0.07968,-0.0555,0.12365,0.3348
17569,slipack-k0,38.0,10,0.09396,-0.02351,0.15239,3.2211
17569,slipack-k0,39.0,10,0.20075,0.09879,0.26582,4.3382
17569,slipack-k0,40.0,10,0.09773,0.03243,0.16921,4.3157
17569,slipack-k0,41.0,10,-0.12607,-0.19398,-0.05428,3.1877
17569,slipack-k0,42.0,10,-0.25321,-0.32379,-0.18035,3.9323
17569,slipack-k0,43.0,10,-0.31248,-0.35882,-0.24015,1.7734
17569,slipack-k0,44.0,10,-0.36385,-0.3871,-0.29015,-2.5038
17569,slipack-k0,45.0,10,-0.46108,-0.48688,-0.39641,-4.2565
17569,slipack-k0,46.0,10,-0.39512,-0.41892,-0.31694,-5.1745
17569,slipack-k0,47.0,10,-0.15045,-0.18962,-0.12925,-3.6354
17569,slipack-k0,48.0,10,-0.02262,-0.05612,0.00058,-3.7514
17569,slipack-k0,49.0,10,0.02587,0.0024,0.07142,-2.3166
17569,slipack-k0,50.0,10,0.05216,0.03337,0.11227,-1.011
17569,slipack-k0,51.0,10,0.07211,0.04383,0.12502,-0.4479
17569,slipack-k0,52.0,10,0.0863,0.04883,0.12072,-0.1752
17569,slipack-k0,53.0,10,0.09505,0.05028,0.12802,-0.0428
17569,slipack-k0,54.0,10,0.09777,0.04453,0.13847,-0.1976
17569,slipack-k0,55.0,10,0.10146,0.03254,0.14703,-0.0182
17569,slipack-k0,56.0,10,0.10156,0.01574,0.1468,0.3252
17569,slipack-k0,57.0,10,0.09107,0.00337,0.14407,0.572
17569,slipack-k0,58.0,10,0.08105,0.00132,0.12912,0.492
17569,slipack-k0,59.0,10,0.07249,-0.0063,0.10891,0.3986
17569,slipack-k0,60.0,10,0.0669,-0.02016,0.08902,0.5133
17569,slipack-k0,61.0,10,0.05689,-0.02669,0.0759,0.5538
17569,slipack-k0,62.0,10,0.04692,-0.02298,0.06766,0.4687
17569,slipack-k0,63.0,10,0.04467,-0.02221,0.05906,0.387
17569,slipack-kfix,22.0,10,-0.00426,-0.02287,0.04827,-0.0378
17569,slipack-kfix,23.0,10,-0.0011,-0.02257,0.04575,-0.2018
17569,slipack-kfix,24.0,10,0.00049,-0.01812,0.05398,-0.3604
17569,slipack-kfix,25.0,10,-0.00078,-0.01456,0.06775,-0.3209
17569,slipack-kfix,26.0,10,0.00309,-0.02215,0.08633,-0.3569
17569,slipack-kfix,27.0,10,0.00865,-0.03297,0.10413,-0.3117
17569,slipack-kfix,28.0,10,0.01672,-0.04444,0.11164,-0.2679
17569,slipack-kfix,29.0,10,0.025,-0.05022,0.10188,-0.109
17569,slipack-kfix,30.0,10,0.03819,-0.05223,0.09217,-0.0223
17569,slipack-kfix,31.0,10,0.05443,-0.05362,0.08594,0.084
17569,slipack-kfix,32.0,10,0.06524,-0.05631,0.09046,0.0164
17569,slipack-kfix,33.0,10,0.07707,-0.06079,0.10243,-0.2553
17569,slipack-kfix,34.0,10,0.08706,-0.06572,0.1141,-0.1214
17569,slipack-kfix,35.0,10,0.08936,-0.0672,0.11959,-0.0046
17569,slipack-kfix,36.0,10,0.08426,-0.06219,0.12205,-0.0272
17569,slipack-kfix,37.0,10,0.07735,-0.05402,0.12751,0.1989
17569,slipack-kfix,38.0,10,0.09241,-0.0228,0.15678,3.2305
17569,slipack-kfix,39.0,10,0.19901,0.10219,0.26648,4.3251
17569,slipack-kfix,40.0,10,0.09851,0.00589,0.16266,4.1699
17569,slipack-kfix,41.0,10,-0.12116,-0.20357,-0.05288,2.6372
17569,slipack-kfix,42.0,10,-0.23699,-0.30272,-0.16436,2.8489
17569,slipack-kfix,43.0,10,-0.27336,-0.31638,-0.19894,0.1821
17569,slipack-kfix,44.0,10,-0.2912,-0.31062,-0.21486,-4.5174
17569,slipack-kfix,45.0,10,-0.34715,-0.36778,-0.28084,-6.3118
17569,slipack-kfix,46.0,10,-0.24466,-0.26678,-0.21677,-7.1193
17569,slipack-kfix,47.0,10,0.02661,-0.0091,0.05314,-4.7431
17569,slipack-kfix,48.0,10,0.17409,0.13487,0.18582,-4.2266
