level,route,seed,arm,context,offset_m_n,offset_m_mean,offset_m_median,offset_m_p10,offset_m_p90,abs_offset_m_median
1,2091,1,B,turn,94,-0.45267983990764427,-0.5154119395820242,-0.6680904731409905,-0.05053014736182394,0.5154119395820242
1,2091,1,B,straight,374,-0.06050763115055284,-0.0003736292008692985,-0.18071010158715886,0.0024308942946186956,0.0017735154779393177
1,3514,1,D,all,519,-0.001284453474843712,5.997557195436213e-05,-0.23876551889911535,0.04116707174360859,0.0007557339100829435
1,3514,1,D,turn,63,-0.15188684743356787,-0.23732372206670801,-0.2532461294122288,0.06638410063653488,0.23818568025725595
1,3514,1,D,straight,405,0.042014327560511516,0.0002199809094065568,-0.0006851196133020987,0.0027815234709668664,0.0005283373920417855
1,3514,0,A,all,518,0.04747943429494692,0.0004289415494258134,-0.0006079778859853853,0.0596894357931218,0.0006985132223449402
1,3514,0,A,turn,23,0.15833406546060047,0.09759564962104639,0.05733763613951634,0.3251038378915095,0.09759564962104639
1,3514,0,A,straight,426,0.040253600852055635,0.0001836353202170849,-0.0006917317850483869,0.03776457829182758,0.0005300310193647031
1,3514,0,D,all,519,-0.0016822587619826227,4.153788859746328e-05,-0.2403567145944379,0.040548122319051465,0.0007114410929460742
1,3514,0,D,turn,59,-0.13789737948612735,-0.23145095840606456,-0.2525828402641567,0.0966719371900685,0.2356510090010116
1,3514,0,D,straight,402,0.0411038839029657,0.0002229479169541075,-0.0006521861209137104,0.0025446561410311713,0.0005089700030954656
1,3255,2,D,all,560,0.05007960449846396,0.00109799680998417,-0.0007501510816148851,0.15706896941528684,0.0016288759153714044
1,3255,2,D,turn,28,0.38105951593243753,0.43301910285992223,-0.06556233154973701,0.7489924507620835,0.43301910285992223
1,3255,2,D,straight,423,0.04800095531284925,0.0009155274303035783,-0.00040757923751372774,0.06248313378386745,0.000976562661687951
1,3255,0,C,all,614,0.010667927388428082,0.0005893705773255789,-0.042463894629607216,0.03538143432934179,0.002109309492515378
1,3255,0,C,turn,35,-0.12339971639385605,-0.11930060641999389,-0.3454692272955965,-0.02112925143859598,0.142454914642578
1,3255,0,C,straight,485,0.022757889972732467,0.0005086263370988791,-0.002911045289343093,0.030022451777145888,0.0012613933067768812
1,2091,1,C,all,642,-0.10985384304520185,-0.027972043032209855,-0.45194400591979594,0.00217606835877737,0.028386673023410525
1,2091,1,C,turn,67,-0.39573892831819024,-0.39506663858070373,-0.6156900877946592,-0.231683795908885,0.39506663858070373
1,2091,1,C,straight,520,-0.07649106645026031,-0.026410406383431,-0.3924996757786359,0.0029472330800568427,0.026691450097628217
1,3514,0,C,all,514,-0.003724981819573374,-1.0596850448110135e-06,-0.2382511233926238,0.02350788304999529,0.0008060667074956798
1,3514,0,C,turn,53,-0.1296962822527724,-0.227127082743221,-0.25281538502562767,0.09439264940587294,0.232688771303242
1,3514,0,C,straight,403,0.035239197831183955,0.0001850128631843946,-0.0009579552817667129,0.001854275830043988,0.0005516476844290645
1,3255,1,C,all,633,0.016131628287837315,0.0004272461249254553,-0.023363608387530387,0.03153503219928794,0.0027295396429530654
1,3255,1,C,turn,45,-0.054273148315784524,-0.039833390357817404,-0.20421933021530728,-0.007447046807888644,0.041435387160289334
1,3255,1,C,straight,486,0.025249613719181097,0.0004176034496113729,-0.007056424613336373,0.022504371597477285,0.0011180241574038044
1,3255,2,C,all,638,0.0008664352806625785,0.00024371674262061777,-0.5763226425560931,0.6509710703295302,0.14358587454815597
1,3255,2,C,turn,34,0.6561412080083173,0.7136332021179158,0.5210710929681468,0.8177403892651731,0.7136332021179158
1,3255,2,C,straight,464,-0.07757624748652085,-2.0557039339879346e-05,-0.599340866588704,0.35240774048902873,0.012490054586754104
1,3255,0,A,all,720,0.0006117123685930839,0.0003255206382309616,-0.0009765624679857881,0.0013227012700598897,0.0006508296171355212
1,3255,0,A,turn,13,0.04142544943113236,0.017790645140027223,0.0004052014712933568,0.10258175035631102,0.017790645140027223
1,3255,0,A,straight,467,-0.0003604074299234288,0.00020302671998426115,-0.0008747099562748737,0.001215784427761651,0.0005289714160123048
1,3255,0,B,all,716,-5.61755630017264e-05,6.209483982161834e-05,-0.0015347795998777627,0.001057517163789501,0.0005512237595866106
1,3255,0,B,turn,11,0.004637079882728148,-0.0011041405061764905,-0.005834341959046113,0.022030291628335568,0.005834341959046113
1,3255,0,B,straight,577,-0.00020792192415366656,6.103515215727425e-05,-0.0015945405093753843,0.0009365502750150029,0.0005495283252860191
1,3255,0,D,all,724,0.0006974361615539301,0.00022231198343354997,-0.004222539660727623,0.004545982845205527,0.0015014705513126164
1,3255,0,D,turn,14,0.024805892165892945,0.005625329131252455,-0.002884997506610606,0.09462501133056471,0.005625329131252455
1,3255,0,D,straight,491,0.00024842905164621854,0.00034607779491983387,-0.0033365309729865116,0.003960067144109771,0.0007828603538345772
1,3255,1,A,all,723,-0.001110127609701216,-0.00024414059266241025,-0.00941860298141523,0.0008370716620381582,0.000610351541076346
1,3255,1,A,turn,12,0.036040111460477836,0.007812303027121617,0.0018529146523396406,0.09812323922628276,0.007812303027121617
1,3255,1,A,straight,480,-0.0011340119271916187,-6.1353056932963e-05,-0.002485311850621244,0.0009785969992511427,0.0005087322784606816
1,3514,1,C,all,516,-0.005139219226270534,5.902184778075119e-05,-0.23159013719189106,0.014341435365131602,0.0007769265736804819
1,3514,1,C,turn,60,-0.1480527054582951,-0.22599929968891908,-0.2522638142585881,0.08702801693081669,0.23021428635699018
1,3514,1,C,straight,404,0.03625800787515396,0.00029012898614631376,-0.00081528554524267,0.0020534511506122934,0.0006145901017398652
1,3255,2,A,all,724,-0.00012819425111103958,-0.00018628443150703328,-0.0011466977973879971,0.0009699928103273945,0.0006038878651932979
1,3255,2,A,turn,12,0.008451946093223542,0.001115795883004048,-0.004260228996620617,0.0355454445871432,0.0040590102357882935
1,3255,2,A,straight,456,-0.00015289166820448027,8.138019202979897e-05,-0.0012230343066384312,0.0012661610330518694,0.0005719927689831457
1,3514,2,D,all,518,-0.0016398366940839745,8.053252204375501e-05,-0.2395759711491211,0.0361243141768872,0.0006497700600010418
1,3514,2,D,turn,64,-0.15590685826193923,-0.22890002280243898,-0.2750792259000776,0.07730420959627322,0.2313865306815996
1,3514,2,D,straight,406,0.041564531714183006,0.00020217902130281523,-0.0006116231214340004,0.0027883314872369615,0.00048467836262630626
1,2091,0,B,all,746,-0.3469789904508703,-0.11585123524313906,-0.8146825031244136,0.0010275311739346093,0.11585123524313906
1,2091,0,B,turn,187,-0.6431872203969383,-0.7464484314641062,-0.8026446585719778,-0.18194333177485855,0.7464484314641062
1,2091,0,B,straight,385,-0.060284336684719025,-0.0009824965201583383,-0.14750239076345792,0.002044719054379458,0.002282883856468871
1,3514,2,A,all,517,0.04661887623896688,0.0003412033104812597,-0.0006896972770846346,0.060482344086355194,0.0007165274301285704
1,3514,2,A,turn,23,0.15313230622306503,0.09238560896097041,0.05740569924775472,0.32740136733100045,0.09238560896097041
1,3514,2,A,straight,424,0.039435694167673285,0.00013690527923817397,-0.0007394575772777405,0.038287347184157806,0.000543170163479216
1,3514,2,C,all,516,-0.005929408768828212,1.864950052319571e-05,-0.2392501455623701,0.017048563278840412,0.0007735359141830532
1,3514,2,C,turn,62,-0.14872353109891823,-0.2365771058550083,-0.24995621348385205,0.08311388014973481,0.23763725054164017
1,3514,2,C,straight,401,0.035433914495795985,0.00020472209988990137,-0.000757429391969879,0.0019145541462822911,0.0005482566660265377
1,17569,0,D,all,381,-0.12749408179010682,0.001302931120458925,-1.306495224956105,0.10638463028843193,0.006990414636543686
1,17569,0,D,turn,53,-0.7360929021710096,-0.921687511840004,-1.413469901787277,0.006318748302424862,0.921687511840004
1,17569,0,D,straight,325,-0.029091789785055586,0.0015214282467631275,-0.03497195496216618,0.19505865203566658,0.005120682575465339
1,17569,0,C,all,434,-0.27161743275517614,-0.0015536397464412902,-1.181915871012721,0.057235445667129056,0.037372025426584424
1,17569,0,C,turn,57,-0.5559841923347446,-0.6019304217895548,-1.345383548750067,0.5448307649258709,0.7346573812935672
1,17569,0,C,straight,348,-0.18417409551742825,-0.000531938443173968,-0.8155858946393906,0.06547588232879996,0.006892462777781506
1,17569,2,A,all,557,-0.1282378837279803,-2.5431508371785045e-06,-1.0170087387526772,0.38402423345151065,0.05280266215535389
1,17569,2,A,turn,60,-0.03376836184559485,-0.0006684513922732465,-0.5317060434429173,0.47748711888954637,0.3484299503818208
1,17569,2,A,straight,459,-0.11251043737320507,0.00030517580282523536,-1.0191601235147518,0.31975715630113827,0.01022006979982258
1,25378,1,A,all,250,0.00045127704375213883,0.00029553313951038903,-0.0005527284644784027,0.001874075877539949,0.0005091561617021859
1,25378,1,A,turn,0,nan,nan,nan,nan,nan
1,25378,1,A,straight,250,0.00045127704375213883,0.00029553313951038903,-0.0005527284644784027,0.001874075877539949,0.0005091561617021859
1,17569,1,D,all,389,-0.31689408800842184,-0.00047344648682437495,-1.3516036859469933,0.007455774532282687,0.003918115636937019
1,17569,1,D,turn,83,-0.7899671394533063,-0.8502805673620931,-1.4226186495054531,0.002068286652010202,0.8502805673620931
1,17569,1,D,straight,306,-0.18857688777990744,4.132587959357181e-05,-1.1803682834440712,0.012219938734628778,0.0021039107205332495
1,17569,1,C,all,410,-0.25033615023910144,-0.0026126407556778387,-1.27498074885635,0.005786323704029951,0.01461124844902356
1,17569,1,C,turn,65,-0.6470668879581629,-0.3794731689816713,-1.4462089524525996,0.003923797166425253,0.3794731689816713
1,17569,1,C,straight,336,-0.16854155264561826,-0.0015114655311835772,-0.7745825706056312,0.012487158160014836,0.004766067560265151
1,17569,0,A,all,438,0.0663255730569126,0.0007891123843645868,-0.07145108764745423,0.526529772597874,0.008354932100181754
1,17569,0,A,turn,42,-0.264773901356553,-0.012614779018398465,-1.1778885579097214,0.047419460869288436,0.04461053150275249
1,17569,0,A,straight,389,0.10115757633690618,0.0010579426249966806,-0.005035351345828273,0.529415599472067,0.0046424862900665016
1,25378,0,A,all,243,0.00031137143669314303,0.00014241531595905169,-0.000769127769466647,0.0017798529125965354,0.0005696614971384406
1,25378,0,A,turn,0,nan,nan,nan,nan,nan
1,25378,0,A,straight,243,0.00031137143669314303,0.00014241531595905169,-0.000769127769466647,0.0017798529125965354,0.0005696614971384406
1,25378,0,C,all,263,0.0004181222925671913,0.0003229773328712421,-0.0004699704404562827,0.0014443716043094426,0.0004899767113896306
1,25378,0,C,turn,0,nan,nan,nan,nan,nan
1,25378,0,C,straight,263,0.0004181222925671913,0.0003229773328712421,-0.0004699704404562827,0.0014443716043094426,0.0004899767113896306
1,25378,1,C,all,264,0.00034412864493628,0.0003033744145204525,-0.0004918840502340049,0.001443841648344765,0.0005293952847692676
1,25378,1,C,turn,0,nan,nan,nan,nan,nan
1,25378,1,C,straight,264,0.00034412864493628,0.0003033744145204525,-0.0004918840502340049,0.001443841648344765,0.0005293952847692676
1,25378,0,D,all,261,0.000362647013352568,0.0003452300999668978,-0.0005696614856181713,0.0013885497193465918,0.0005478330201989562
1,25378,0,D,turn,0,nan,nan,nan,nan,nan
1,25378,0,D,straight,261,0.000362647013352568,0.0003452300999668978,-0.0005696614856181713,0.0013885497193465918,0.0005478330201989562
1,17569,0,B,all,505,-0.2179797746851098,-0.0002642736941637281,-1.1368174144560363,0.2572366895150322,0.17971051907711896
1,17569,0,B,turn,50,-0.7500920988375959,-0.8419564599227585,-1.3945310395375854,0.0023007547758018723,0.8419564599227585
1,17569,0,B,straight,388,0.005413401918678737,0.0004803340721295133,-0.2589893493664219,0.27779414171136485,0.059915965263466
1,17569,2,C,all,424,-0.3094731428255051,-0.001432493283051815,-1.3156924908509413,0.012119776676460938,0.018017773238580087
1,17569,2,C,turn,44,-0.8262308483224147,-1.1419323817692737,-1.4297306577245492,0.004607391225227851,1.1419323817692737
1,17569,2,C,straight,336,-0.15565586555172137,-0.0002976523207172332,-0.6536508806498291,0.04350151443980703,0.003844788572404269
1,2091,2,C,all,1016,-0.14565700495161818,-0.14103951094522388,-0.2879322041513557,0.0002456241097780708,0.14250745870261317
1,2091,2,C,turn,86,-0.31822647633986845,-0.20850636595732397,-0.5410029952007182,-0.13137399465801974,0.20850636595732397
1,2091,2,C,straight,774,-0.12235569145009269,-0.13551915215189136,-0.19501415334193595,0.000686454714785937,0.1385145019759057
1,25378,0,B,all,261,0.0004634357897563005,0.00030496389061042693,-0.000469419766136137,0.0018310530516244038,0.0004899767113896306
1,25378,0,B,turn,0,nan,nan,nan,nan,nan
1,25378,0,B,straight,261,0.0004634357897563005,0.00030496389061042693,-0.000469419766136137,0.0018310530516244038,0.0004899767113896306
1,25378,1,D,all,265,0.0005311202445570568,0.0004234313389872616,-0.00046933498614502075,0.0015794525416617064,0.0005493164021572738
1,25378,1,D,turn,0,nan,nan,nan,nan,nan
1,25378,1,D,straight,265,0.0005311202445570568,0.0004234313389872616,-0.00046933498614502075,0.0015794525416617064,0.0005493164021572738
1,25378,1,B,all,252,0.0002335689934677846,0.00030506987976280703,-0.0014944706456047378,0.0022502263361581913,0.0006793340816836854
1,25378,1,B,turn,0,nan,nan,nan,nan,nan
1,25378,1,B,straight,252,0.0002335689934677846,0.00030506987976280703,-0.0014944706456047378,0.0022502263361581913,0.0006793340816836854
1,17569,2,D,all,418,-0.2329097617358255,-0.00010553983901326412,-1.2577414683021348,0.04388641039526542,0.009277484942606166
1,17569,2,D,turn,65,-0.5675069906235816,-0.38080821388446345,-1.445091517568731,0.23918848091791137,0.38080821388446345
1,17569,2,D,straight,334,-0.13823037853002926,9.960589946094338e-05,-0.8698938860016795,0.03027369693306921,0.004468059169816439
1,25378,2,A,all,240,0.0012323117889684323,0.0003353754811878198,-0.0006341086638527932,0.002059745539166056,0.0006225373785715413
1,25378,2,A,turn,0,nan,nan,nan,nan,nan
1,25378,2,A,straight,240,0.0012323117889684323,0.0003353754811878198,-0.0006341086638527932,0.002059745539166056,0.0006225373785715413
1,17569,1,B,all,644,-0.302074952636693,-0.001235909502460782,-1.0302272244611683,0.13650502436374645,0.13730598048164253
1,17569,1,B,turn,77,-0.8149494738003923,-0.9836302370942954,-1.3451730035595753,-0.004435217824974759,0.9995501731602154
1,17569,1,B,straight,451,-0.059359570824461846,0.000507142548427984,-0.7703674690155484,0.1715653135597036,0.0744769836951362
1,25378,2,D,all,264,0.00031154069294890536,0.0003152423589481255,-0.0006222195446082262,0.0015265991058064504,0.0005521774672198303
1,25378,2,D,turn,0,nan,nan,nan,nan,nan
1,25378,2,D,straight,264,0.00031154069294890536,0.0003152423589481255,-0.0006222195446082262,0.0015265991058064504,0.0005521774672198303
1,25378,2,B,all,248,0.0005155345752033429,0.0004780024995127098,-0.0005931641739127002,0.0021492219124480644,0.0006643931316469194
1,25378,2,B,turn,0,nan,nan,nan,nan,nan
1,25378,2,B,straight,248,0.0005155345752033429,0.0004780024995127098,-0.0005931641739127002,0.0021492219124480644,0.0006643931316469194
1,17569,2,B,all,508,-0.3337242918265242,-0.017107450826246633,-1.271222687394341,0.5583364240567685,0.5050024294729012
1,17569,2,B,turn,83,-0.7160623088203203,-0.856455360918879,-1.4580983406982637,0.10055194581719937,0.856455360918879
1,17569,2,B,straight,347,-0.08820927629106877,5.55251631975045e-05,-1.0878968687628479,0.5890219173575428,0.27271194394687504
1,25378,2,C,all,264,0.00018584921304723188,0.000302632679279212,-0.0006484349582199424,0.001538573464978558,0.0005833306279731016
1,25378,2,C,turn,0,nan,nan,nan,nan,nan
1,25378,2,C,straight,264,0.00018584921304723188,0.000302632679279212,-0.0006484349582199424,0.001538573464978558,0.0005833306279731016
1,3255,1,B,all,1232,-0.0005503201801550621,-0.0003282759532639962,-0.0022750842067073614,0.0007368299403211291,0.0007146200094620286
1,3255,1,B,turn,15,0.005500655582643607,-0.0002593577880782066,-0.002463360848758018,0.022392623522413602,0.0024263584892798636
1,3255,1,B,straight,530,-4.053762774149162e-05,-7.417325185463976e-06,-0.0013680734886904534,0.0009379069286515691,0.0004691018191436846
1,25381,0,A,all,427,0.08521996930175173,0.00042703413009820827,-0.027894831479611228,0.43200133765121607,0.003947356135698798
1,25381,0,A,turn,36,0.08537883779873755,-0.03859026565646896,-0.8109651439255183,0.9337310432184627,0.6133817479550561
1,25381,0,A,straight,391,0.0852053420232569,0.000642140328551822,-0.005276780783027965,0.38477959941093814,0.002815667375599497
1,25381,0,B,all,439,-0.0022464683851093174,-0.000978681779967539,-0.08301745566078188,0.14406709580065807,0.013565958742480776
1,25381,0,B,turn,23,0.24007707175664933,0.5334895275949578,-0.6998383701176135,0.8394747633219568,0.6677941924300173
1,25381,0,B,straight,416,-0.015644164114100783,-0.0010155569194286965,-0.08172465042405436,0.07482539084915915,0.01028249452401708
1,25381,0,D,all,410,-0.014210948656302017,-0.0002854665576369041,-0.11183339830186344,0.04939544801823006,0.0015748337759576396
1,25381,0,D,turn,21,-0.09784096322761086,-0.04874788804393501,-0.9396267013542987,0.7786203894576453,0.7327951394729261
1,25381,0,D,straight,389,-0.009696217792555271,-0.0002708434263070298,-0.0803816835632653,0.011588143705770947,0.001264784101047883
1,25381,1,A,all,415,0.07020346983771719,0.00030390420352925207,-0.06451818079414026,0.43899326744147743,0.003852830402895415
1,25381,1,A,turn,32,-0.031683294147729815,-0.06704496697073081,-0.8567908216235419,0.751074161773904,0.34656583709437183
1,25381,1,A,straight,383,0.07871620207671015,0.00036409174125019245,-0.010024042367473047,0.3894692123959142,0.002911030975898161
1,25381,1,B,all,439,-0.012892927000185472,-0.0010448030591499087,-0.08792173485881667,0.10404984379601465,0.016174032918334653
1,25381,1,B,turn,19,0.04790909378967295,-0.008166383162567434,-0.7280507906343128,0.6913443543278331,0.5818905765485503
1,25381,1,B,straight,420,-0.015643494607345737,-0.001042365963182398,-0.08712903136659454,0.07082934328376482,0.011214375133376515
1,25381,1,C,all,411,-0.012492980991978786,-0.0004501344277135224,-0.1641843086943285,0.12421587177004499,0.007798107482644492
1,25381,1,C,turn,30,0.006891280159685855,0.03527251713017699,-0.915718747658495,0.8514550145400103,0.78671296638711
1,25381,1,C,straight,381,-0.01401930076770042,-0.00045055824724934724,-0.09152942932940865,0.07141476571750364,0.004535729545032696
1,25381,2,D,all,410,-0.013059809673438796,-0.00019306591920889723,-0.09256798197210706,0.060732902373056785,0.0015684753714840672
1,25381,2,D,turn,22,-0.044125898259983705,-0.06006366454501711,-0.9552685170770472,0.8076817959306535,0.6836342334796217
1,25381,2,D,straight,388,-0.011298330423686252,-0.00017537002042807129,-0.07506653679528336,0.00915127713342984,0.0014161005106328281
1,25424,0,C,all,375,0.01547032112113168,-8.265179102788002e-05,-0.2780251493060401,0.446203574853503,0.04944838397865894
1,25424,0,C,turn,40,-0.3132116667690714,-0.14495239647861227,-1.1362077967560518,0.12299433981717847,0.18517871223295407
1,25424,0,C,straight,335,0.05471593161548428,0.00010066549065147317,-0.15429127126419478,0.47974265169159713,0.041801321397083535
1,25381,1,D,all,410,-0.012481421078862687,-0.00031227539360945367,-0.09018773960192634,0.055545095870012086,0.0017277399977544418
1,25381,1,D,turn,23,-0.040021320399199166,-0.016038378050484744,-0.9132668440390742,0.7823681556576064,0.6549460613321291
1,25381,1,D,straight,387,-0.010844682876362071,-0.0003066593366691758,-0.07935739688357658,0.007437434928169942,0.0013626944351357558
1,25381,2,A,all,414,0.07123517142842449,0.00040849043976958464,-0.02072286808691326,0.4418164551996163,0.0029266118598431827
1,25381,2,A,turn,30,0.05634330582117033,-0.03204139133577408,-0.8162859348692074,0.8852195142753335,0.5415451186119262
1,25381,2,A,straight,384,0.07239859842899123,0.00045225362135168506,-0.006220551230280635,0.42086512653468927,0.0024477638688975662
1,25381,2,B,all,439,-0.010715412226399336,-0.000998391118248017,-0.08855632847935287,0.0729997343224876,0.013705947052147557
1,25381,2,B,turn,20,0.12459543128336414,0.2133499267250446,-0.6748205581913786,0.7860344963167777,0.6137950197165005
1,25381,2,B,straight,419,-0.017174163706578975,-0.000998391118248017,-0.0872267662906638,0.05744069250944048,0.007980283592173381
1,25381,0,C,all,411,-0.010225541830539694,-0.00043212044706978953,-0.1525938910819477,0.1321642189695676,0.00994830796622175
1,25381,0,C,turn,29,0.08671115800181287,0.04474118861490745,-0.9173219974798308,0.8565292412970482,0.7712485186275436
1,25381,0,C,straight,382,-0.01758461066598007,-0.00044239885884043946,-0.09887056894439912,0.07675925581055806,0.005625267030472811
1,25424,1,A,all,389,-0.14299442724836603,-0.0006389617453572654,-0.9462841143666735,0.18478166966722875,0.03949968283896739
1,25424,1,A,turn,68,-0.5341212675756705,-0.6006537491026052,-1.1386687144807242,0.0968421234456264,0.614946665669126
1,25424,1,A,straight,291,-0.02237280084616375,0.0008146498769264443,-0.6998736955922479,0.32139526719692874,0.015801525738068443
1,25424,2,A,all,405,-0.11942690303551012,-0.0006188282233879799,-0.7753662091829524,0.20905608029250575,0.06855962515819788
1,25424,2,A,turn,57,-0.46162048862114996,-0.5651976859912421,-1.1450890205430126,0.15415811695360832,0.6079578463586229
1,25424,2,A,straight,296,0.0014641529643574056,0.0022493980442824927,-0.6310624279303065,0.3895567640007285,0.020060520983385514
1,25424,1,C,all,414,0.014092355757916647,0.00021457670808189497,-0.24221706197437182,0.3897509290533446,0.07607256746142338
1,25424,1,C,turn,51,-0.058941838775109896,-0.038578235059994,-1.134317490372019,1.1099254345214293,0.5201380227322391
1,25424,1,C,straight,363,0.024353358295614597,0.000264061769670741,-0.18165156738357546,0.3193150607456477,0.06423380356998426
1,25381,2,C,all,411,-0.008875950716779765,-0.00036663481539927725,-0.15932665637897406,0.134530747681784,0.010490960019176427
1,25381,2,C,turn,29,0.11667906284050675,0.27526252363389997,-0.9483379725450876,0.8597590924206068,0.7669647012922142
1,25381,2,C,straight,382,-0.018407614049662777,-0.0003672706100866276,-0.10122981694078972,0.0787311163737786,0.005878469371178197
1,25424,0,A,all,404,-0.17570929872841734,-0.0006649227198939729,-1.0239009191470672,0.19936224114020795,0.06806513087298877
1,25424,0,A,turn,58,-0.506020181241136,-0.6426612007458179,-1.2407211231363722,0.1741527491234727,0.809935836434212
1,25424,0,A,straight,293,-0.01670947514847054,0.0005255803610194597,-0.6692418157933561,0.40222425395077926,0.0169022493837104
1,25424,2,C,all,376,0.007662129060140826,-0.000411139315351046,-0.3504144772996398,0.4395602362552191,0.05226576986322906
1,25424,2,C,turn,50,-0.16781665027185713,-0.07476937412686399,-1.1871384564948972,0.636748119342505,0.3001003854354226
1,25424,2,C,straight,326,0.03457605227056997,-0.000270631454166147,-0.17109196917736177,0.433917172869443,0.03108818399900161
1,26405,0,A,all,382,-0.057804441582549104,-0.06212094083336425,-0.07109568139365077,-0.03253839019952566,0.06212094083336425
1,26405,0,A,turn,0,nan,nan,nan,nan,nan
1,26405,0,A,straight,381,-0.057765545099735964,-0.062064871741407394,-0.07099424768236952,-0.03250972084122004,0.062064871741407394
1,25424,2,D,all,429,0.02939759888951694,0.0014391143983054655,-0.1685840655529887,0.2785277671904687,0.06453296333984597
1,25424,2,D,turn,51,-0.043969626014657516,-0.012524541991319521,-1.1415568222221986,1.0770321974082762,0.33175803091096817
1,25424,2,D,straight,378,0.03929635145595318,0.00145452213745106,-0.09364531997094395,0.24161003105388448,0.049754158028082765
1,26405,0,C,all,417,-0.03995020140466157,-0.04248930045801805,-0.05858747346448708,-0.019439302933477703,0.04248930045801805
1,26405,0,C,turn,0,nan,nan,nan,nan,nan
1,26405,0,C,straight,407,-0.04009395257768438,-0.042984349112663446,-0.0586085901721998,-0.019439302933477703,0.042984349112663446
1,26405,1,A,all,389,-0.05782604295672499,-0.06333908118725852,-0.07069818280092073,-0.03320523225998306,0.06333908118725852
1,26405,1,A,turn,0,nan,nan,nan,nan,nan
1,26405,1,A,straight,387,-0.057780062935280284,-0.06329399646134976,-0.07069993848076958,-0.03311048272941178,0.06329399646134976
1,26405,1,C,all,410,-0.04147942596953428,-0.04272367581367245,-0.05670584461823282,-0.023431827893500137,0.04272367581367245
1,26405,1,C,turn,0,nan,nan,nan,nan,nan
1,26405,1,C,straight,399,-0.041551732141718124,-0.04279835439220986,-0.0568445420594653,-0.023365409272597025,0.04279835439220986
1,26405,2,A,all,391,-0.05716502999943923,-0.06224948730345936,-0.06932229879100686,-0.033512171640009115,0.06224948730345936
1,26405,2,A,turn,0,nan,nan,nan,nan,nan
1,26405,2,A,straight,386,-0.05709571762122441,-0.062195172569622086,-0.06937018165078829,-0.03319875247080704,0.062195172569622086
1,26405,0,D,all,442,-0.05153573400767709,-0.05721256147398759,-0.066185181459981,-0.024121094959655486,0.05721256147398759
1,26405,0,D,turn,0,nan,nan,nan,nan,nan
1,26405,0,D,straight,432,-0.05160652935584003,-0.05728357413760102,-0.06622693261229377,-0.023972722222624015,0.05728357413760102
1,26405,1,D,all,431,-0.05187006798167618,-0.05703598877752625,-0.0659154226092083,-0.024058497746824156,0.05703598877752625
1,26405,1,D,turn,0,nan,nan,nan,nan,nan
1,26405,1,D,straight,423,-0.05190859140787702,-0.05704744604697381,-0.06596816552689443,-0.023943761197446248,0.05704744604697381
1,26405,1,B,all,539,-0.10877766324457626,-0.0686633967900594,-0.5279878441174782,0.16728209923546955,0.08069767080793006
1,26405,1,B,turn,6,0.12767141232337526,0.08016236810939989,-0.10799677939464693,0.41084864825537276,0.11787372290231965
1,26405,1,B,straight,494,-0.1140239205568475,-0.06863970200662656,-0.5584420686805421,0.16851129381500865,0.0784585349173353
1,26405,2,C,all,442,-0.042770818998537304,-0.04490032123297174,-0.056684227308729324,-0.023512418908608144,0.04490032123297174
1,26405,2,C,turn,0,nan,nan,nan,nan,nan
