direction,tap,family,arm,compare,subset,n,value,delta,lo,hi,halfwidth
0,L18_last,diff,diff qwenvid L18_last pca64,head top-1 - ridge_late,pre_onset dec1-9,625,2.7053117752075195,0.865046501159668,0.6562244279926737,1.0873470376998542,0.21556130485359026
0,L18_last,diff,diff qwenvid L18_last pca64,vision increment: head family - ridge,pre_onset dec1-9,625,0.32147523760795593,0.3745924234390259,0.16638613465658883,0.5768389021158218,0.2052263837296165
0,L18_last,diff,diff qwenvid L18_last pca64,head top-1 - ridge_late,straight dec1-9,5410,1.9472852945327759,0.5481277704238892,0.3987607616035374,0.7209129380306238,0.16107608821354322
0,L18_last,diff,diff qwenvid L18_last pca64,vision increment: head family - ridge,straight dec1-9,5410,0.29950881004333496,0.332694411277771,0.19942947398260413,0.48835760068222883,0.14446406334981235
0,L18_last,diff,diff qwenvid L18_last pca64,RFS head top-1 - ridge_late,rater frames,237,7.395778816030882,0.23493177663970072,-0.023935986943308327,0.5048687104574039,0.2644023487003561
0,L18_last,diff,diff qwenvid L18_last drop0.5,head top-1 - ridge_late,pre_onset dec1-9,625,2.846342086791992,1.0060770511627197,0.7797876606155475,1.255520291952478,0.23786631566846522
0,L18_last,diff,diff qwenvid L18_last drop0.5,vision increment: head family - ridge,pre_onset dec1-9,625,0.46250590682029724,0.515623152256012,0.2888513180921117,0.7665486125903344,0.23884864724911134
0,L18_last,diff,diff qwenvid L18_last drop0.5,head top-1 - ridge_late,straight dec1-9,5410,2.0973050594329834,0.6981474161148071,0.48080612110472193,0.9523272845648881,0.2357605817300831
0,L18_last,diff,diff qwenvid L18_last drop0.5,vision increment: head family - ridge,straight dec1-9,5410,0.4495285153388977,0.4827140271663666,0.28968148846693537,0.7183973863150258,0.21435794892404522
0,L18_last,diff,diff qwenvid L18_last drop0.5,RFS head top-1 - ridge_late,rater frames,237,7.355540551038973,0.19469351164779067,-0.07009701662060802,0.46340566180186593,0.26675133921123695
0,L18_mean,diff,diff qwenvid L18_mean,head top-1 - ridge_late,pre_onset dec1-9,625,2.8103537559509277,0.9580279588699341,0.6771376627868362,1.2176550977467357,0.2702587174799498
0,L18_mean,diff,diff qwenvid L18_mean,vision increment: head family - ridge,pre_onset dec1-9,625,0.4265172779560089,0.4675739109516144,0.21877542280376544,0.7003223253622418,0.2407734512792382
0,L18_mean,diff,diff qwenvid L18_mean,head top-1 - ridge_late,straight dec1-9,5410,2.4085357189178467,1.0444010496139526,0.7873720175215783,1.3437279719192445,0.27817797719883314
0,L18_mean,diff,diff qwenvid L18_mean,vision increment: head family - ridge,straight dec1-9,5410,0.760759174823761,0.8289676904678345,0.5847856731347443,1.1279055286261215,0.2715599277456886
0,L18_mean,diff,diff qwenvid L18_mean,RFS head top-1 - ridge_late,rater frames,237,7.2078840697114765,0.077284488203614,-0.22037154133634143,0.37722665665358346,0.29879909899496243
0,L18_mean,diff,diff qwenvid L18_mean pca16,head top-1 - ridge_late,pre_onset dec1-9,625,2.55896258354187,0.7066367864608765,0.5173477338857958,0.9024888383263067,0.19257055222025543
0,L18_mean,diff,diff qwenvid L18_mean pca16,vision increment: head family - ridge,pre_onset dec1-9,625,0.17512623965740204,0.21618281304836273,0.03457151112344442,0.40669016622188936,0.18605932754922247
0,L18_mean,diff,diff qwenvid L18_mean pca16,head top-1 - ridge_late,straight dec1-9,5410,1.8212262392044067,0.45709171891212463,0.35608758438485094,0.5758332818709446,0.10987284874304684
0,L18_mean,diff,diff qwenvid L18_mean pca16,vision increment: head family - ridge,straight dec1-9,5410,0.1734497845172882,0.24165835976600647,0.15642941289591414,0.3312174540083012,0.08739402055619354
0,L18_mean,diff,diff qwenvid L18_mean pca16,RFS head top-1 - ridge_late,rater frames,237,7.453303151400993,0.3227035698931308,0.04618449907402673,0.5894654152813962,0.2716404581036847
0,L18_mean,diff,diff qwenvid L18_mean pca64,head top-1 - ridge_late,pre_onset dec1-9,625,2.5497000217437744,0.6973741054534912,0.49146188373335725,0.8984554403122049,0.20349677828942384
0,L18_mean,diff,diff qwenvid L18_mean pca64,vision increment: head family - ridge,pre_onset dec1-9,625,0.16586357355117798,0.20692014694213867,0.005596890414072282,0.4083327938427254,0.20136795171432656
0,L18_mean,diff,diff qwenvid L18_mean pca64,head top-1 - ridge_late,straight dec1-9,5410,1.9986851215362549,0.6345505714416504,0.4834100415563941,0.8281868984902735,0.1723884284669397
0,L18_mean,diff,diff qwenvid L18_mean pca64,vision increment: head family - ridge,straight dec1-9,5410,0.35090863704681396,0.4191172420978546,0.2766842618299531,0.6072874469533458,0.16530159256169635
0,L18_mean,diff,diff qwenvid L18_mean pca64,RFS head top-1 - ridge_late,rater frames,237,7.415513672392535,0.28491409088467307,0.013590384471175958,0.5627463133804282,0.2745779644546261
0,L18_mean,diff,diff qwenvid L18_mean drop0.5,head top-1 - ridge_late,pre_onset dec1-9,625,2.624606132507324,0.7722800970077515,0.5631193044727769,0.9866194757293805,0.21175008562830178
0,L18_mean,diff,diff qwenvid L18_mean drop0.5,vision increment: head family - ridge,pre_onset dec1-9,625,0.24076955020427704,0.28182610869407654,0.08236494379444684,0.4897807134070228,0.203707884806288
0,L18_mean,diff,diff qwenvid L18_mean drop0.5,head top-1 - ridge_late,straight dec1-9,5410,2.1004960536956787,0.7363615036010742,0.5484931215043942,0.9537137041397178,0.20261029131766178
0,L18_mean,diff,diff qwenvid L18_mean drop0.5,vision increment: head family - ridge,straight dec1-9,5410,0.4527195692062378,0.520928144454956,0.3524309734880716,0.7157076465231749,0.18163833651755162
0,L18_mean,diff,diff qwenvid L18_mean drop0.5,RFS head top-1 - ridge_late,rater frames,237,7.354542014853968,0.223942433346106,-0.05374611825516817,0.5141992341846362,0.2839726762199022
1,L18_last,diff,diff qwenvid L18_last,head top-1 - ridge_late,pre_onset dec1-9,640,2.83699369430542,1.0195977687835693,0.7371907625887215,1.3237259906883423,0.2932676140498104
1,L18_last,diff,diff qwenvid L18_last,vision increment: head family - ridge,pre_onset dec1-9,640,0.4089673161506653,0.454380601644516,0.18027203505973213,0.7373305505837459,0.2785292577620069
1,L18_last,diff,diff qwenvid L18_last,head top-1 - ridge_late,straight dec1-9,5235,2.2946865558624268,0.8610698580741882,0.6067482058751473,1.2105095872943024,0.3018806907095775
1,L18_last,diff,diff qwenvid L18_last,vision increment: head family - ridge,straight dec1-9,5235,0.6880728006362915,0.7100397348403931,0.4804288567359522,1.0148369981773493,0.2672040707206985
1,L18_last,diff,diff qwenvid L18_last,RFS head top-1 - ridge_late,rater frames,241,7.1400922682988,0.08075547628999252,-0.2348657974861162,0.37173439335875214,0.3033000954224342
1,L18_last,diff,diff qwenvid L18_last pca16,head top-1 - ridge_late,pre_onset dec1-9,640,2.8303170204162598,1.0129209756851196,0.7379582195967721,1.3083172045453357,0.2851794924742818
1,L18_last,diff,diff qwenvid L18_last pca16,vision increment: head family - ridge,pre_onset dec1-9,640,0.4022904336452484,0.4477037489414215,0.22042363016306882,0.6862062611785673,0.23289131550774925
1,L18_last,diff,diff qwenvid L18_last pca16,head top-1 - ridge_late,straight dec1-9,5235,1.7448207139968872,0.3112042248249054,0.20284970294367408,0.45680922133228613,0.12697975919430604
1,L18_last,diff,diff qwenvid L18_last pca16,vision increment: head family - ridge,straight dec1-9,5235,0.13820713758468628,0.16017407178878784,0.08818924386981085,0.2518955119464394,0.08185313403831426
1,L18_last,diff,diff qwenvid L18_last pca16,RFS head top-1 - ridge_late,rater frames,241,7.136620951665197,0.07728415965638932,-0.19825374029313667,0.3567601871178599,0.27750696370549827
1,L18_last,diff,diff qwenvid L18_last pca64,head top-1 - ridge_late,pre_onset dec1-9,640,2.9619545936584473,1.1445584297180176,0.8716926250018474,1.4344341915484728,0.2813707832733127
1,L18_last,diff,diff qwenvid L18_last pca64,vision increment: head family - ridge,pre_onset dec1-9,640,0.5339279174804688,0.5793412327766418,0.35679110524271257,0.8243133441178867,0.23376111943758707
1,L18_last,diff,diff qwenvid L18_last pca64,head top-1 - ridge_late,straight dec1-9,5235,1.8526134490966797,0.41899698972702026,0.29259967638942097,0.5943836960999981,0.15089200985528856
1,L18_last,diff,diff qwenvid L18_last pca64,vision increment: head family - ridge,straight dec1-9,5235,0.24599987268447876,0.2679668366909027,0.16666095753164556,0.39271092350003683,0.11302498298419564
1,L18_last,diff,diff qwenvid L18_last pca64,RFS head top-1 - ridge_late,rater frames,241,7.138912362147332,0.07957557013852494,-0.20004333862310558,0.35541466603519223,0.2777290023291489
1,L18_last,diff,diff qwenvid L18_last drop0.5,head top-1 - ridge_late,pre_onset dec1-9,640,2.8366127014160156,1.0192166566848755,0.7178331787723584,1.3671009709495414,0.3246338960885915
1,L18_last,diff,diff qwenvid L18_last drop0.5,vision increment: head family - ridge,pre_onset dec1-9,640,0.4085860848426819,0.45399942994117737,0.21710557914480466,0.6862242783031045,0.23455934957914992
1,L18_last,diff,diff qwenvid L18_last drop0.5,head top-1 - ridge_late,straight dec1-9,5235,2.080584764480591,0.6469682455062866,0.4345021045850951,0.9601123262041595,0.2628051108095322
1,L18_last,diff,diff qwenvid L18_last drop0.5,vision increment: head family - ridge,straight dec1-9,5235,0.4739711582660675,0.49593812227249146,0.3090580832853181,0.7815949301410744,0.23626842342787815
1,L18_last,diff,diff qwenvid L18_last drop0.5,RFS head top-1 - ridge_late,rater frames,241,7.181174031399029,0.12183723939022063,-0.16043200407087913,0.4049944784311427,0.28271324125101094
1,L18_mean,diff,diff qwenvid L18_mean,head top-1 - ridge_late,pre_onset dec1-9,640,3.152256727218628,1.3716001510620117,1.0584661818143042,1.6877937848072027,0.31466380149644924
1,L18_mean,diff,diff qwenvid L18_mean,vision increment: head family - ridge,pre_onset dec1-9,640,0.724230170249939,0.8063830137252808,0.5303917428213457,1.1059057583459797,0.287757007762317
1,L18_mean,diff,diff qwenvid L18_mean,head top-1 - ridge_late,straight dec1-9,5235,2.4302637577056885,1.0200656652450562,0.6833682226527621,1.4237234375539414,0.37017760745058964
1,L18_mean,diff,diff qwenvid L18_mean,vision increment: head family - ridge,straight dec1-9,5235,0.8236501812934875,0.8690356016159058,0.5560582589395344,1.226125369948551,0.3350335555045083
1,L18_mean,diff,diff qwenvid L18_mean,RFS head top-1 - ridge_late,rater frames,241,6.931062344062051,-0.07916593044033396,-0.36364567597248054,0.22089216627666225,0.29226892112457137
1,L18_mean,diff,diff qwenvid L18_mean pca16,head top-1 - ridge_late,pre_onset dec1-9,640,2.8911051750183105,1.1104485988616943,0.8307819337713835,1.4133847704237932,0.2913014183262048
1,L18_mean,diff,diff qwenvid L18_mean pca16,vision increment: head family - ridge,pre_onset dec1-9,640,0.46307867765426636,0.5452314615249634,0.34629910813421183,0.7594066191084599,0.206553755487124
1,L18_mean,diff,diff qwenvid L18_mean pca16,head top-1 - ridge_late,straight dec1-9,5235,1.8139084577560425,0.40371033549308777,0.2544404299123742,0.6008683710785943,0.17321397058311003
1,L18_mean,diff,diff qwenvid L18_mean pca16,vision increment: head family - ridge,straight dec1-9,5235,0.2072947472333908,0.2526801824569702,0.11869504161995358,0.40549709192876593,0.14340102515440617
1,L18_mean,diff,diff qwenvid L18_mean pca16,RFS head top-1 - ridge_late,rater frames,241,7.142952804988879,0.13272453048649585,-0.12519012599041704,0.38295059278441146,0.25407035938741424
1,L18_mean,diff,diff qwenvid L18_mean pca64,head top-1 - ridge_late,pre_onset dec1-9,640,2.7366364002227783,0.9559795260429382,0.6865935946078636,1.2392471954382946,0.2763268004152155
1,L18_mean,diff,diff qwenvid L18_mean pca64,vision increment: head family - ridge,pre_onset dec1-9,640,0.30860957503318787,0.3907623887062073,0.13691700430094242,0.6397940157012398,0.2514385057001487
1,L18_mean,diff,diff qwenvid L18_mean pca64,head top-1 - ridge_late,straight dec1-9,5235,1.9681422710418701,0.5579441785812378,0.3652022888494651,0.8039479301222842,0.21937282063640953
1,L18_mean,diff,diff qwenvid L18_mean pca64,vision increment: head family - ridge,straight dec1-9,5235,0.3615286648273468,0.406914085149765,0.23170755817653726,0.6308841081278952,0.19958827497567896
1,L18_mean,diff,diff qwenvid L18_mean pca64,RFS head top-1 - ridge_late,rater frames,241,6.998534303068032,-0.011693971434350726,-0.29134674767419205,0.2538333527976974,0.27259005023594474
1,L18_mean,diff,diff qwenvid L18_mean drop0.5,head top-1 - ridge_late,pre_onset dec1-9,640,3.011457920074463,1.2308012247085571,0.939999659526587,1.5595050399292734,0.30975269020134316
1,L18_mean,diff,diff qwenvid L18_mean drop0.5,vision increment: head family - ridge,pre_onset dec1-9,640,0.5834312438964844,0.6655840277671814,0.4199522660663354,0.938354985854537,0.2592013598941008
1,L18_mean,diff,diff qwenvid L18_mean drop0.5,head top-1 - ridge_late,straight dec1-9,5235,2.3389732837677,0.9287751913070679,0.5809229031904067,1.3229894214508091,0.3710332591302012
1,L18_mean,diff,diff qwenvid L18_mean drop0.5,vision increment: head family - ridge,straight dec1-9,5235,0.7323595881462097,0.7777450084686279,0.4545397417219436,1.146914906188162,0.3461875822331092
1,L18_mean,diff,diff qwenvid L18_mean drop0.5,RFS head top-1 - ridge_late,rater frames,241,6.969191580813749,-0.041036693688635134,-0.3031147968747727,0.2157852845567549,0.25945004071576383
