level,route,seed,arm,start_tick,end_tick,n_ticks,duration_s,first_mps,mean8_mps,tfv6_target_mps,c_desired_mps,c_effective_mps,c_reason_top,c_stop_hold_pct,c_invalid_motion_pct,c_raw_brake_pct,c_final_brake_pct,c_raw_throttle,c_final_throttle,active_reason_top,active_stop_hold_pct,active_invalid_motion_pct,b_desired_mps,b_raw_throttle,b_final_throttle,b_final_brake,stop_sign_active_pct,creep_active_pct,postprocessor_changed_pct,stop_sign_changed_pct,creep_changed_pct,meaningful_reverse_pct,classification
2,2084,1,C,2677,3992,1316,65.8,0.0156,0.0073,0.0,0.0156,0.0,stop_hold,74.8,3.5,78.3,65.0,0.0,0.0,stop_hold,74.8,3.5,0.0052,0.0,0.0,1.0,0.0,17.6,17.6,0.0,17.5,3.5,other
2,2084,2,C,158,228,71,3.55,0.0229,0.9489,0.0,0.0229,0,stop_hold,70.4,1.4,71.8,71.8,0.0,0.0,stop_hold,70.4,1.4,0.0324,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.4,other
2,2084,2,C,254,321,68,3.4,0.0296,0.2559,0.0,0.0296,0.0,stop_hold,58.8,5.9,64.7,64.7,0.0,0.0,stop_hold,58.8,5.9,0.0455,0.0,0.0,1.0,98.5,0.0,0.0,0.0,0.0,5.9,other
2,2084,2,D,172,229,58,2.9,0.0495,0.9336,0.0,0.0495,0.0253,stop_hold,50.0,1.7,51.7,51.7,0.0,0.0,stop_hold,50.0,1.7,0.0407,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.7,other
2,25318,0,C,202,3999,3798,189.9,1.2345,2.846,0.0,6.6488,6.6488,tracking,0.8,2.3,3.1,0.6,0.75,0.75,tracking,0.8,2.3,1.168,2.6327,2.6327,0.0,0.0,71.0,4.0,0.0,4.0,2.3,other
2,25318,0,D,202,3999,3798,189.9,0.6017,3.6178,0.4043,5.7378,5.7378,tracking,11.2,3.7,15.0,9.1,0.75,0.75,tracking,11.2,3.7,2.2542,2.7225,2.7225,0.0,0.0,71.0,14.8,0.0,14.8,3.7,other
2,25318,1,D,205,3999,3795,189.75,1.0092,3.5512,0.0,6.0724,6.0724,tracking,0.5,3.4,3.9,0.4,0.75,0.75,tracking,0.5,3.4,2.2939,2.7225,2.7225,0.0,0.0,71.0,6.2,0.0,6.2,3.4,other
2,25318,2,D,199,3999,3801,190.05,1.3289,3.1491,0.0,6.55,6.55,tracking,0.6,3.0,3.5,0.9,0.75,0.75,tracking,0.6,3.0,1.5234,2.6996,2.6996,0.0,0.0,71.1,6.6,0.0,6.6,3.0,other
2,27529,0,C,102,282,181,9.05,0.008,0.8874,0.0,0.008,0,stop_hold,61.9,10.5,72.4,72.4,0.0,0.0,stop_hold,61.9,10.5,0.1528,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,10.5,other
2,27529,0,D,101,284,184,9.2,0.0075,0.8981,0.0,0.0075,0.0,stop_hold,63.0,9.8,72.8,72.8,0.0,0.0,stop_hold,63.0,9.8,0.1451,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,9.8,other
2,27529,1,C,102,281,180,9.0,0.0086,0.8473,0.0,0.0086,0.0,stop_hold,63.9,10.0,73.9,73.9,0.0,0.0,stop_hold,63.9,10.0,0.1511,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,10.0,other
2,27529,1,C,438,1638,1201,60.05,3.4333,4.353,1.1875,5.8261,5.8261,tracking,0.0,1.9,1.9,1.8,0.75,0.75,tracking,0.0,1.9,3.2622,2.7225,2.7225,0.0,100.0,8.4,0.1,0.1,0.1,1.9,other
2,27529,1,D,103,278,176,8.8,0.0142,0.8733,0.0,0.0142,0.0,stop_hold,61.4,10.8,72.2,72.2,0.0,0.0,stop_hold,61.4,10.8,0.189,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,10.8,other
2,27529,2,C,103,285,183,9.15,0.0072,1.0139,0.0,0.0072,0,stop_hold,61.7,10.4,72.1,72.1,0.0,0.0,stop_hold,61.7,10.4,0.2106,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,10.4,other
2,27529,2,D,102,282,181,9.05,0.0091,0.9013,0.0,0.0091,0,stop_hold,62.4,10.5,72.9,72.9,0.0,0.0,stop_hold,62.4,10.5,0.1999,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,10.5,other
2,28154,0,C,244,298,55,2.75,0.4838,2.2535,0.875,1.1466,1.1466,tracking,0.0,0.0,0.0,0.0,0.75,0.75,tracking,0.0,0.0,1.8372,2.4699,2.4699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other
2,28154,0,D,244,303,60,3.0,0.6681,2.9487,0.4785,4.0881,4.0881,tracking,0.0,0.0,0.0,0.0,0.75,0.75,tracking,0.0,0.0,1.6377,2.482,2.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other
2,28154,1,C,247,305,59,2.95,0.6764,1.8614,0.0,5.7532,5.7532,tracking,0.0,1.7,1.7,1.7,0.75,0.75,tracking,0.0,1.7,0.7191,1.9622,1.9622,0.0,0.0,0.0,0.0,0.0,0.0,1.7,other
2,28154,1,D,246,303,58,2.9,1.0136,1.8809,0.0,6.3411,6.3411,tracking,0.0,0.0,0.0,0.0,0.75,0.75,tracking,0.0,0.0,0.563,1.5178,1.5178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,other
2,28154,2,C,248,306,59,2.95,0.4591,2.0514,0.0,4.9738,4.9738,tracking,0.0,1.7,1.7,1.7,0.75,0.75,tracking,0.0,1.7,0.948,2.4465,2.4465,0.0,0.0,0.0,0.0,0.0,0.0,1.7,other
2,28154,2,D,248,307,60,3.0,0.4614,2.6272,1.3867,2.3303,2.3303,tracking,0.0,3.3,3.3,3.3,0.75,0.75,tracking,0.0,3.3,1.6174,2.7199,2.7199,0.0,0.0,0.0,0.0,0.0,0.0,3.3,other
