t,x,z,yaw,v,steer,acc,steer_rate,drive,controller,off_route
5.25,-1.7385794394958713,24.958357131296154,-0.3992302635303795,5.722971792198383,-0.1437830656482475,-0.10604734536677957,-0.06194818249832673,route,PR #57 fix,0.8212136578542176
5.5,-2.2921461127243425,26.270480387733286,-0.48395489992489,5.696459955856688,-0.1592701112728292,-0.042818132591305146,-0.05118731199979698,route,PR #57 fix,0.9686073566305698
5.75,-2.9535182028174516,27.528683622061838,-0.5754457720057099,5.685755422708862,-0.17206693927277844,0.02651728281149476,-0.04074956707483085,route,PR #57 fix,1.0663817459944054
6.0,-3.7279797060872637,28.722589872209742,-0.672584982721713,5.692384743411735,-0.18225433104148614,-0.05727145235531073,-0.025831803256642805,route,PR #57 fix,1.0864267292476046
6.25,-4.612352925021371,29.832955455349307,-0.7729946664538654,5.678066880322907,-0.18871228185564684,0.1263323491841645,-0.02906204464344303,route,PR #57 fix,1.04055795460097
6.5,-5.609089398867656,30.854729806050166,-0.8779496316322125,5.709649967618948,-0.19597779301650758,-0.09985090018414451,-0.009825755459880514,route,PR #57 fix,1.007134843510533
6.75,-6.702582854680653,31.762475022210023,-0.9837903199005468,5.684687242572912,-0.1984342318814777,0.06870544611367585,-0.018597764750952095,route,PR #57 fix,0.8895672872897628
7.0,-7.889429603234546,32.551998821998865,-1.0925071403539546,5.701863604101331,-0.20308367306921574,0.14140714445225339,-0.011965162478406732,route,PR #57 fix,0.8661650346034243
7.25,-9.162781097329509,33.21215297035604,-1.2035554616328599,5.737215390214394,-0.20607496368881742,0.16410198154622413,0.00023060303431016171,route,PR #57 fix,0.858382005396708
7.5,-10.511020269604082,33.73081024408916,-1.3153656717599762,5.77824088560095,-0.2060173129302399,0.12984648381386615,0.012359735887176038,route,PR #57 fix,0.8306032456384288
7.75,-11.916563218444779,34.097846339308774,-1.4260700582960186,5.810702506554417,-0.20292737895844587,0.017369819005030766,0.02827080582184316,route,PR #57 fix,0.7745784947366209
8.0,-13.355125996935703,34.30751006105357,-1.5328962956467462,5.8150449613056745,-0.19585967750298508,0.12153532073252914,0.03354690007111971,route,PR #57 fix,0.7467868644205944
8.25,-14.815433764663345,34.362882285924954,-1.635570489064025,5.845428791488807,-0.18747295248520515,-0.10309817611975428,0.051243281442450495,route,PR #57 fix,0.7202075194228214
8.5,-16.267296208880595,34.26870736585919,-1.730657285196387,5.819654247458868,-0.17466213212459253,0.24125185884325379,0.053442139453503956,route,PR #57 fix,0.6283244167476271
8.75,-17.718544772204492,34.034712689718404,-1.8192461981599297,5.8799672121696815,-0.16130159726121654,0.06851458304831719,0.06532629586579713,route,PR #57 fix,0.5310941321890784
9.0,-19.147550808772344,33.672186180611995,-1.8989630374390758,5.8970958579317605,-0.14497002329476727,0.20578323099901966,0.07515094419989954,route,PR #57 fix,0.4240659467227091
9.25,-20.55532497308202,33.19287036710903,-1.9688343160385091,5.948541665681516,-0.12618228724479238,0.11809399355425546,0.06871242634097613,route,PR #57 fix,0.289841014900676
9.5,-21.933004858096407,32.6135802165424,-2.0294109185344924,5.978065164070079,-0.10900418065954835,0.17960487809657097,0.07415317094836046,route,PR #57 fix,0.2346610254642648
9.75,-23.28315318604001,31.946978951789458,-2.080000206638047,6.022966383594222,-0.09046588792245824,0.040873990951075176,0.059009379247106836,route,PR #57 fix,0.07819519876624909
10.0,-24.600096206945036,31.21171126722801,-2.122376935597428,6.033184881331991,-0.07571354311068154,-0.08647521800007883,0.057341762718677636,route,PR #57 fix,0.16774046245706015
10.25,-25.880104846169473,30.424144887791893,-2.1565845805175026,6.011566076831971,-0.06137810243101213,0.30556305187684635,0.04612357936211656,route,PR #57 fix,0.525751422835292
10.5,-27.148342769809112,29.582703431570877,-2.184706732827046,6.0879568398011825,-0.04984720759048299,0.1080700251961324,0.03855493082523792,route,PR #57 fix,0.45084387257181024
10.75,-28.39794024247137,28.70204282176845,-2.2074851014661063,6.114974346100215,-0.04020847488417351,-0.26133922541234417,0.0404838935595503,route,PR #57 fix,0.3657698002126096
11.0,-29.61402185249029,27.802860316473623,-2.2243437573134868,6.04963953974713,-0.030087501494285938,-0.024603770520684562,0.05084618968111675,route,PR #57 fix,0.34469250571719456
11.25,-30.813551504931628,26.88424001167864,-2.2340680119490814,6.0434885971169585,-0.01737595407400675,-0.19163512537613778,0.0508203004879041,route,PR #57 fix,0.3971303420999709
11.5,-31.994653871092854,25.96137312875086,-2.236661051877647,5.995579815772924,-0.004670878952030727,-0.1382090414236474,0.06667758533825516,route,PR #57 fix,0.30485634827887104
