base_id,seed,family,reason_ba,n_obs_ba,n_reactive_ba,lead_s_ba,d_min_ba,d_reactive_median_ba,reason_pdm,n_obs_pdm,n_reactive_pdm,lead_s_pdm,d_min_pdm,d_reactive_median_pdm
17749,1,DynamicObjectCrossing,ok,12.0,8.0,0.8,-7.412189470604062,-6.952058993279934,ok,3.0,3.0,0.0,-5.183182239532471,-5.122694492340088
17749,2,DynamicObjectCrossing,ok,12.0,8.0,0.8,-7.412189470604062,-6.952058993279934,ok,4.0,4.0,0.0,-6.784627437591553,-5.614092111587524
17752,0,DynamicObjectCrossing,ok,6.0,6.0,0.0,-4.27067494392395,-2.4562690258026123,expert_reacted_before_visible,0.0,0.0,,,
17752,1,DynamicObjectCrossing,ok,6.0,6.0,0.0,-4.27067494392395,-2.4562690258026123,expert_reacted_before_visible,0.0,0.0,,,
17752,2,DynamicObjectCrossing,ok,6.0,6.0,0.0,-4.27067494392395,-2.4562690258026123,expert_reacted_before_visible,0.0,0.0,,,
17853,0,DynamicObjectCrossing,ok,5.0,5.0,0.0,-7.500910074450076,-7.158722810447216,expert_reacted_before_visible,0.0,0.0,,,
17853,1,DynamicObjectCrossing,ok,5.0,5.0,0.0,-7.517271041870117,-7.264098408166319,expert_reacted_before_visible,0.0,0.0,,,
17853,2,DynamicObjectCrossing,ok,5.0,5.0,0.0,-7.500910074450076,-7.158722810447216,expert_reacted_before_visible,0.0,0.0,,,
17892,0,DynamicObjectCrossing,ok,11.0,8.0,0.6000000000000001,-7.415055718272924,-6.707523211836815,ok,2.0,2.0,0.0,-6.98094630241394,-6.560484528541565
17892,1,DynamicObjectCrossing,ok,11.0,8.0,0.6000000000000001,-7.415055718272924,-6.707523211836815,ok,2.0,2.0,0.0,-6.129400730133057,-6.123615264892578
17892,2,DynamicObjectCrossing,ok,11.0,8.0,0.6000000000000001,-7.415055718272924,-6.707523211836815,ok,1.0,1.0,0.0,-5.389275550842285,-5.389275550842285
17921,0,DynamicObjectCrossing,ok,14.0,9.0,1.0,-7.472085385583341,-7.10225510597229,ok,5.0,5.0,0.0,-5.597630500793457,-5.068801164627075
17921,1,DynamicObjectCrossing,ok,14.0,9.0,1.0,-7.472085385583341,-7.10225510597229,ok,4.0,4.0,0.0,-6.257752418518066,-5.526795864105225
17921,2,DynamicObjectCrossing,ok,14.0,9.0,1.0,-7.472085385583341,-7.10225510597229,ok,5.0,5.0,0.0,-6.191636085510254,-5.850963592529297
17965,0,DynamicObjectCrossing,ok,19.0,9.0,2.0,-7.408097583800554,-6.366337895393372,ok,5.0,5.0,0.0,-5.720928192138672,-4.88897705078125
17965,1,DynamicObjectCrossing,ok,19.0,9.0,2.0,-7.408097583800554,-6.366337895393372,ok,3.0,3.0,0.0,-5.823223114013672,-5.6095781326293945
17965,2,DynamicObjectCrossing,ok,19.0,9.0,2.0,-7.408097583800554,-6.366337895393372,ok,6.0,6.0,0.0,-7.351430892944336,-5.8587422370910645
18027,0,DynamicObjectCrossing,ok,20.0,9.0,2.2,-4.904067277908325,-2.505661964416504,ok,8.0,7.0,0.2,-7.161693572998047,-4.202324390411377
18027,1,DynamicObjectCrossing,ok,20.0,9.0,2.2,-4.904067277908325,-2.505661964416504,ok,7.0,7.0,0.0,-6.910435676574707,-4.112638473510742
18027,2,DynamicObjectCrossing,ok,20.0,9.0,2.2,-4.904067277908325,-2.505661964416504,ok,8.0,8.0,0.0,-7.465601682662964,-4.218725919723511
18073,0,DynamicObjectCrossing,ok,15.0,9.0,1.2000000000000002,-7.477671021595597,-6.840915262699127,ok,3.0,3.0,0.0,-5.7659807205200195,-4.28206729888916
18073,1,DynamicObjectCrossing,ok,15.0,9.0,1.2000000000000002,-7.477671021595597,-6.840915262699127,ok,4.0,4.0,0.0,-6.225395202636719,-5.374017596244812
18073,2,DynamicObjectCrossing,ok,13.0,8.0,1.0,-7.4715384766459465,-7.197798895649612,ok,4.0,4.0,0.0,-6.184284448623657,-5.399068593978882
18160,0,DynamicObjectCrossing,ok,8.0,8.0,0.0,-7.4960980312898755,-7.136719459667802,expert_reacted_before_visible,0.0,0.0,,,
18160,1,DynamicObjectCrossing,ok,8.0,8.0,0.0,-7.4960980312898755,-7.136719459667802,expert_reacted_before_visible,0.0,0.0,,,
18160,2,DynamicObjectCrossing,ok,8.0,8.0,0.0,-7.4960980312898755,-7.136719459667802,expert_reacted_before_visible,0.0,0.0,,,
18174,0,DynamicObjectCrossing,ok,20.0,9.0,2.2,-7.480365630239248,-6.49846875667572,ok,5.0,5.0,0.0,-5.351903915405273,-2.8557848930358887
18174,1,DynamicObjectCrossing,ok,20.0,9.0,2.2,-7.480365630239248,-6.49846875667572,ok,10.0,9.0,0.2,-9.288782805204391,-4.8153181076049805
18174,2,DynamicObjectCrossing,ok,20.0,9.0,2.2,-7.480365630239248,-6.49846875667572,ok,5.0,5.0,0.0,-6.069380521774292,-4.054019927978516
18252,0,ParkingCrossingPedestrian,ok,24.0,9.0,3.0,-7.4912109375,-7.220701340585947,ok,11.0,9.0,0.4,-7.8165624141693115,-2.9574146270751953
18252,1,ParkingCrossingPedestrian,ok,24.0,9.0,3.0,-7.4912109375,-7.220701340585947,ok,12.0,8.0,0.8,-6.846673488616943,-4.408693313598633
18252,2,ParkingCrossingPedestrian,ok,24.0,9.0,3.0,-7.4912109375,-7.220701340585947,ok,11.0,8.0,0.6000000000000001,-6.353936195373535,-3.4942009449005127
18305,0,ParkingCutIn,ok,36.0,9.0,6.2,-1.9668188095092773,-1.5906758308410645,ok,23.0,9.0,3.6,-9.906242370605469,-6.335944652557373
18305,1,ParkingCutIn,ok,36.0,9.0,6.2,-1.9668188095092773,-1.5906758308410645,ok,20.0,9.0,3.0,-8.45506501197815,-5.187503814697266
18305,2,ParkingCutIn,ok,36.0,9.0,6.2,-1.9668188095092773,-1.5906758308410645,ok,23.0,9.0,3.6,-9.82216665148735,-5.7109479904174805
18311,0,ParkingCutIn,ok,36.0,9.0,6.2,-6.456642150878906,-1.3519959449768066,ok,22.0,9.0,3.4000000000000004,-9.608883947134018,-6.072205305099487
18311,1,ParkingCutIn,ok,36.0,9.0,6.2,-6.392701506614685,-1.3417963981628418,ok,19.0,9.0,2.8000000000000003,-9.030356526374817,-5.644866466522217
18311,2,ParkingCutIn,ok,36.0,9.0,6.2,-6.456642150878906,-1.3519959449768066,ok,20.0,9.0,3.0,-8.787999093532562,-5.134181499481201
18344,0,ParkingCutIn,ok,37.0,9.0,6.4,-4.029186964035034,-2.517444610595703,ok,23.0,9.0,3.6,-8.931671380996704,-4.976582050323486
18344,1,ParkingCutIn,ok,37.0,9.0,6.4,-4.029186964035034,-2.517444610595703,ok,20.0,9.0,3.0,-8.988287508487701,-5.205086708068848
18344,2,ParkingCutIn,ok,37.0,9.0,6.4,-4.029186964035034,-2.517444610595703,ok,22.0,9.0,3.4000000000000004,-9.294944256544113,-5.7519567012786865
18356,0,ParkingCutIn,ok,37.0,9.0,6.4,-2.3670706748962402,-1.4384045600891113,ok,16.0,2.0,3.6,-3.70322322845459,-2.71913480758667
18356,1,ParkingCutIn,ok,37.0,9.0,6.4,-2.3203091621398926,-1.460113525390625,ok,20.0,9.0,3.0,-8.135870814323425,-4.590595245361328
18356,2,ParkingCutIn,ok,37.0,9.0,6.4,-5.506526350975037,-1.1688151359558105,ok,16.0,3.0,3.4000000000000004,-6.250504016876221,-3.2512569427490234
2082,0,OppositeVehicleRunningRedLight,ok,8.0,0.0,,-0.0030798912048339844,,ok,1.0,0.0,,0.0,
2082,1,OppositeVehicleRunningRedLight,ok,8.0,0.0,,-0.0030798912048339844,,ok,1.0,0.0,,-0.0006742477416992188,
2082,2,OppositeVehicleRunningRedLight,ok,9.0,0.0,,0.0,,ok,0.0,0.0,,,
2164,0,VehicleTurningRoutePedestrian,ok,50.0,4.0,8.4,-1.1055564880371094,-0.8959791660308838,ok,35.0,3.0,5.2,-0.9012848138809204,0.9490103721618652
2164,1,VehicleTurningRoutePedestrian,ok,50.0,2.0,8.4,-0.8646154403686523,-0.8623998165130615,ok,58.0,4.0,10.8,-4.498168468475342,-3.6307363510131836
2164,2,VehicleTurningRoutePedestrian,ok,48.0,4.0,8.0,-1.106285572052002,-0.8968255519866943,ok,44.0,1.0,8.6,-2.2274727821350098,-2.2274727821350098
22331,0,StaticCutIn,ok,37.0,9.0,5.6000000000000005,-7.497745456174016,-7.240413188934326,ok,6.0,6.0,0.0,-10.583221435546875,-5.755249977111816
22331,1,StaticCutIn,ok,37.0,9.0,5.6000000000000005,-7.497745456174016,-7.240413188934326,ok,6.0,6.0,0.0,-10.590065002441406,-5.765042304992676
22331,2,StaticCutIn,ok,37.0,9.0,5.6000000000000005,-7.497745456174016,-7.240413188934326,ok,6.0,6.0,0.0,-10.598402976989746,-5.776252269744873
22531,0,StaticCutIn,ok,38.0,8.0,6.0,-3.0334420204162598,-2.5160720348358154,ok,20.0,9.0,2.2,-9.05735182762146,-7.093504190444946
22531,1,StaticCutIn,ok,38.0,8.0,6.0,-3.0334420204162598,-2.5160720348358154,ok,20.0,9.0,2.2,-8.952880918979645,-7.154296875
22531,2,StaticCutIn,ok,38.0,8.0,6.0,-3.034423351287842,-2.517014265060425,ok,20.0,9.0,2.2,-8.442032217979431,-6.378662586212158
22535,0,StaticCutIn,ok,38.0,9.0,5.800000000000001,-7.499029151396826,-7.250493516912684,ok,6.0,6.0,0.0,-10.526375770568848,-5.806884765625
22535,1,StaticCutIn,ok,38.0,9.0,5.800000000000001,-7.499029151396826,-7.250493516912684,ok,6.0,6.0,0.0,-10.559578895568848,-5.776374816894531
22535,2,StaticCutIn,ok,38.0,9.0,5.800000000000001,-7.499029151396826,-7.250493516912684,ok,6.0,6.0,0.0,-10.616218566894531,-5.788578033447266
22651,0,HardBreakRoute,ok,0.0,0.0,,,,ok,83.0,0.0,,0.0,
22651,1,HardBreakRoute,ok,0.0,0.0,,,,ok,84.0,0.0,,0.0,
22651,2,HardBreakRoute,ok,0.0,0.0,,,,never_visible,0.0,0.0,,,
2286,0,HighwayCutIn,ok,29.0,0.0,,0.0,,ok,5.0,0.0,,-0.34405517578125,
2286,1,HighwayCutIn,ok,30.0,0.0,,0.0,,ok,5.0,0.0,,-0.4190521240234375,
2286,2,HighwayCutIn,ok,31.0,0.0,,0.0,,ok,5.0,0.0,,-0.4864645004272461,
22983,0,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
22983,1,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
22983,2,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
2299,0,HighwayCutIn,ok,52.0,9.0,8.6,-7.459641523659229,-7.210635662078857,ok,15.0,7.0,1.6,-1.6888351440429688,-1.4245319366455078
2299,1,HighwayCutIn,ok,52.0,9.0,8.6,-7.459760235156864,-7.208681009709835,ok,16.0,7.0,1.8,-1.7183837890625,-1.6215667724609375
2299,2,HighwayCutIn,ok,52.0,9.0,8.6,-7.459641523659229,-7.210635662078857,ok,16.0,8.0,1.6,-1.758026123046875,-1.4327468872070312
23697,0,HighwayCutIn,ok,39.0,9.0,6.0,-7.430793372914195,-7.16945631057024,ok,8.0,1.0,1.4000000000000001,-0.8239459991455078,-0.8239459991455078
23697,1,HighwayCutIn,ok,39.0,9.0,6.0,-7.430793372914195,-7.16945631057024,ok,7.0,1.0,1.2000000000000002,-0.7358493804931641,-0.7358493804931641
23697,2,HighwayCutIn,ok,39.0,9.0,6.0,-7.430793372914195,-7.16945631057024,ok,7.0,0.0,,-0.4226341247558594,
2373,0,Light,expert_reacted_before_visible,0.0,0.0,,,,ok,0.0,0.0,,,
2373,1,Light,expert_reacted_before_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
2373,2,Light,expert_reacted_before_visible,0.0,0.0,,,,expert_reacted_before_visible,0.0,0.0,,,
23842,0,HighwayCutIn,ok,48.0,9.0,7.800000000000001,-7.482914447784424,-7.133544556796551,ok,11.0,4.0,1.4000000000000001,-2.842775344848633,-2.429076671600342
23842,1,HighwayCutIn,ok,48.0,9.0,7.800000000000001,-7.481937884702347,-7.0739714205265045,ok,13.0,4.0,1.8,-2.5844879150390625,-2.390742778778076
23842,2,HighwayCutIn,ok,48.0,9.0,7.800000000000001,-7.481693743960932,-7.003856778144836,ok,12.0,3.0,1.8,-2.79931640625,-2.35302734375
24206,0,ParkingCrossingPedestrian,ok,29.0,8.0,4.2,-4.712275505065918,-2.376532793045044,ok,17.0,8.0,1.8,-11.585685193538666,-7.331291437149048
24206,1,ParkingCrossingPedestrian,ok,29.0,8.0,4.2,-4.712275505065918,-2.376532793045044,ok,17.0,8.0,1.8,-11.488934569060802,-6.358677864074707
24206,2,ParkingCrossingPedestrian,ok,29.0,8.0,4.2,-4.712275505065918,-2.376532793045044,ok,22.0,9.0,2.6,-10.539434261620045,-5.554355621337891
24211,0,DynamicObjectCrossing,ok,23.0,0.0,,-0.09923982620239258,,ok,5.0,5.0,0.0,-9.360780477523804,-6.103393077850342
24211,1,DynamicObjectCrossing,ok,23.0,0.0,,-0.09923982620239258,,ok,4.0,4.0,0.0,-9.512878179550171,-8.17498767375946
24211,2,DynamicObjectCrossing,ok,23.0,0.0,,-0.09923982620239258,,ok,4.0,4.0,0.0,-10.856695652008057,-9.59655773639679
24224,0,DynamicObjectCrossing,ok,7.0,0.0,,-0.07351493835449219,,expert_reacted_before_visible,0.0,0.0,,,
24224,1,DynamicObjectCrossing,ok,7.0,0.0,,-0.07351493835449219,,expert_reacted_before_visible,0.0,0.0,,,
24224,2,DynamicObjectCrossing,ok,7.0,0.0,,-0.07351493835449219,,expert_reacted_before_visible,0.0,0.0,,,
24252,0,DynamicObjectCrossing,ok,18.0,7.0,1.8,-3.045775890350342,-2.10231351852417,ok,6.0,4.0,0.4,-5.239489793777466,-2.5355184078216553
24252,1,DynamicObjectCrossing,ok,18.0,5.0,1.8,-2.285123825073242,-1.9862089157104492,ok,3.0,3.0,0.0,-5.070237636566162,-2.645022392272949
24252,2,DynamicObjectCrossing,ok,18.0,6.0,1.8,-2.5969600677490234,-1.8566968441009521,ok,5.0,5.0,0.0,-5.960107803344727,-3.4193458557128906
24294,0,ParkingCrossingPedestrian,ok,8.0,3.0,0.0,-1.033370018005371,-0.6334905624389648,ok,4.0,4.0,0.0,-6.399167537689209,-6.0446776151657104
24294,1,ParkingCrossingPedestrian,ok,8.0,3.0,0.0,-1.033370018005371,-0.6334905624389648,ok,4.0,4.0,0.0,-6.4204089641571045,-5.706063747406006
24294,2,ParkingCrossingPedestrian,ok,8.0,3.0,0.0,-1.033370018005371,-0.6334905624389648,ok,4.0,4.0,0.0,-6.404024124145508,-5.1616199016571045
24330,0,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24330,1,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24330,2,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24333,0,DynamicObjectCrossing,ok,6.0,2.0,0.0,-2.064918041229248,-1.7985050678253174,expert_reacted_before_visible,0.0,0.0,,,
24333,1,DynamicObjectCrossing,ok,5.0,5.0,0.0,-7.516505043953657,-7.261589816771448,expert_reacted_before_visible,0.0,0.0,,,
24333,2,DynamicObjectCrossing,ok,6.0,2.0,0.0,-2.064918041229248,-1.7985050678253174,expert_reacted_before_visible,0.0,0.0,,,
24416,0,ParkingCutIn,ok,19.0,9.0,2.0,-2.458707332611084,-1.9221391677856445,ok,3.0,3.0,0.0,-13.535438776016235,-13.39681514725089
24416,1,ParkingCutIn,ok,19.0,9.0,2.0,-2.3806490898132324,-2.0246949195861816,ok,4.0,4.0,0.0,-11.739904802292585,-11.329171694815159
24416,2,ParkingCutIn,ok,20.0,10.0,2.0,-2.4245362281799316,-1.5155658721923828,ok,3.0,3.0,0.0,-11.091396510601044,-10.344226900488138
24519,0,ParkingCrossingPedestrian,ok,37.0,0.0,,0.0,,expert_reacted_before_visible,0.0,0.0,,,
24519,1,ParkingCrossingPedestrian,ok,37.0,0.0,,0.0,,expert_reacted_before_visible,0.0,0.0,,,
24519,2,ParkingCrossingPedestrian,ok,37.0,0.0,,0.0,,expert_reacted_before_visible,0.0,0.0,,,
2460,0,DynamicObjectCrossing,ok,20.0,9.0,2.2,-7.329955726861954,-6.149905562400818,ok,8.0,7.0,0.2,-6.218633651733398,-3.275989532470703
2460,1,DynamicObjectCrossing,ok,20.0,9.0,2.2,-7.329955726861954,-6.149905562400818,ok,9.0,8.0,0.2,-6.611814498901367,-3.558774709701538
2460,2,DynamicObjectCrossing,ok,20.0,9.0,2.2,-7.329955726861954,-6.149905562400818,ok,8.0,7.0,0.2,-6.4766845703125,-3.0509033203125
24679,0,ParkingCutIn,ok,34.0,9.0,5.800000000000001,-1.9089970588684082,-1.3131966590881348,ok,12.0,9.0,1.4000000000000001,-11.966385751962662,-6.610603332519531
24679,1,ParkingCutIn,ok,34.0,9.0,5.800000000000001,-1.9089970588684082,-1.3131966590881348,ok,13.0,9.0,1.6,-12.644122581928968,-5.676567077636719
24679,2,ParkingCutIn,ok,34.0,9.0,5.800000000000001,-1.9089970588684082,-1.3131966590881348,ok,15.0,9.0,2.0,-11.268623352050781,-5.148140907287598
24693,0,ParkingCrossingPedestrian,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24693,1,ParkingCrossingPedestrian,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24693,2,ParkingCrossingPedestrian,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24721,0,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24721,1,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24721,2,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24759,0,ParkingCutIn,ok,37.0,9.0,6.4,-2.0038223266601562,-1.374290943145752,ok,15.0,9.0,2.0,-12.656537944450974,-5.991385459899902
24759,1,ParkingCutIn,ok,37.0,9.0,6.4,-2.0120458602905273,-1.3434514999389648,ok,16.0,9.0,2.2,-11.366935385391116,-4.944090843200684
24759,2,ParkingCutIn,ok,37.0,9.0,6.4,-2.0120458602905273,-1.3434514999389648,ok,17.0,9.0,2.4000000000000004,-9.059600412845612,-4.276593208312988
24781,0,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24781,1,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
24781,2,HardBreakRoute,never_visible,0.0,0.0,,,,never_visible,0.0,0.0,,,
25358,0,StaticCutIn,ok,13.0,9.0,0.8,-7.421750383451581,-7.07213231921196,ok,3.0,3.0,0.0,-8.250139951705933,-7.538317918777466
25358,1,StaticCutIn,ok,14.0,9.0,1.0,-7.487879564985633,-7.246429335325956,ok,3.0,3.0,0.0,-7.1884684562683105,-5.275638103485107
25358,2,StaticCutIn,ok,14.0,8.0,1.2000000000000002,-7.431293308734894,-7.181942383758724,ok,4.0,4.0,0.0,-8.500227451324463,-7.5540120005607605
25863,0,PedestrianCrossing,ok,76.0,0.0,,0.0,,ok,6.0,6.0,0.0,-2.5386617183685303,-2.4138616919517517
25863,1,PedestrianCrossing,ok,76.0,0.0,,0.0,,ok,5.0,5.0,0.0,-2.6216577291488647,-2.3588600158691406
25863,2,PedestrianCrossing,ok,76.0,0.0,,0.0,,ok,6.0,6.0,0.0,-2.500727653503418,-1.7696674223989248
25968,0,Light,ok,65.0,0.0,,0.0,,ok,0.0,0.0,,,
25968,1,Light,ok,65.0,0.0,,0.0,,expert_reacted_before_visible,0.0,0.0,,,
25968,2,Light,ok,65.0,0.0,,0.0,,ok,0.0,0.0,,,
