direction,tap,family,arm,compare,subset,n,value,delta,lo,hi,halfwidth
0,L18_last,diff,diff qwenvid L18_last pca16,vision increment: head family - ridge,straight dec1-9,10658,0.07423155754804611,0.11397536098957062,0.07211785878907727,0.1580784633906018,0.04298030230076227
0,L18_last,diff,diff qwenvid L18_last pca16,RFS head top-1 - ridge_late,rater frames,478,7.474268652842515,0.8939397142123959,0.7038393312028906,1.1041571611331145,0.20015891496511196
0,L18_last,diff,diff qwenvid L18_grid 4x4,head top-1 - ridge_late,pre_onset dec1-9,1281,2.1375772953033447,0.3013257682323456,0.11894090291690428,0.4739261074879716,0.17749260228553365
0,L18_last,diff,diff qwenvid L18_grid 4x4,vision increment: head family - ridge,pre_onset dec1-9,1281,0.0726764127612114,0.0918160080909729,-0.06752058312885985,0.26671967250231954,0.1671201278155897
0,L18_last,diff,diff qwenvid L18_grid 4x4,head top-1 - ridge_late,straight dec1-9,10658,1.5726293325424194,0.20502117276191711,0.12713938651539383,0.2905789009706759,0.08171975722764104
0,L18_last,diff,diff qwenvid L18_grid 4x4,vision increment: head family - ridge,straight dec1-9,10658,0.20731495320796967,0.24705874919891357,0.16425084178843044,0.3430603127988206,0.08940473550519508
0,L18_last,diff,diff qwenvid L18_grid 4x4,RFS head top-1 - ridge_late,rater frames,478,7.4324348726987814,0.8521059340686629,0.6422198850002775,1.0496843359940402,0.20373222549688136
0,L18_mean,cls,cls_late qwenvid L18_mean,head top-1 - ridge_late,pre_onset dec1-9,1281,2.2350614070892334,0.442027747631073,0.2919694771955053,0.5946068122485836,0.15131866752653914
0,L18_mean,cls,cls_late qwenvid L18_mean,vision increment: head family - ridge,pre_onset dec1-9,1281,-0.03816434368491173,0.024193117395043373,-0.048185031957984396,0.09529446512057273,0.07173974853927856
0,L18_mean,cls,cls_late qwenvid L18_mean,head top-1 - ridge_late,straight dec1-9,10658,1.8667069673538208,0.5547038316726685,0.45170885441164943,0.6686955188997918,0.1084933322440712
0,L18_mean,cls,cls_late qwenvid L18_mean,vision increment: head family - ridge,straight dec1-9,10658,0.016244545578956604,0.11159337311983109,0.05807401414276083,0.17088367923187833,0.05640483254455875
0,L18_mean,cls,cls_late qwenvid L18_mean,RFS head top-1 - ridge_late,rater frames,478,7.298648487278665,0.6468588105743753,0.44340120425076596,0.8798204547127262,0.21820962523098011
0,L18_mean,diff,diff qwenvid L18_mean,head top-1 - ridge_late,pre_onset dec1-9,1281,2.020500421524048,0.22746668756008148,0.08030472225094072,0.37163289804043864,0.14566408789474897
0,L18_mean,diff,diff qwenvid L18_mean,vision increment: head family - ridge,pre_onset dec1-9,1281,-0.04440055787563324,0.01795690879225731,-0.12116172243035793,0.15917150752927822,0.14016661497981808
0,L18_mean,diff,diff qwenvid L18_mean,head top-1 - ridge_late,straight dec1-9,10658,1.6225059032440186,0.3105027675628662,0.2205598780091783,0.4107558995607817,0.09509801077580168
0,L18_mean,diff,diff qwenvid L18_mean,vision increment: head family - ridge,straight dec1-9,10658,0.2571915090084076,0.35254034399986267,0.26225994993965224,0.4553017030766265,0.09652087656848712
0,L18_mean,diff,diff qwenvid L18_mean,RFS head top-1 - ridge_late,rater frames,478,7.56074538831385,0.9089557116095602,0.6852562301228773,1.1367260877031116,0.22573492879011714
0,L18_mean,diff,diff qwenvid L18_mean pca16,head top-1 - ridge_late,pre_onset dec1-9,1281,1.9924741983413696,0.1994403451681137,0.07278784495846538,0.33263943505970217,0.1299257950506184
0,L18_mean,diff,diff qwenvid L18_mean pca16,vision increment: head family - ridge,pre_onset dec1-9,1281,-0.07242687046527863,-0.010069413110613823,-0.1406037753707728,0.11997950620074128,0.13029164078575703
0,L18_mean,diff,diff qwenvid L18_mean pca16,head top-1 - ridge_late,straight dec1-9,10658,1.4212507009506226,0.1092475950717926,0.05591122283514443,0.16173903677716692,0.05291390697101124
0,L18_mean,diff,diff qwenvid L18_mean pca16,vision increment: head family - ridge,straight dec1-9,10658,0.05593632161617279,0.15128515660762787,0.10338430074148974,0.2058929485612212,0.05125432390986573
0,L18_mean,diff,diff qwenvid L18_mean pca16,RFS head top-1 - ridge_late,rater frames,478,7.536463714453294,0.8846740377490043,0.6709640645397122,1.117349339134305,0.22319263729729638
0,L18_mean,diff,diff qwenvid L18_grid 4x4,head top-1 - ridge_late,pre_onset dec1-9,1281,2.1375772953033447,0.3445436358451843,0.17750318201592083,0.5150817479995384,0.1687892829918088
0,L18_mean,diff,diff qwenvid L18_grid 4x4,vision increment: head family - ridge,pre_onset dec1-9,1281,0.0726764127612114,0.13503387570381165,-0.031003673325196643,0.3099039718242751,0.17045382257473587
0,L18_mean,diff,diff qwenvid L18_grid 4x4,head top-1 - ridge_late,straight dec1-9,10658,1.5726293325424194,0.2606262266635895,0.18385546639308697,0.34652148740898037,0.0813330105079467
0,L18_mean,diff,diff qwenvid L18_grid 4x4,vision increment: head family - ridge,straight dec1-9,10658,0.20731495320796967,0.30266377329826355,0.2197624547728399,0.3996120740254651,0.08992480962631261
0,L18_mean,diff,diff qwenvid L18_grid 4x4,RFS head top-1 - ridge_late,rater frames,478,7.4324348726987814,0.7806451959944914,0.5690482461468268,0.9938393362843111,0.21239554506874214
