frame_name,sequence,frame,cluster,intent,half,s_ego,speed,a0,yaw_rate,log_path_len,log_rfs,log_inside,log_floored,log_ade_best,nearest_rater,nearest_norm,nearest_score,rater_max,rater_min,rater_mean,lat_thr3,lat_thr5,lng_thr3,lng_thr5,ade_best_rater_spread,s_ctrv,s_cv,case,best_rater_score,n_rater_raw,n_padded,any_padded,min_max_dev_to_rated,log_rfs_no_padded_horizon,log_floored_no_padded_horizon,group
606924060f4d8b8d78a4241f44af9d24-149,606924060f4d8b8d78a4241f44af9d24,149,Multi-Lane Maneuvers,1,1.0,5.866809152973024,2.0243592,-2.6285095,-0.018404628802090883,14.853331505852234,5.152806820931087,False,False,2.29619706355478,1,2.417917250788444,8.0,10.0,6.0,8.0,0.5325187096993128,0.9585336774587631,2.1300748387972512,3.8341347098350522,1.9931899529512702,2.047725171220523,1.9441046857439361,outside,10.0,3,0,False,4.5327187569369265,5.152806820931087,False,top_decile
6567b0c95aae8192daea6207ca30f5bd-147,6567b0c95aae8192daea6207ca30f5bd,147,Multi-Lane Maneuvers,1,0.0,7.992941039053505,28.844637,0.7851944,-0.0016508176864590495,122.55914574087777,4.0,False,True,10.276214100999217,2,2.6544038170060933,6.0,10.0,6.0,7.666666666666667,1.0,1.8,4.0,7.2,1.8044289901149277,8.763392606763006,8.765026075573791,outside,10.0,3,0,False,19.119455446909477,4.0,True,top_decile
93aa0b16c4a78665dc2d5cd59a0ca44a-149,93aa0b16c4a78665dc2d5cd59a0ca44a,149,Interections,1,0.0,7.586800014773954,0.011042764,0.019313563,2.2431541442871095,23.320731805942444,7.5,True,False,8.220956779925794,1,0.3398460234829976,6.0,10.0,6.0,8.333333333333334,0.5,0.9,2.0,3.6,6.125378070599017,8.567701112147118,8.538611062412897,inside,10.0,3,0,False,0.9113235062545493,7.5,False,top_decile
a37a7047090039e5d9ad368e07aee00b-148,a37a7047090039e5d9ad368e07aee00b,148,Cyclist,1,0.0,11.522248515942973,9.857827,-0.08203125,-0.027543378807604314,21.275448881963488,7.756170942159667,False,False,11.907783157259235,1,1.0273146426786868,8.0,10.0,6.0,8.0,0.940511832634608,1.6929212987422946,3.762047330538432,6.771685194969178,5.115368640561438,11.46133421395769,11.362835673714061,outside,10.0,3,0,False,4.266091819461765,7.756170942159667,False,top_decile
b3c53b14746cce13a1ade988378276b7-148,b3c53b14746cce13a1ade988378276b7,148,Cyclist,1,0.0,6.337701193935031,13.560092,-3.6210861,0.001986615639179945,29.94865935561822,4.0,False,True,10.677444255114604,2,2.0121690190880788,9.0,10.0,8.0,9.0,1.0,1.8,4.0,7.2,2.5839746473837795,17.27953991463886,17.279289306397665,outside,10.0,3,0,False,9.607518204044442,4.0,True,top_decile
be13ab572a2f5b5ef155a3e2bbbf9aa0-147,be13ab572a2f5b5ef155a3e2bbbf9aa0,147,Foreign Object Debris,1,0.0,7.319737492611568,12.59271,-2.841957,0.10095205530524254,25.01648319000712,10.0,True,False,1.3247254977722829,2,0.654308104987456,10.0,10.0,8.0,9.0,1.0,1.8,4.0,7.2,6.055458502373219,17.33098281482976,17.419202953478724,inside,10.0,3,0,False,4.795566903267684,10.0,False,top_decile
d5a542df464004d76568e3ea694133bf-148,d5a542df464004d76568e3ea694133bf,148,Cyclist,1,1.0,6.724873160237171,10.157996,-1.2597427,-0.0033914432278834283,17.16794035940585,4.0,False,True,11.917001025553898,2,3.3642141993647297,6.0,10.0,6.0,8.0,0.9561456342538197,1.7210621416568754,3.824582537015279,6.884248566627502,1.8326308685534813,16.186103873134513,16.186485451407986,outside,10.0,3,0,False,16.44283937863517,4.0,True,top_decile
dea3f9bccb4bf6f1d600b06d352eda84-148,dea3f9bccb4bf6f1d600b06d352eda84,148,Interections,1,0.0,6.333315514718264,0.0,0.0,-3.1415927052497863,20.250834497499405,9.0,True,False,3.8397667864627776,0,0.3683143487352918,8.0,10.0,8.0,9.0,0.5,0.9,2.0,3.6,2.8619727516011353,6.616386881909845,6.616080348937349,inside,10.0,3,0,False,0.6707571156238616,9.0,False,top_decile
ef06b076c2f0910d2499e33961803074-149,ef06b076c2f0910d2499e33961803074,149,Cyclist,1,0.0,8.900729495294792,10.282973,-0.56640244,-0.0031096476363018156,17.78762771705723,4.0,False,True,17.313983042089234,1,1.9033916028236286,6.0,10.0,6.0,8.333333333333334,0.9626548588275909,1.7327787458896637,3.8506194353103638,6.931114983558655,4.790424344392015,17.29020571337337,17.287451331872223,outside,10.0,3,0,False,7.340545191189165,4.0,True,top_decile
fd52a15b681dc3920df93665305231f5-148,fd52a15b681dc3920df93665305231f5,148,Interections,3,0.0,5.671460407598328,0.2060895,0.34483415,0.2976864010095596,22.31680254970119,4.0,False,True,3.63986806432114,2,2.770549661689831,10.0,10.0,6.0,8.0,0.5,0.9,2.0,3.6,5.986138975182844,7.339257780051083,7.155099087334389,outside,10.0,3,0,False,9.98332720902271,4.0,True,top_decile
