scope,n,activation,lo,hi,delta_mag_median_m,model,arm,tau
Cyclists,2830,0.15371024734982333,0.11702117109893913,0.19333872453028064,2.4378575066513166,cinque,E2 uniform (a),1.1459379196166992
Cut_ins,885,0.16836158192090395,0.08965136216422176,0.27537922987164526,2.2632930374328004,cinque,E2 uniform (a),1.1459379196166992
FOD,3561,0.17635495647290086,0.12384563637508908,0.23567575696903753,2.4702787120469933,cinque,E2 uniform (a),1.1459379196166992
Intersections,4772,0.2072506286672255,0.16400909092925925,0.2515475408759603,2.631688592020767,cinque,E2 uniform (a),1.1459379196166992
straight_yaw,11597,0.15710959730964905,0.13163706555065474,0.18329995203656738,2.545287533343797,cinque,E2 pair qwen (a),1.6322885751724243
pre_onset,1458,0.16941015089163236,0.11776481272253407,0.22578641336476818,2.667240958662292,cinque,E2 pair qwen (a),1.6322885751724243
all,19663,0.1450948481920358,0.12397360098541951,0.16681875878359448,2.508744316657684,cinque,E2 pair qwen (a),1.6322885751724243
Pedestrians,1831,0.2861824139814309,0.2061908392619775,0.3684217562623135,3.2555614869393876,cinque,E2 pair qwen (a),1.6322885751724243
Cyclists,2830,0.14240282685512368,0.09707394519553322,0.19437638110498023,2.5177407060956427,cinque,E2 pair qwen (a),1.6322885751724243
Cut_ins,885,0.327683615819209,0.17436489607390301,0.48358113965115623,3.2715748062802232,cinque,E2 pair qwen (a),1.6322885751724243
FOD,3561,0.10867733782645324,0.06691134952004517,0.15711743549467536,2.437252913460308,cinque,E2 pair qwen (a),1.6322885751724243
Intersections,4772,0.11420787929589271,0.07266380863905361,0.1620116303522936,2.341083986472112,cinque,E2 pair qwen (a),1.6322885751724243
straight_yaw,11597,0.30240579460205225,0.2824386857386894,0.3231196061506927,2.1666405273446943,cinque,E2 pair op (a),1.33990079164505
pre_onset,1458,0.4924554183813443,0.4309094543825182,0.5542816575618078,3.7249798880813376,cinque,E2 pair op (a),1.33990079164505
all,19663,0.31790672837308653,0.3014423064917375,0.33506319609341834,2.561718855252314,cinque,E2 pair op (a),1.33990079164505
Pedestrians,1831,0.3364281813216821,0.28783701245572235,0.38621516351295765,2.7153396214461423,cinque,E2 pair op (a),1.33990079164505
Cyclists,2830,0.3519434628975265,0.3076916315049227,0.3963910439491398,2.578586662553107,cinque,E2 pair op (a),1.33990079164505
Cut_ins,885,0.3898305084745763,0.32775893466879125,0.457945495075928,2.4472157716590583,cinque,E2 pair op (a),1.33990079164505
FOD,3561,0.3167649536647009,0.27228379379516565,0.3618079105544543,2.584772727993592,cinque,E2 pair op (a),1.33990079164505
Intersections,4772,0.30113160100586756,0.26781120169219635,0.33408334951239504,2.5480586952760396,cinque,E2 pair op (a),1.33990079164505
straight_yaw,11597,0.1244287315685091,0.10441049803515756,0.14543945869144118,2.7113377057471117,lebowski,E2 pair (a),1.6924426555633545
pre_onset,1458,0.09053497942386832,0.054813728928416745,0.1318941069866266,2.423948497953466,lebowski,E2 pair (a),1.6924426555633545
all,19663,0.10822356710573158,0.0918220487100962,0.12511820879492472,2.6061880875111623,lebowski,E2 pair (a),1.6924426555633545
Pedestrians,1831,0.2075368651010377,0.15007721727934198,0.26737990780431586,3.4260660905431273,lebowski,E2 pair (a),1.6924426555633545
Cyclists,2830,0.09151943462897527,0.06020970453004112,0.12941197270987603,2.6453099149136126,lebowski,E2 pair (a),1.6924426555633545
Cut_ins,885,0.2542372881355932,0.1276571511656085,0.38726819199157403,3.4369898698271895,lebowski,E2 pair (a),1.6924426555633545
FOD,3561,0.08789665824206684,0.05365537673964465,0.12642353442059984,2.5587432635198946,lebowski,E2 pair (a),1.6924426555633545
Intersections,4772,0.09010896898575022,0.05924465074339183,0.1258571128757018,2.4445379990887806,lebowski,E2 pair (a),1.6924426555633545
straight_yaw,11597,0.8024489092006554,0.7766442734287937,0.8271670211234082,3.5298289910575207,lebowski,E2 pair (b),1.3621745109558105
pre_onset,1458,0.8017832647462277,0.7496357980103097,0.8497449076586463,3.6567582341070404,lebowski,E2 pair (b),1.3621745109558105
all,19663,0.7527844174337588,0.7329784627848835,0.7720155587559526,3.5217833655642807,lebowski,E2 pair (b),1.3621745109558105
Pedestrians,1831,0.7373020207536866,0.6759503830612387,0.7932699022346368,3.4518678538848624,lebowski,E2 pair (b),1.3621745109558105
Cyclists,2830,0.6074204946996467,0.5434606922708355,0.6691280392451022,3.149477298379051,lebowski,E2 pair (b),1.3621745109558105
Cut_ins,885,0.7209039548022599,0.5970628916056623,0.8303371100072556,3.3786526050116805,lebowski,E2 pair (b),1.3621745109558105
FOD,3561,0.8000561639988767,0.7575070821529745,0.8403590471290457,3.6929379969076344,lebowski,E2 pair (b),1.3621745109558105
Intersections,4772,0.809094719195306,0.7758495185897922,0.8409569541278837,3.6279146280106604,lebowski,E2 pair (b),1.3621745109558105
straight_yaw,11597,0.0,0.0,0.0,0.7576538248837653,lebowski,E2 hard (a),1.0912714004516602
pre_onset,1458,0.0,0.0,0.0,0.8171044184003532,lebowski,E2 hard (a),1.0912714004516602
all,19663,0.0,0.0,0.0,0.8143949039080493,lebowski,E2 hard (a),1.0912714004516602
Pedestrians,1831,0.0,0.0,0.0,0.7139144769542395,lebowski,E2 hard (a),1.0912714004516602
Cyclists,2830,0.0,0.0,0.0,0.8150658925495049,lebowski,E2 hard (a),1.0912714004516602
Cut_ins,885,0.0,0.0,0.0,0.692169231077345,lebowski,E2 hard (a),1.0912714004516602
FOD,3561,0.0,0.0,0.0,0.787717017911296,lebowski,E2 hard (a),1.0912714004516602
Intersections,4772,0.0,0.0,0.0,0.8785954260078306,lebowski,E2 hard (a),1.0912714004516602
straight_yaw,11597,0.0,0.0,0.0,0.6235905983797698,lebowski,E2 uniform (a),1.123795747756958
pre_onset,1458,0.0,0.0,0.0,0.6669397769649801,lebowski,E2 uniform (a),1.123795747756958
all,19663,0.0,0.0,0.0,0.66246047309571,lebowski,E2 uniform (a),1.123795747756958
Pedestrians,1831,0.0,0.0,0.0,0.610523797668872,lebowski,E2 uniform (a),1.123795747756958
Cyclists,2830,0.0,0.0,0.0,0.6619627437117483,lebowski,E2 uniform (a),1.123795747756958
Cut_ins,885,0.0,0.0,0.0,0.5662668842175502,lebowski,E2 uniform (a),1.123795747756958
FOD,3561,0.0,0.0,0.0,0.6518172981585695,lebowski,E2 uniform (a),1.123795747756958
Intersections,4772,0.0,0.0,0.0,0.714118815580014,lebowski,E2 uniform (a),1.123795747756958
straight_yaw,11597,0.08019315340174182,0.06320449892951714,0.09815052227623836,2.2343519778597885,lebowski,E2 pair qwen (a),1.599919319152832
pre_onset,1458,0.09602194787379972,0.05721674947975645,0.13955028774015452,2.2985600051645476,lebowski,E2 pair qwen (a),1.599919319152832
all,19663,0.07547169811320754,0.06069625842082006,0.0908723636628974,2.2321315031814093,lebowski,E2 pair qwen (a),1.599919319152832
Pedestrians,1831,0.1578372474057892,0.10496859403145802,0.21491268702460226,2.673042492733747,lebowski,E2 pair qwen (a),1.599919319152832
Cyclists,2830,0.061130742049469965,0.03340052809088489,0.09487569734698384,2.080449309149893,lebowski,E2 pair qwen (a),1.599919319152832
Cut_ins,885,0.2248587570621469,0.10445673404293444,0.35659760087241005,2.6905350561601944,lebowski,E2 pair qwen (a),1.599919319152832
FOD,3561,0.05700645885987082,0.03051511758118701,0.0885708236762346,2.2023281605502545,lebowski,E2 pair qwen (a),1.599919319152832
Intersections,4772,0.06286672254819782,0.035316644418795694,0.09666979617024408,2.210620662711624,lebowski,E2 pair qwen (a),1.599919319152832
straight_yaw,11597,0.021298611709924982,0.016865268804243192,0.02609004613434571,1.3271885457367874,lebowski,E2 pair op (a),1.3298398852348328
pre_onset,1458,0.09945130315500686,0.06615591058799956,0.13567243139731047,1.7964152920850087,lebowski,E2 pair op (a),1.3298398852348328
all,19663,0.0280730305650206,0.023488802360733405,0.03288938796502936,1.3916018955270357,lebowski,E2 pair op (a),1.3298398852348328
Pedestrians,1831,0.02403058438012015,0.013745550505610367,0.035057697118792475,1.408456403854888,lebowski,E2 pair op (a),1.3298398852348328
Cyclists,2830,0.03462897526501767,0.020345326783564852,0.05110894151951661,1.3585804953934955,lebowski,E2 pair op (a),1.3298398852348328
Cut_ins,885,0.011299435028248588,0.004381161007667032,0.020022246941045607,1.3943945196116165,lebowski,E2 pair op (a),1.3298398852348328
FOD,3561,0.02218477955630441,0.012882425118067309,0.032856039049228423,1.4045463260919813,lebowski,E2 pair op (a),1.3298398852348328
Intersections,4772,0.03394803017602682,0.023691196269427017,0.04557736665174734,1.3471433120397458,lebowski,E2 pair op (a),1.3298398852348328
