method,run,route_id,ds,rc,success,source
BLUE,blue.r4,2144,100.0,100.0,True,official
BLUE,blue.r4,2143,60.0,100.0,False,official
BLUE,blue.r4,2129,60.0,100.0,False,official
BLUE,blue.r4,2127,100.0,100.0,True,official
BLUE,blue.r4,2115,60.0,100.0,False,official
BLUE,blue.r4,20920,100.0,100.0,True,official
BLUE,blue.r4,2091,100.0,100.0,True,official
BLUE,blue.r4,2086,100.0,100.0,True,official
BLUE,blue.r4,2084,60.0,100.0,False,official
BLUE,blue.r4,2082,100.0,100.0,True,official
BLUE,blue.r4,2050,100.0,100.0,True,official
BLUE,blue.r4,1956,100.0,100.0,True,official
BLUE,blue.r4,1852,100.0,100.0,True,official
BLUE,blue.r4,18356,100.0,100.0,True,official
BLUE,blue.r4,1833,100.0,100.0,True,official
BLUE,blue.r4,18311,100.0,100.0,True,official
BLUE,blue.r4,18305,100.0,100.0,True,official
BLUE,blue.r4,1825,100.0,100.0,True,official
BLUE,blue.r4,18252,100.0,100.0,True,official
BLUE,blue.r4,1792,100.0,100.0,True,official
BLUE,blue.r4,1790,100.0,100.0,True,official
BLUE,blue.r4,17752,100.0,100.0,True,official
BLUE,blue.r4,1773,100.0,100.0,True,official
BLUE,blue.r4,17655,60.0,100.0,False,official
BLUE,blue.r4,17635,100.0,100.0,True,official
BLUE,blue.r4,17598,100.0,100.0,True,official
BLUE,blue.r4,17569,100.0,100.0,True,official
BLUE,blue.r4,17563,100.0,100.0,True,official
BLUE,blue.r4,1711,100.0,100.0,True,official
BLUE,blue.r4,14909,100.0,100.0,True,official
BLUE,blue.r4,14862,100.0,100.0,True,official
BLUE,blue.r4,14842,100.0,100.0,True,official
BLUE,blue.r4,14194,100.0,100.0,True,official
BLUE,blue.r4,11755,60.0,100.0,False,official
BLUE,blue.r4,11715,100.0,100.0,True,official
BLUE,blue.r4,11381,100.0,100.0,True,official
BLUE,blue.r4,10857,100.0,100.0,True,official
BLUE,blue.r5,4937,100.0,100.0,True,official
BLUE,blue.r5,4683,100.0,100.0,True,official
BLUE,blue.r5,4669,100.0,100.0,True,official
BLUE,blue.r5,4468,100.0,100.0,True,official
BLUE,blue.r5,4183,60.0,100.0,False,official
BLUE,blue.r5,3936,42.0,100.0,False,official
BLUE,blue.r5,3905,100.0,100.0,True,official
BLUE,blue.r5,3904,100.0,100.0,True,official
BLUE,blue.r5,3890,100.0,100.0,True,official
BLUE,blue.r5,3876,100.0,100.0,True,official
BLUE,blue.r5,3869,70.0,100.0,False,official
BLUE,blue.r5,3865,100.0,100.0,True,official
BLUE,blue.r5,3813,100.0,100.0,True,official
BLUE,blue.r5,3800,98.247932,100.0,False,official
BLUE,blue.r5,3785,60.0,100.0,False,official
BLUE,blue.r5,3749,70.0,100.0,False,official
BLUE,blue.r5,3737,100.0,100.0,True,official
BLUE,blue.r5,3731,100.0,100.0,True,official
BLUE,blue.r5,3717,100.0,100.0,True,official
BLUE,blue.r5,3712,100.0,100.0,True,official
BLUE,blue.r5,3708,100.0,100.0,True,official
BLUE,blue.r5,3697,100.0,100.0,True,official
BLUE,blue.r5,3676,100.0,100.0,True,official
BLUE,blue.r5,3670,100.0,100.0,True,official
BLUE,blue.r5,3666,36.0,100.0,False,official
BLUE,blue.r5,3575,100.0,100.0,True,official
BLUE,blue.r5,3572,100.0,100.0,True,official
BLUE,blue.r5,3564,100.0,100.0,True,official
BLUE,blue.r5,3561,100.0,100.0,True,official
BLUE,blue.r5,3540,100.0,100.0,True,official
BLUE,blue.r5,3520,100.0,100.0,True,official
BLUE,blue.r5,3514,100.0,100.0,True,official
BLUE,blue.r5,3482,100.0,100.0,True,official
BLUE,blue.r5,3476,100.0,100.0,True,official
BLUE,blue.r5,3472,100.0,100.0,True,official
BLUE,blue.r5,3464,100.0,100.0,True,official
BLUE,blue.r5,3457,100.0,100.0,True,official
BLUE,blue.r5,3436,100.0,100.0,True,official
BLUE,blue.r5,3410,100.0,100.0,True,official
BLUE,blue.r5,3380,70.0,100.0,False,official
BLUE,blue.r5,3378,70.0,100.0,False,official
BLUE,blue.r5,3373,70.0,100.0,False,official
BLUE,blue.r5,3364,70.0,100.0,False,official
BLUE,blue.r5,3307,100.0,100.0,True,official
BLUE,blue.r5,3255,100.0,100.0,True,official
BLUE,blue.r5,3248,100.0,100.0,True,official
BLUE,blue.r5,3189,100.0,100.0,True,official
BLUE,blue.r5,3184,100.0,100.0,True,official
BLUE,blue.r5,3178,100.0,100.0,True,official
BLUE,blue.r5,3144,70.0,100.0,False,official
BLUE,blue.r5,3100,100.0,100.0,True,official
BLUE,blue.r5,3099,100.0,100.0,True,official
BLUE,blue.r5,3093,100.0,100.0,True,official
BLUE,blue.r5,3090,100.0,100.0,True,official
BLUE,blue.r5,3086,100.0,100.0,True,official
BLUE,blue.r5,3080,100.0,100.0,True,official
BLUE,blue.r5,3074,100.0,100.0,True,official
BLUE,blue.r5,3072,100.0,100.0,True,official
BLUE,blue.r5,3048,100.0,100.0,True,official
BLUE,blue.r5,2989,100.0,100.0,True,official
BLUE,blue.r5,2943,100.0,100.0,True,official
BLUE,blue.r5,2913,100.0,100.0,True,official
BLUE,blue.r5,2903,100.0,100.0,True,official
BLUE,blue.r5,2881,100.0,100.0,True,official
BLUE,blue.r5,2847,100.0,100.0,True,official
BLUE,blue.r5,2844,100.0,100.0,True,official
BLUE,blue.r5,28330,35.107806,100.0,False,official
BLUE,blue.r5,28243,60.0,100.0,False,official
BLUE,blue.r5,28241,60.0,100.0,False,official
BLUE,blue.r5,28229,60.0,100.0,False,official
BLUE,blue.r5,28219,100.0,100.0,True,official
BLUE,blue.r5,28210,60.0,100.0,False,official
BLUE,blue.r5,28198,100.0,100.0,True,official
BLUE,blue.r5,28154,100.0,100.0,True,official
BLUE,blue.r5,28111,100.0,100.0,True,official
BLUE,blue.r5,28099,60.0,100.0,False,official
BLUE,blue.r5,28093,60.0,100.0,False,official
BLUE,blue.r5,28087,36.0,100.0,False,official
BLUE,blue.r5,28048,100.0,100.0,True,official
BLUE,blue.r5,28035,70.0,100.0,False,official
BLUE,blue.r5,2802,100.0,100.0,True,official
BLUE,blue.r5,2790,100.0,100.0,True,official
BLUE,blue.r5,27582,100.0,100.0,True,official
BLUE,blue.r5,27532,60.0,100.0,False,official
BLUE,blue.r5,27529,100.0,100.0,True,official
BLUE,blue.r5,27515,100.0,100.0,True,official
BLUE,blue.r5,27506,60.0,100.0,False,official
BLUE,blue.r5,27494,100.0,100.0,True,official
BLUE,blue.r5,2715,100.0,100.0,True,official
BLUE,blue.r5,2709,60.0,100.0,False,official
BLUE,blue.r5,27018,60.0,100.0,False,official
BLUE,blue.r5,26990,100.0,100.0,True,official
BLUE,blue.r5,26966,60.0,100.0,False,official
BLUE,blue.r5,26956,58.228977,100.0,False,official
BLUE,blue.r5,26950,100.0,100.0,True,official
BLUE,blue.r5,26944,80.0,100.0,False,official
BLUE,blue.r5,2668,100.0,100.0,True,official
BLUE,blue.r5,2664,100.0,100.0,True,official
BLUE,blue.r5,26458,100.0,100.0,True,official
BLUE,blue.r5,26456,100.0,100.0,True,official
BLUE,blue.r5,2643,100.0,100.0,True,official
BLUE,blue.r5,26435,100.0,100.0,True,official
BLUE,blue.r5,26418,100.0,100.0,True,official
BLUE,blue.r5,26408,100.0,100.0,True,official
BLUE,blue.r5,26406,100.0,100.0,True,official
BLUE,blue.r5,26405,100.0,100.0,True,official
BLUE,blue.r5,26401,100.0,100.0,True,official
BLUE,blue.r5,26396,100.0,100.0,True,official
BLUE,blue.r5,26394,100.0,100.0,True,official
BLUE,blue.r5,26393,70.0,100.0,False,official
BLUE,blue.r5,2606,100.0,100.0,True,official
BLUE,blue.r5,25975,100.0,100.0,True,official
BLUE,blue.r5,25968,100.0,100.0,True,official
BLUE,blue.r5,25955,100.0,100.0,True,official
BLUE,blue.r5,25951,100.0,100.0,True,official
BLUE,blue.r5,25928,100.0,100.0,True,official
BLUE,blue.r5,25896,60.0,100.0,False,official
BLUE,blue.r5,25865,100.0,100.0,True,official
BLUE,blue.r5,25863,100.0,100.0,True,official
BLUE,blue.r5,25857,53.218222,100.0,False,official
BLUE,blue.r5,25854,100.0,100.0,True,official
BLUE,blue.r5,25845,66.317635,100.0,False,official
BLUE,blue.r5,2554,100.0,100.0,True,official
BLUE,blue.r5,25439,100.0,100.0,True,official
BLUE,blue.r5,25424,100.0,100.0,True,official
BLUE,blue.r5,2539,100.0,100.0,True,official
BLUE,blue.r5,25383,60.0,100.0,False,official
BLUE,blue.r5,25381,100.0,100.0,True,official
BLUE,blue.r5,25378,70.0,100.0,False,official
BLUE,blue.r5,25358,33.69,33.69,False,official
BLUE,blue.r5,2534,100.0,100.0,True,official
BLUE,blue.r5,25318,100.0,100.0,True,official
BLUE,blue.r5,25300,70.0,100.0,False,official
BLUE,blue.r5,2513,100.0,100.0,True,official
BLUE,blue.r5,2509,60.0,100.0,False,official
BLUE,blue.r5,24841,100.0,100.0,True,official
BLUE,blue.r5,24816,100.0,100.0,True,official
BLUE,blue.r5,24795,100.0,100.0,True,official
BLUE,blue.r5,24785,100.0,100.0,True,official
BLUE,blue.r5,24784,100.0,100.0,True,official
BLUE,blue.r5,24781,100.0,100.0,True,official
BLUE,blue.r5,24759,100.0,100.0,True,official
BLUE,blue.r5,24757,100.0,100.0,True,official
BLUE,blue.r5,24367,15.21,100.0,False,official
BLUE,blue.r5,24340,100.0,100.0,True,official
BLUE,blue.r5,24333,100.0,100.0,True,official
BLUE,blue.r5,24330,100.0,100.0,True,official
BLUE,blue.r5,24294,100.0,100.0,True,official
BLUE,blue.r5,24258,100.0,100.0,True,official
BLUE,blue.r5,24252,100.0,100.0,True,official
BLUE,blue.r5,24240,100.0,100.0,True,official
BLUE,blue.r5,24224,100.0,100.0,True,official
BLUE,blue.r5,24211,100.0,100.0,True,official
BLUE,blue.r5,24206,100.0,100.0,True,official
BLUE,blue.r5,2416,100.0,100.0,True,official
BLUE,blue.r5,24098,96.08,96.08,False,official
BLUE,blue.r5,24092,60.0,100.0,False,official
BLUE,blue.r5,24078,100.0,100.0,True,official
BLUE,blue.r5,24071,100.0,100.0,True,official
BLUE,blue.r5,24041,100.0,100.0,True,official
BLUE,blue.r5,2403,100.0,100.0,True,official
BLUE,blue.r5,2397,100.0,100.0,True,official
BLUE,blue.r5,23930,100.0,100.0,True,official
BLUE,blue.r5,23918,100.0,100.0,True,official
BLUE,blue.r5,23910,100.0,100.0,True,official
BLUE,blue.r5,2390,100.0,100.0,True,official
BLUE,blue.r5,23901,100.0,100.0,True,official
BLUE,blue.r5,23771,100.0,100.0,True,official
BLUE,blue.r5,2373,100.0,100.0,True,official
BLUE,blue.r5,23708,100.0,100.0,True,official
BLUE,blue.r5,23700,100.0,100.0,True,official
BLUE,blue.r5,23695,100.0,100.0,True,official
BLUE,blue.r5,23687,100.0,100.0,True,official
BLUE,blue.r5,23670,54.717,84.18,False,official
BLUE,blue.r5,23659,95.168856,100.0,False,official
BLUE,blue.r5,23658,76.14,76.14,False,official
BLUE,blue.r5,2286,100.0,100.0,True,official
BLUE,blue.r5,2283,100.0,100.0,True,official
BLUE,blue.r5,2273,60.0,100.0,False,official
BLUE,blue.r5,2215,100.0,100.0,True,official
BLUE,blue.r5,2204,100.0,100.0,True,official
BLUE,blue.r5,2201,60.0,100.0,False,official
BLUE,blue.r5,2164,36.0,100.0,False,official
BLUE,blue.r5,2144,100.0,100.0,True,official
BLUE,blue.r5,2143,60.0,100.0,False,official
BLUE,blue.r5,2129,100.0,100.0,True,official
BLUE,blue.r5,2127,100.0,100.0,True,official
BLUE,blue.r5,2115,60.0,100.0,False,official
BLUE,blue.r5,20920,100.0,100.0,True,official
BLUE,blue.r5,2091,60.0,100.0,False,official
BLUE,blue.r5,2086,100.0,100.0,True,official
BLUE,blue.r5,2084,60.0,100.0,False,official
BLUE,blue.r5,2082,100.0,100.0,True,official
BLUE,blue.r5,2050,100.0,100.0,True,official
BLUE,blue.r5,1956,100.0,100.0,True,official
BLUE,blue.r5,1852,100.0,100.0,True,official
BLUE,blue.r5,18356,100.0,100.0,True,official
BLUE,blue.r5,1833,100.0,100.0,True,official
BLUE,blue.r5,18311,100.0,100.0,True,official
BLUE,blue.r5,18305,100.0,100.0,True,official
BLUE,blue.r5,1825,100.0,100.0,True,official
BLUE,blue.r5,18252,100.0,100.0,True,official
BLUE,blue.r5,1792,60.0,100.0,False,official
BLUE,blue.r5,1790,60.0,100.0,False,official
BLUE,blue.r5,17752,100.0,100.0,True,official
BLUE,blue.r5,1773,100.0,100.0,True,official
BLUE,blue.r5,17655,100.0,100.0,True,official
BLUE,blue.r5,17635,100.0,100.0,True,official
BLUE,blue.r5,17598,100.0,100.0,True,official
BLUE,blue.r5,17569,100.0,100.0,True,official
BLUE,blue.r5,17563,100.0,100.0,True,official
BLUE,blue.r5,1711,100.0,100.0,True,official
BLUE,blue.r5,14909,100.0,100.0,True,official
BLUE,blue.r5,14862,100.0,100.0,True,official
BLUE,blue.r5,14842,100.0,100.0,True,official
BLUE,blue.r5,14194,100.0,100.0,True,official
BLUE,blue.r5,11755,60.0,100.0,False,official
BLUE,blue.r5,11715,100.0,100.0,True,official
BLUE,blue.r5,11381,100.0,100.0,True,official
BLUE,blue.r5,10857,100.0,100.0,True,official
BLUE,blue.r6,4937,100.0,100.0,True,official
BLUE,blue.r6,4683,60.0,100.0,False,official
BLUE,blue.r6,4669,42.0,100.0,False,official
BLUE,blue.r6,4468,60.0,100.0,False,official
BLUE,blue.r6,4183,60.0,100.0,False,official
BLUE,blue.r6,3936,60.0,100.0,False,official
BLUE,blue.r6,3905,100.0,100.0,True,official
BLUE,blue.r6,3904,100.0,100.0,True,official
BLUE,blue.r6,3890,100.0,100.0,True,official
BLUE,blue.r6,3876,100.0,100.0,True,official
BLUE,blue.r6,3869,70.0,100.0,False,official
BLUE,blue.r6,3865,70.0,100.0,False,official
BLUE,blue.r6,3813,100.0,100.0,True,official
BLUE,blue.r6,3800,99.415812,100.0,False,official
BLUE,blue.r6,3785,100.0,100.0,True,official
BLUE,blue.r6,3749,70.0,100.0,False,official
BLUE,blue.r6,3737,100.0,100.0,True,official
BLUE,blue.r6,3731,100.0,100.0,True,official
BLUE,blue.r6,3717,100.0,100.0,True,official
BLUE,blue.r6,3712,100.0,100.0,True,official
BLUE,blue.r6,3708,100.0,100.0,True,official
BLUE,blue.r6,3697,100.0,100.0,True,official
BLUE,blue.r6,3676,100.0,100.0,True,official
BLUE,blue.r6,3670,100.0,100.0,True,official
BLUE,blue.r6,3666,60.0,100.0,False,official
BLUE,blue.r6,3575,100.0,100.0,True,official
BLUE,blue.r6,3572,100.0,100.0,True,official
BLUE,blue.r6,3564,100.0,100.0,True,official
BLUE,blue.r6,3561,100.0,100.0,True,official
BLUE,blue.r6,3540,100.0,100.0,True,official
BLUE,blue.r6,3520,100.0,100.0,True,official
BLUE,blue.r6,3514,100.0,100.0,True,official
BLUE,blue.r6,3482,100.0,100.0,True,official
BLUE,blue.r6,3476,100.0,100.0,True,official
BLUE,blue.r6,3472,100.0,100.0,True,official
BLUE,blue.r6,3464,100.0,100.0,True,official
BLUE,blue.r6,3457,100.0,100.0,True,official
BLUE,blue.r6,3436,100.0,100.0,True,official
BLUE,blue.r6,3410,1.720784,100.0,False,official
BLUE,blue.r6,3380,70.0,100.0,False,official
BLUE,blue.r6,3378,70.0,100.0,False,official
BLUE,blue.r6,3373,70.0,100.0,False,official
BLUE,blue.r6,3364,70.0,100.0,False,official
BLUE,blue.r6,3307,100.0,100.0,True,official
BLUE,blue.r6,3255,100.0,100.0,True,official
BLUE,blue.r6,3248,100.0,100.0,True,official
BLUE,blue.r6,3189,100.0,100.0,True,official
BLUE,blue.r6,3184,100.0,100.0,True,official
BLUE,blue.r6,3178,100.0,100.0,True,official
BLUE,blue.r6,3144,70.0,100.0,False,official
BLUE,blue.r6,3100,100.0,100.0,True,official
BLUE,blue.r6,3099,100.0,100.0,True,official
BLUE,blue.r6,3093,100.0,100.0,True,official
BLUE,blue.r6,3090,100.0,100.0,True,official
BLUE,blue.r6,3086,100.0,100.0,True,official
BLUE,blue.r6,3080,100.0,100.0,True,official
BLUE,blue.r6,3074,100.0,100.0,True,official
BLUE,blue.r6,3072,100.0,100.0,True,official
BLUE,blue.r6,3048,96.108628,100.0,False,official
BLUE,blue.r6,2989,100.0,100.0,True,official
BLUE,blue.r6,2943,100.0,100.0,True,official
BLUE,blue.r6,2913,100.0,100.0,True,official
BLUE,blue.r6,2903,100.0,100.0,True,official
BLUE,blue.r6,2881,100.0,100.0,True,official
BLUE,blue.r6,2847,60.0,100.0,False,official
BLUE,blue.r6,2844,100.0,100.0,True,official
BLUE,blue.r6,28330,34.780743,100.0,False,official
BLUE,blue.r6,28243,60.0,100.0,False,official
BLUE,blue.r6,28241,60.0,100.0,False,official
BLUE,blue.r6,28229,60.0,100.0,False,official
BLUE,blue.r6,28219,100.0,100.0,True,official
BLUE,blue.r6,28210,80.0,100.0,False,official
BLUE,blue.r6,28198,100.0,100.0,True,official
BLUE,blue.r6,28154,100.0,100.0,True,official
BLUE,blue.r6,28111,100.0,100.0,True,official
BLUE,blue.r6,28099,100.0,100.0,True,official
BLUE,blue.r6,28093,60.0,100.0,False,official
BLUE,blue.r6,28087,60.0,100.0,False,official
BLUE,blue.r6,28048,100.0,100.0,True,official
BLUE,blue.r6,28035,100.0,100.0,True,official
BLUE,blue.r6,2802,100.0,100.0,True,official
BLUE,blue.r6,2790,100.0,100.0,True,official
BLUE,blue.r6,27582,100.0,100.0,True,official
BLUE,blue.r6,27532,90.530884,100.0,False,official
BLUE,blue.r6,27529,100.0,100.0,True,official
BLUE,blue.r6,27515,100.0,100.0,True,official
BLUE,blue.r6,27506,100.0,100.0,True,official
BLUE,blue.r6,27494,100.0,100.0,True,official
BLUE,blue.r6,2715,100.0,100.0,True,official
BLUE,blue.r6,2709,100.0,100.0,True,official
BLUE,blue.r6,27018,42.0,100.0,False,official
BLUE,blue.r6,26990,100.0,100.0,True,official
BLUE,blue.r6,26966,60.0,100.0,False,official
BLUE,blue.r6,26956,100.0,100.0,True,official
BLUE,blue.r6,26950,100.0,100.0,True,official
BLUE,blue.r6,26944,100.0,100.0,True,official
BLUE,blue.r6,2668,100.0,100.0,True,official
BLUE,blue.r6,2664,100.0,100.0,True,official
BLUE,blue.r6,26458,100.0,100.0,True,official
BLUE,blue.r6,26456,100.0,100.0,True,official
BLUE,blue.r6,2643,100.0,100.0,True,official
BLUE,blue.r6,26435,100.0,100.0,True,official
BLUE,blue.r6,26418,100.0,100.0,True,official
BLUE,blue.r6,26408,10.668,15.24,False,official
BLUE,blue.r6,26406,100.0,100.0,True,official
BLUE,blue.r6,26405,100.0,100.0,True,official
BLUE,blue.r6,26401,100.0,100.0,True,official
BLUE,blue.r6,26396,100.0,100.0,True,official
BLUE,blue.r6,26394,100.0,100.0,True,official
BLUE,blue.r6,26393,70.0,100.0,False,official
BLUE,blue.r6,2606,100.0,100.0,True,official
BLUE,blue.r6,25975,100.0,100.0,True,official
BLUE,blue.r6,25968,100.0,100.0,True,official
BLUE,blue.r6,25955,100.0,100.0,True,official
BLUE,blue.r6,25951,100.0,100.0,True,official
BLUE,blue.r6,25928,100.0,100.0,True,official
BLUE,blue.r6,25896,100.0,100.0,True,official
BLUE,blue.r6,25865,100.0,100.0,True,official
BLUE,blue.r6,25863,100.0,100.0,True,official
BLUE,blue.r6,25857,52.249396,100.0,False,official
BLUE,blue.r6,25854,100.0,100.0,True,official
BLUE,blue.r6,25845,100.0,100.0,True,official
BLUE,blue.r6,2554,60.0,100.0,False,official
BLUE,blue.r6,25439,100.0,100.0,True,official
BLUE,blue.r6,25424,100.0,100.0,True,official
BLUE,blue.r6,2539,60.0,100.0,False,official
BLUE,blue.r6,25383,100.0,100.0,True,official
BLUE,blue.r6,25381,60.0,100.0,False,official
BLUE,blue.r6,25378,70.0,100.0,False,official
BLUE,blue.r6,2534,60.0,100.0,False,official
BLUE,blue.r6,25318,100.0,100.0,True,official
BLUE,blue.r6,25300,100.0,100.0,True,official
BLUE,blue.r6,2513,100.0,100.0,True,official
BLUE,blue.r6,2509,60.0,100.0,False,official
BLUE,blue.r6,24841,100.0,100.0,True,official
BLUE,blue.r6,24816,100.0,100.0,True,official
BLUE,blue.r6,24795,100.0,100.0,True,official
BLUE,blue.r6,24785,100.0,100.0,True,official
BLUE,blue.r6,24784,100.0,100.0,True,official
BLUE,blue.r6,24781,100.0,100.0,True,official
BLUE,blue.r6,24759,100.0,100.0,True,official
BLUE,blue.r6,24757,100.0,100.0,True,official
BLUE,blue.r6,24367,60.0,100.0,False,official
BLUE,blue.r6,24340,100.0,100.0,True,official
BLUE,blue.r6,24333,100.0,100.0,True,official
BLUE,blue.r6,24330,100.0,100.0,True,official
BLUE,blue.r6,24294,100.0,100.0,True,official
BLUE,blue.r6,24258,100.0,100.0,True,official
BLUE,blue.r6,24252,100.0,100.0,True,official
BLUE,blue.r6,24240,100.0,100.0,True,official
BLUE,blue.r6,24224,100.0,100.0,True,official
BLUE,blue.r6,24211,100.0,100.0,True,official
BLUE,blue.r6,24206,100.0,100.0,True,official
BLUE,blue.r6,2416,100.0,100.0,True,official
BLUE,blue.r6,24098,100.0,100.0,True,official
BLUE,blue.r6,24092,60.0,100.0,False,official
BLUE,blue.r6,24078,100.0,100.0,True,official
BLUE,blue.r6,24071,100.0,100.0,True,official
BLUE,blue.r6,24041,100.0,100.0,True,official
BLUE,blue.r6,2403,100.0,100.0,True,official
BLUE,blue.r6,2397,100.0,100.0,True,official
BLUE,blue.r6,23930,60.0,100.0,False,official
BLUE,blue.r6,23918,100.0,100.0,True,official
BLUE,blue.r6,23910,100.0,100.0,True,official
BLUE,blue.r6,2390,100.0,100.0,True,official
BLUE,blue.r6,23901,100.0,100.0,True,official
BLUE,blue.r6,23771,36.0,100.0,False,official
BLUE,blue.r6,2373,100.0,100.0,True,official
BLUE,blue.r6,23708,100.0,100.0,True,official
BLUE,blue.r6,23700,100.0,100.0,True,official
BLUE,blue.r6,23695,100.0,100.0,True,official
BLUE,blue.r6,23687,60.0,100.0,False,official
BLUE,blue.r6,23670,54.3205,83.57,False,official
BLUE,blue.r6,23659,53.524716,100.0,False,official
BLUE,blue.r6,23658,47.862,79.77,False,official
BLUE,blue.r6,2286,100.0,100.0,True,official
BLUE,blue.r6,2283,100.0,100.0,True,official
BLUE,blue.r6,2273,100.0,100.0,True,official
BLUE,blue.r6,2215,100.0,100.0,True,official
BLUE,blue.r6,2204,100.0,100.0,True,official
BLUE,blue.r6,2201,100.0,100.0,True,official
BLUE,blue.r6,2164,100.0,100.0,True,official
BLUE,blue.r6,2144,100.0,100.0,True,official
BLUE,blue.r6,2143,60.0,100.0,False,official
BLUE,blue.r6,2129,60.0,100.0,False,official
BLUE,blue.r6,2127,100.0,100.0,True,official
BLUE,blue.r6,2115,60.0,100.0,False,official
BLUE,blue.r6,20920,100.0,100.0,True,official
BLUE,blue.r6,2091,100.0,100.0,True,official
BLUE,blue.r6,2086,100.0,100.0,True,official
BLUE,blue.r6,2084,60.0,100.0,False,official
BLUE,blue.r6,2082,100.0,100.0,True,official
BLUE,blue.r6,2050,100.0,100.0,True,official
BLUE,blue.r6,1956,89.44102,100.0,False,official
BLUE,blue.r6,1852,100.0,100.0,True,official
BLUE,blue.r6,18356,100.0,100.0,True,official
BLUE,blue.r6,1833,100.0,100.0,True,official
BLUE,blue.r6,18311,100.0,100.0,True,official
BLUE,blue.r6,18305,100.0,100.0,True,official
BLUE,blue.r6,1825,100.0,100.0,True,official
BLUE,blue.r6,18252,50.0,100.0,False,official
BLUE,blue.r6,1792,60.0,100.0,False,official
BLUE,blue.r6,1790,36.0,100.0,False,official
BLUE,blue.r6,17752,100.0,100.0,True,official
BLUE,blue.r6,1773,100.0,100.0,True,official
BLUE,blue.r6,17655,36.0,100.0,False,official
BLUE,blue.r6,17635,100.0,100.0,True,official
BLUE,blue.r6,17598,100.0,100.0,True,official
BLUE,blue.r6,17569,100.0,100.0,True,official
BLUE,blue.r6,17563,100.0,100.0,True,official
BLUE,blue.r6,1711,100.0,100.0,True,official
BLUE,blue.r6,14909,100.0,100.0,True,official
BLUE,blue.r6,14862,100.0,100.0,True,official
BLUE,blue.r6,14842,100.0,100.0,True,official
BLUE,blue.r6,14194,100.0,100.0,True,official
BLUE,blue.r6,11755,60.0,100.0,False,official
BLUE,blue.r6,11715,100.0,100.0,True,official
BLUE,blue.r6,11381,100.0,100.0,True,official
BLUE,blue.r6,10857,100.0,100.0,True,official
ORION,orion,4937,21.116812,61.72,False,official
ORION,orion,4683,21.549864,56.83,False,official
ORION,orion,4669,60.0,100.0,False,official
ORION,orion,4468,22.916847,60.05,False,official
ORION,orion,4183,36.0,100.0,False,official
ORION,orion,3936,18.020721,65.78,False,official
ORION,orion,3905,100.0,100.0,True,official
ORION,orion,3904,100.0,100.0,True,official
ORION,orion,3890,100.0,100.0,True,official
ORION,orion,3876,70.0,100.0,False,official
ORION,orion,3869,26.026,57.2,False,official
ORION,orion,3865,47.128016,100.0,False,official
ORION,orion,3813,100.0,100.0,True,official
ORION,orion,3800,100.0,100.0,False,official
ORION,orion,3785,98.22,98.22,False,official
ORION,orion,3749,100.0,100.0,True,official
ORION,orion,3737,20.6928,57.48,False,official
ORION,orion,3731,100.0,100.0,True,official
ORION,orion,3717,72.442834,100.0,False,official
ORION,orion,3712,26.038185,100.0,False,official
ORION,orion,3708,80.0,100.0,False,official
ORION,orion,3697,100.0,100.0,True,official
ORION,orion,3676,60.0,100.0,False,official
ORION,orion,3670,30.474,50.79,False,official
ORION,orion,3666,25.35,100.0,False,official
ORION,orion,3575,100.0,100.0,True,official
ORION,orion,3572,100.0,100.0,True,official
ORION,orion,3564,94.12,94.12,False,official
ORION,orion,3561,100.0,100.0,True,official
ORION,orion,3540,100.0,100.0,True,official
ORION,orion,3520,1.83,3.05,False,official
ORION,orion,3514,1.86,3.1,False,official
ORION,orion,3482,24.43,24.43,False,official
ORION,orion,3476,39.13,39.13,False,official
ORION,orion,3472,48.15,48.15,False,official
ORION,orion,3464,100.0,100.0,True,official
ORION,orion,3457,100.0,100.0,True,official
ORION,orion,3436,36.0,100.0,False,official
ORION,orion,3410,33.408,55.68,False,official
ORION,orion,3380,42.0,100.0,False,official
ORION,orion,3378,42.0,100.0,False,official
ORION,orion,3373,60.0,100.0,False,official
ORION,orion,3364,70.0,100.0,False,official
ORION,orion,3307,100.0,100.0,True,official
ORION,orion,3255,100.0,100.0,True,official
ORION,orion,3248,50.0,100.0,False,official
ORION,orion,3189,100.0,100.0,True,official
ORION,orion,3184,100.0,100.0,True,official
ORION,orion,3178,100.0,100.0,True,official
ORION,orion,3144,70.0,100.0,False,official
ORION,orion,3100,40.629464,63.82,False,official
ORION,orion,3099,39.9555,61.47,False,official
ORION,orion,3093,100.0,100.0,True,official
ORION,orion,3090,100.0,100.0,True,official
ORION,orion,3086,100.0,100.0,True,official
ORION,orion,3080,100.0,100.0,True,official
ORION,orion,3074,100.0,100.0,True,official
ORION,orion,3072,100.0,100.0,True,official
ORION,orion,3048,100.0,100.0,True,official
ORION,orion,2989,70.0,100.0,False,official
ORION,orion,2943,100.0,100.0,True,official
ORION,orion,2913,100.0,100.0,True,official
ORION,orion,2903,100.0,100.0,True,official
ORION,orion,2881,21.409869,72.1,False,official
ORION,orion,2847,100.0,100.0,True,official
ORION,orion,2844,100.0,100.0,True,official
ORION,orion,28330,43.763024,100.0,False,official
ORION,orion,28243,40.548552,66.1,False,official
ORION,orion,28241,56.880163,100.0,False,official
ORION,orion,28229,60.0,100.0,False,official
ORION,orion,28219,100.0,100.0,True,official
