case,segment,start_frame,end_frame,start_s,end_s,span_s,rows,speed_error_rms,jerk_lon_abs_p95,speed_mean,desired_mean,model_stop_ticks,drive_ticks,low_speed_ticks,low_speed_drive_ticks,target_rule_ticks,arbitration_available_ticks,arbitration_attenuation_mean_deg,target_rule_mismatch_ticks,reverse_guard_ticks,selected_vs_applied_previous_max,steer_saturated_ticks
1773:native_common,fixed_5s_050,3950,4049,50.00000074505806,54.95000081881881,4.950000073760748,100,2.853824951792596,11.465332547188405,0.010662413744324108,2.7787340915203096,0,99,100,99,99,100,20.679681323329234,0,1,0.0,0
1773:native_common,fixed_5s_055,4050,4149,55.000000819563866,59.950000893324614,4.950000073760748,100,2.658853975567803,17.09970409655769,0.009013464174991229,2.5853330213824908,0,96,100,96,100,100,27.74082021249785,0,4,0.0,0
1773:native_common,fixed_5s_060,4150,4249,60.00000089406967,64.95000096783042,4.950000073760748,100,2.968807420664918,12.592692700741726,0.007465568605153996,2.7883781629304094,0,97,100,97,97,100,24.27015356915885,0,3,0.0,0
1773:native_common,fixed_5s_065,4250,4349,65.00000096857548,69.95000104233623,4.950000073760748,100,3.231321717261503,7.559850567431302,0.006677405522057306,3.169710501631101,0,100,100,100,100,100,26.756212038732237,0,0,0.0,0
1773:native_common,fixed_5s_070,4350,4449,70.00000104308128,74.95000111684203,4.950000073760748,100,3.781416835326192,6.8364489832155595,0.007487125478785882,3.77190514365832,0,100,100,100,100,100,21.755286044685267,0,0,0.0,0
1773:native_common,fixed_5s_075,4450,4549,75.00000111758709,79.95000119134784,4.950000073760748,100,4.269670631957542,10.986948000492555,0.005791952744553665,4.259097615083059,0,97,100,97,100,100,21.873160083343514,0,3,0.0,0
1773:native_common,fixed_5s_080,4550,4649,80.0000011920929,84.95000126585364,4.950000073760748,100,4.4618870234765575,10.472035933708048,0.006140112231615563,4.460646531581879,0,98,100,98,100,100,21.35058005598341,0,2,0.0,0
1773:native_common,fixed_5s_085,4650,4749,85.0000012665987,89.95000134035945,4.950000073760748,100,4.5505107825982725,7.159862101025248,0.006444174208062568,4.546184329191844,0,99,100,99,100,100,18.73355830983015,0,1,0.0,0
1773:native_common,fixed_5s_090,4750,4849,90.00000134110451,94.95000141486526,4.950000073760748,100,5.069563740788431,10.044437209617248,0.006882651999555625,5.0628983330726625,0,99,100,99,90,100,10.380418159823236,0,1,0.0,0
1773:native_common,fixed_5s_095,4850,4949,95.00000141561031,99.95000148937106,4.950000073760748,100,4.9278303093917515,8.161000068216447,0.006936075407947693,4.922011111577351,0,99,100,99,85,100,6.173113633743502,0,1,0.0,0
1773:native_common,fixed_5s_100,4950,5049,100.00000149011612,104.95000156387687,4.950000073760748,100,5.284101511140248,18.959275657820307,0.0045996211953676785,5.280910241603851,0,95,100,95,91,100,6.930327324755117,0,5,0.0,0
1773:native_common,fixed_5s_105,5050,5149,105.00000156462193,109.95000163838267,4.950000073760748,100,5.379442010467849,7.743792257558093,0.007068527563157425,5.37656046072642,0,99,100,99,99,100,10.409730941174722,0,1,0.0,0
1773:native_common,fixed_5s_110,5150,5249,110.00000163912773,114.95000171288848,4.950000073760748,100,5.135213746639397,9.609716480424167,0.006959358792441572,5.12024515748024,0,99,100,99,100,100,20.257763312555927,0,1,0.0,0
1773:native_common,fixed_5s_115,5250,5349,115.00000171363354,119.95000178739429,4.950000073760748,100,4.860139838235123,10.526216124904275,0.0074741681531748936,4.83774043560028,0,100,100,100,100,100,16.51645062826085,0,0,0.0,0
1773:native_common,fixed_5s_120,5350,5449,120.00000178813934,124.95000186190009,4.950000073760748,100,5.253563260059129,10.299209373302029,0.00697272299901251,5.240828160444895,0,99,100,99,99,100,15.62750601570854,0,1,0.0,0
1773:native_common,fixed_5s_125,5450,5549,125.00000186264515,129.9500019364059,4.950000073760748,100,4.9422059081750565,9.790926594547516,0.007624300220167349,4.927638353506723,0,100,100,100,98,100,17.792980968761352,0,0,0.0,0
1773:native_common,fixed_5s_130,5550,5649,130.00000193715096,134.9500020109117,4.950000073760748,100,5.256525345146471,10.629876204567545,0.006690913732467369,5.253347927729289,0,99,100,99,96,100,13.26642764530399,0,1,0.0,0
1773:native_common,fixed_5s_135,5650,5749,135.00000201165676,139.9500020854175,4.950000073760748,100,5.2283246370569945,12.593965751223873,0.0021598957463804815,5.220287998119989,0,97,100,97,97,100,19.335714020742948,0,3,0.0,0
1773:native_common,fixed_5s_140,5750,5849,140.00000208616257,144.95000215992332,4.950000073760748,100,5.335680936379609,10.988625022488153,0.00281804562723724,5.328821457227072,0,98,100,98,97,100,12.963466135233505,0,2,0.0,0
1773:native_common,fixed_5s_145,5850,5949,145.00000216066837,149.95000223442912,4.950000073760748,100,5.36930162449507,10.538309094543074,0.0032484616363191326,5.366525886853537,0,100,100,100,95,100,12.130124726676438,0,0,0.0,0
1773:native_common,fixed_5s_150,5950,6049,150.00000223517418,154.95000230893493,4.950000073760748,100,5.121755983686031,12.470684057213335,0.002846550688492752,5.113544896443685,0,97,100,97,99,100,11.809234789657367,0,3,0.0,0
1773:native_common,fixed_5s_155,6050,6149,155.00000230967999,159.95000238344073,4.950000073760748,100,5.396930375796532,12.012182402633286,0.002479300923864553,5.392743420600891,0,97,100,97,85,100,5.0019591284608245,0,3,0.0,0
1773:native_common,fixed_5s_160,6150,6249,160.0000023841858,164.95000245794654,4.950000073760748,100,5.402507721280707,18.599792402279817,0.0014649077451518071,5.39402116060257,0,95,100,95,93,100,6.571668149173169,0,5,0.0,0
1773:native_common,fixed_5s_165,6250,6349,165.0000024586916,169.95000253245234,4.950000073760748,100,5.273347718882312,11.150211164393301,0.002243615192657835,5.267126405239106,0,97,100,97,97,100,12.8501625358707,0,3,0.0,0
1773:native_common,fixed_5s_170,6350,6449,170.0000025331974,174.95000260695815,4.950000073760748,100,5.197877872712172,11.475370316884462,0.0027373126630862755,5.189047241210938,0,98,100,98,100,100,18.13173676819621,0,2,0.0,0
1773:native_common,fixed_5s_175,6450,6549,175.0000026077032,179.95000268146396,4.950000073760748,100,5.46604745561857,9.67051501436889,0.003090805295835087,5.464211738109588,0,97,100,97,100,100,10.313528546337793,0,3,0.0,0
1773:native_common,fixed_5s_180,6550,6649,180.00000268220901,184.95000275596976,4.950000073760748,100,5.136158659293618,9.39903336679438,0.0024768645792839204,5.1304641799132025,0,98,100,98,100,100,14.551665297651773,0,2,0.0,1
1773:native_common,fixed_5s_185,6650,6749,185.00000275671482,189.95000283047557,4.950000073760748,100,5.026275242942029,14.361320705230058,0.0028189706779715037,5.018067270914714,0,96,100,96,92,100,10.732855256189307,0,4,0.0,0
1773:native_common,fixed_5s_190,6750,6849,190.00000283122063,194.95000290498137,4.950000073760748,100,4.694676079672869,13.192297966382249,0.0038995704338249063,4.681538245677948,0,95,100,95,96,100,16.583182705706797,0,5,0.0,3
1773:native_common,fixed_5s_195,6850,6949,195.00000290572643,199.95000297948718,4.950000073760748,100,3.129554421928369,11.268050907402557,0.003234023571987856,2.642054081956546,0,97,100,97,97,100,-45.267541701833906,0,3,0.0,66
1773:native_common,low_speed_run_00,3361,3516,20.550000306218863,28.300000421702862,7.750000115483999,156,0.44884882127450076,156.73302657745455,0.04088680960864279,0.4461624263049478,84,72,156,72,152,156,22.726242545416433,0,0,0.0,0
1773:native_common,low_speed_run_01,3675,6949,36.25000054016709,199.95000297948718,163.7000024393201,3275,4.620174056755483,12.132424848574624,0.00572201428347085,4.463066793939539,0,3207,3275,3207,3162,3275,13.502120995668147,0,68,0.0,70
1773:pi_common,full,7125,11124,0.0,199.95000297948718,199.95000297948718,4000,3.8725464271310583,14.035548115407284,0.22930014910641838,3.831331050927666,36,3927,3629,3581,3939,3999,17.83506998104284,0,47,0.0,0
1773:pi_common,precontact,7125,7545,0.0,21.000000312924385,21.000000312924385,421,1.77256422172376,47.80028467883251,2.129777592173924,2.799739686019778,36,395,52,51,404,420,13.155634560264803,0,0,0.0,0
1773:pi_common,contact_and_after,7546,11124,21.050000313669443,199.95000297948718,178.90000266581774,3579,4.048181232768308,11.044498249798192,0.005745803330665422,3.952389551419791,0,3532,3577,3530,3535,3579,18.384207415165992,0,47,0.0,0
1773:pi_common,fixed_5s_000,7125,7224,0.0,4.950000073760748,4.950000073760748,100,3.554733373629091,52.00310183948808,4.580669578701321,7.19109927283393,0,93,14,13,97,99,7.382310491998619,0,0,0.0,0
1773:pi_common,fixed_5s_005,7225,7324,5.000000074505806,9.950000148266554,4.950000073760748,100,0.6298287152432487,59.951045825604886,2.810273298826131,2.9012539544639484,0,83,0,0,96,100,6.618264838063404,0,0,0.0,0
1773:pi_common,fixed_5s_010,7325,7424,10.000000149011612,14.95000022277236,4.950000073760748,100,0.3272763506446922,25.92498045442382,0.7916747044921957,0.8176207843298714,6,100,0,0,97,100,15.920493628244765,0,0,0.0,0
1773:pi_common,fixed_5s_015,7425,7524,15.000000223517418,19.950000297278166,4.950000073760748,100,0.37960567141116414,41.888051474298976,0.6234806483469719,0.7161744109417002,29,99,32,32,94,100,22.343956979193173,0,0,0.0,0
1773:pi_common,fixed_5s_020,7525,7624,20.000000298023224,24.950000371783972,4.950000073760748,100,2.2506255867609273,68.08323698056178,0.1885175388345561,2.1059224090973534,1,99,83,83,94,100,11.461444783247845,0,0,0.0,0
1773:pi_common,fixed_5s_025,7625,7724,25.00000037252903,29.950000446289778,4.950000073760748,100,2.484903937032874,12.379423524018502,0.010283179219886411,2.3786345959703126,0,100,100,100,92,100,12.403030444657773,0,0,0.0,0
1773:pi_common,fixed_5s_030,7725,7824,30.000000447034836,34.950000520795584,4.950000073760748,100,2.8549183380625514,10.87118819098368,0.00999025449326562,2.7509852083524065,0,100,100,100,99,100,15.577201581409755,0,0,0.0,0
1773:pi_common,fixed_5s_035,7825,7924,35.00000052154064,39.95000059530139,4.950000073760748,100,3.033055962723639,16.29954382674664,0.009232961443407012,2.9209210902452467,0,97,100,97,95,100,17.755992247792168,0,3,0.0,0
1773:pi_common,fixed_5s_040,7925,8024,40.00000059604645,44.950000669807196,4.950000073760748,100,3.3758255567141924,10.237662312126732,0.010171806435472946,3.3170399971803026,0,100,100,100,99,100,20.460186350496794,0,0,0.0,0
1773:pi_common,fixed_5s_045,8025,8124,45.000000670552254,49.950000744313,4.950000073760748,100,3.5065544528332144,29.651604690612817,0.005056504752255879,3.373297518491745,0,95,100,95,99,100,21.003688749926265,0,5,0.0,0
1773:pi_common,fixed_5s_050,8125,8224,50.00000074505806,54.95000081881881,4.950000073760748,100,3.626893704063071,14.93572632866742,0.001078862615964185,3.597540486852328,0,95,100,95,100,100,19.55607707874166,0,5,0.0,0
1773:pi_common,fixed_5s_055,8225,8324,55.000000819563866,59.950000893324614,4.950000073760748,100,3.4233668665829007,10.091738389593369,0.002829486704483693,3.404731503725052,0,99,100,99,99,100,17.749184070043608,0,1,0.0,0
1773:pi_common,fixed_5s_060,8325,8424,60.00000089406967,64.95000096783042,4.950000073760748,100,3.751891084767116,11.703843866256522,0.0031785946187511804,3.7418958906332653,0,100,100,100,100,100,19.55036799682201,0,0,0.0,0
1773:pi_common,fixed_5s_065,8425,8524,65.00000096857548,69.95000104233623,4.950000073760748,100,3.729129711270817,6.45839553736209,0.002225431954116175,3.7173620009422303,0,100,100,100,100,100,21.42775197284918,0,0,0.0,0
1773:pi_common,fixed_5s_070,8525,8624,70.00000104308128,74.95000111684203,4.950000073760748,100,3.733132993879376,8.632209473660389,0.0022096165112072126,3.7201239705085754,0,99,100,99,100,100,26.450619129982112,0,1,0.0,0
1773:pi_common,fixed_5s_075,8625,8724,75.00000111758709,79.95000119134784,4.950000073760748,100,3.311259216414942,5.42186722920048,0.0021050230290024486,3.282760422627131,0,100,100,100,100,100,23.137652470427106,0,0,0.0,0
1773:pi_common,fixed_5s_080,8725,8824,80.0000011920929,84.95000126585364,4.950000073760748,100,3.394894930885622,7.064800196938026,0.0016565175154851842,3.3774476784467695,0,98,100,98,99,100,23.19558203685365,0,2,0.0,0
1773:pi_common,fixed_5s_085,8825,8924,85.0000012665987,89.95000134035945,4.950000073760748,100,3.7617837246975925,6.72495220955099,0.00159170197945049,3.7496456372737885,0,99,100,99,100,100,24.027944542698876,0,1,0.0,0
1773:pi_common,fixed_5s_090,8925,9024,90.00000134110451,94.95000141486526,4.950000073760748,100,3.730872582684372,5.286815441840828,0.001245868486058312,3.7175582206249236,0,100,100,100,100,100,24.474554356675785,0,0,0.0,0
1773:pi_common,fixed_5s_095,9025,9124,95.00000141561031,99.95000148937106,4.950000073760748,100,3.7368475803718573,9.222932555534824,0.0021390969793567806,3.7240326015154523,0,99,100,99,100,100,23.382052006855798,0,1,0.0,0
1773:pi_common,fixed_5s_100,9125,9224,100.00000149011612,104.95000156387687,4.950000073760748,100,3.8929044297696414,6.955927309442553,0.0021660208960403303,3.881725852092107,0,99,100,99,100,100,21.22239133884818,0,1,0.0,0
1773:pi_common,fixed_5s_105,9225,9324,105.00000156462193,109.95000163838267,4.950000073760748,100,3.7456527445233,6.196147442141629,0.001949511225579465,3.7377398729324343,0,100,100,100,100,100,18.78590494793102,0,0,0.0,0
1773:pi_common,fixed_5s_110,9325,9424,110.00000163912773,114.95000171288848,4.950000073760748,100,3.7709348129710913,7.528347862492526,0.0015359959685115896,3.7607255681355793,0,99,100,99,99,100,16.82462254813968,0,1,0.0,0
1773:pi_common,fixed_5s_115,9425,9524,115.00000171363354,119.95000178739429,4.950000073760748,100,3.983517112191536,5.774153135998005,0.0019015839238513983,3.969160458644231,0,100,100,100,100,100,17.65380478130356,0,0,0.0,0
1773:pi_common,fixed_5s_120,9525,9624,120.00000178813934,124.95000186190009,4.950000073760748,100,3.808833208671231,6.622366718043358,0.002319618162888475,3.800783628622691,0,100,100,100,100,100,15.828195688241841,0,0,0.0,0
1773:pi_common,fixed_5s_125,9625,9724,125.00000186264515,129.9500019364059,4.950000073760748,100,3.797050901761041,7.003516315318827,0.0019770858821485573,3.7787766885757446,0,97,100,97,99,100,14.802270607356553,0,3,0.0,0
1773:pi_common,fixed_5s_130,9725,9824,130.00000193715096,134.9500020109117,4.950000073760748,100,3.7824437942199047,7.677763972226607,0.0016371488547293755,3.7657235169410708,0,100,100,100,98,100,18.60539896250835,0,0,0.0,0
1773:pi_common,fixed_5s_135,9825,9924,135.00000201165676,139.9500020854175,4.950000073760748,100,3.784811748638219,8.03095735203191,0.007386088726520322,3.7636151166756946,0,100,100,100,99,100,17.563097410257686,0,0,0.0,0
1773:pi_common,fixed_5s_140,9925,10024,140.00000208616257,144.95000215992332,4.950000073760748,100,4.134469251823179,9.522425254792017,0.009984744704634,4.128940949042638,0,99,100,99,100,100,23.221190465108783,0,1,0.0,0
1773:pi_common,fixed_5s_145,10025,10124,145.00000216066837,149.95000223442912,4.950000073760748,100,4.405171243290758,9.709565673248914,0.00886449611313692,4.404567592938741,0,100,100,100,100,100,20.972075492560425,0,0,0.0,0
1773:pi_common,fixed_5s_150,10125,10224,150.00000223517418,154.95000230893493,4.950000073760748,100,4.944821086556211,14.640564512633938,0.008270919308361543,4.938821368217468,0,96,100,96,100,100,14.897196098328147,0,4,0.0,0
1773:pi_common,fixed_5s_155,10225,10324,155.00000230967999,159.95000238344073,4.950000073760748,100,5.191603682985337,10.591041193351792,0.009242273850563788,5.191169044971466,0,98,100,98,91,100,6.255643150994225,0,2,0.0,0
1773:pi_common,fixed_5s_160,10325,10424,160.0000023841858,164.95000245794654,4.950000073760748,100,5.3400063526425035,12.140879771158586,0.008722116255844608,5.338388640880584,0,98,100,98,98,100,11.036836426988655,0,2,0.0,0
1773:pi_common,fixed_5s_165,10425,10524,165.0000024586916,169.95000253245234,4.950000073760748,100,4.889568716955599,13.573744850590996,0.008453649959974307,4.873590898116429,0,98,100,98,100,100,19.445437781357963,0,2,0.0,0
1773:pi_common,fixed_5s_170,10525,10624,170.0000025331974,174.95000260695815,4.950000073760748,100,4.718815119581583,13.044629159650789,0.009334692800340931,4.707359139521916,0,100,100,100,100,100,18.709860763599117,0,0,0.0,0
1773:pi_common,fixed_5s_175,10625,10724,175.0000026077032,179.95000268146396,4.950000073760748,100,4.577990681748129,12.556981013883448,0.008141493274845691,4.55878412882487,0,98,100,98,99,100,21.670846260127473,0,2,0.0,0
1773:pi_common,fixed_5s_180,10725,10824,180.00000268220901,184.95000275596976,4.950000073760748,100,4.779035131824739,13.043245672480605,0.009255716296022122,4.760315809249878,0,100,100,100,99,100,16.59686620196345,0,0,0.0,0
1773:pi_common,fixed_5s_185,10825,10924,185.00000275671482,189.95000283047557,4.950000073760748,100,5.386222457280103,10.01143054668393,0.00609505748200863,5.38112532456716,0,99,100,99,99,100,11.977863212717168,0,1,0.0,0
1773:pi_common,fixed_5s_190,10925,11024,190.00000283122063,194.95000290498137,4.950000073760748,100,5.26337041884423,14.713433348105049,0.002531449345854045,5.257482062578202,0,93,100,93,100,100,12.989755943160233,0,7,0.0,0
1773:pi_common,fixed_5s_195,11025,11124,195.00000290572643,199.95000297948718,4.950000073760748,100,4.79814646875171,10.791584147297165,0.0026256252855399393,4.781996402740479,0,98,100,98,98,100,20.360657808350183,0,2,0.0,0
1773:pi_common,low_speed_run_00,7548,11124,21.15000031515956,199.95000297948718,178.80000266432762,3577,4.049183841824029,11.040681055431133,0.005200617370524234,3.9534555411235495,0,3530,3577,3530,3533,3577,18.392126646783804,0,47,0.0,0
