version,route_id,preset,cruise_mps,status,gate_pass,ticks,source_dir,full_cte_rms_m,full_cte_p95_m,moving_ticks,moving_cte_rms_m,moving_cte_p95_m,cruise_speed_rms_mps,all_cruise_speed_rms_mps,endpoint_error_m,stop_hold_s,stop_hold_displacement_m,stop_hold_max_speed_mps,controller_step_count,controller_step_median_ms,controller_step_p95_ms,controller_step_max_ms,plan_count,rejoin_plan_count,rejoin_concern_plans,rejoin_concern_fraction,rejoin_max_curvature_inv_m,first_point_speed_p95_mps,first_point_speed_max_mps,controller_reasons,rejoin_reasons,invalid_motion_ticks,trajectory_behind_ticks,pose_error_max_m,failed_gates,validation_sha256,gate_completed,gate_no_collision,gate_full_lateral_rms,gate_full_lateral_p95,gate_cruise_speed,gate_pose,gate_heading,gate_endpoint,gate_hold_duration,gate_hold_displacement,gate_hold_speed,gate_telemetry_complete
v2,17563,tcp,6.0,completed,False,585,/data/runs/b2d/controller/development-v2/17563/baseline/tcp,0.6957156639153074,1.643780856906411,460,0.7820750104843412,1.6953982337201225,0.6223592838215517,1.501749112451785,0.21822221068527847,5.000000074505806,0.0010904017491555759,0.0022600719314032985,585,0.12430000060703605,0.179604603908956,0.2847860014298931,147,147,10,0.06802721088435375,11.90956568959122,5.999958768347395,5.999993260971762,"{""stationary_trajectory"": 101, ""tracking"": 484}","{""rejoin"": 111, ""rejoin_curvature_concern"": 10, ""terminal_hold"": 26}",0,0,0.5080358556848821,"full_lateral_rms,full_lateral_p95,cruise_speed",6007524c9b8b27350f67a56f0d0ff03898631082076e4af69108afb194217cbd,True,True,False,False,False,True,True,True,True,True,True,True
v1,17563,pursuit,6.0,completed,False,585,/data/runs/b2d/controller/development-s-v1/17563/pursuit,0.18905214010360266,0.44232928438953883,463,0.21239884170844106,0.4959541059975915,0.6363210535788577,1.505579958365528,0.26593054153310075,5.000000074505806,0.0005458948811710727,0.009532302155456536,585,0.11922600242542103,0.19051680283155287,0.3506880020722747,147,0,0,,,6.757414328147781,12.881960106401284,"{""stationary_trajectory"": 101, ""tracking"": 484}",{},0,0,0.5080358556848821,cruise_speed,252a01e12cec06fcd06ff5ad36ea1279f2aca05dcbad525e396579b5a5155a1b,True,True,True,True,False,True,True,True,True,True,True,True
v2,17563,pursuit,6.0,completed,False,590,/data/runs/b2d/controller/development-v2/17563/baseline/pursuit,0.1954286708006344,0.45569127365299206,467,0.21964674692549277,0.5245682358667191,0.6443963143653287,1.507566442422412,0.26657390584259105,5.000000074505806,0.0012156507331290446,0.0033126463115952767,590,0.11047999942093156,0.1655644991842564,0.34705000143731013,148,148,7,0.0472972972972973,8.43465006965699,5.99999637062891,5.999999967276348,"{""stationary_trajectory"": 102, ""tracking"": 488}","{""rejoin"": 115, ""rejoin_curvature_concern"": 7, ""terminal_hold"": 26}",0,0,0.5080358556848821,cruise_speed,b01d485d262c23e3f74c7c5fe02dc49f243968a74fe730794508acf448514fea,True,True,True,True,False,True,True,True,True,True,True,True
v2max,17563,pursuit,6.0,completed,False,596,/data/runs/b2d/controller/development-v2/17563/max/pursuit,0.1543226995945846,0.38060444643464375,473,0.17299077374061564,0.43430297723520445,0.7547347732038965,1.5378578515578234,0.2812230822623201,5.000000074505806,0.0008729443455466541,0.013869307650600345,596,0.1249939996341709,0.17808974916988518,0.41045000398298725,149,149,5,0.03355704697986577,6.192969242262625,5.999999122340359,5.999999968206212,"{""stationary_trajectory"": 100, ""stop_hold"": 1, ""tracking"": 495}","{""rejoin"": 119, ""rejoin_curvature_concern"": 5, ""terminal_hold"": 25}",0,0,0.5080358556848821,cruise_speed,48734632f3964a70a58f0edd74ff5ae3ca4a23df02c85dc7c0903f3f1a4ddc15,True,True,True,True,False,True,True,True,True,True,True,True
v1,24240,carla,8,completed,True,454,/data/runs/b2d/controller/development3/24240/carla,0.12849802391582105,0.24177870418570085,327,0.15061887815528863,0.2512005537939732,0.22639193465377125,2.5529369568212807,0.08572056391818059,5.000000074505806,0.0005006113938192249,0.00245575709836684,454,0.09310399946116377,0.1588997489307075,0.21965199994156137,114,0,0,,,10.075191822644994,12.286322451219082,"{""stationary_trajectory"": 102, ""tracking"": 352}",{},0,0,0.5075688839609119,,e1c5e485750475bbfe3f0f89b016a05d54f410870e92f72597d679c6d8f19670,True,True,True,True,True,True,True,True,True,True,True,True
v2,24240,carla,8.0,completed,True,453,/data/runs/b2d/controller/development-v2/24240/baseline/carla,0.13200230127848128,0.24391722306062272,330,0.1537205379629192,0.25510276130805065,0.22177933717656934,2.551508460370885,0.07952746150361902,5.000000074505806,0.0004704894194000143,0.008472776141167981,453,0.09830199996940792,0.15103040350368246,0.21618900063913316,114,114,8,0.07017543859649122,1.579782515368333,7.999995686748219,7.9999995207118175,"{""stationary_trajectory"": 101, ""tracking"": 352}","{""rejoin"": 80, ""rejoin_curvature_concern"": 8, ""terminal_hold"": 26}",0,0,0.5075688839609119,,a01c7a5c02d0c0d10ea469baf48bce81030aa17b7dec3fe13c191112060bfd4f,True,True,True,True,True,True,True,True,True,True,True,True
v1,24240,tcp,8,completed,True,453,/data/runs/b2d/controller/development3/24240/tcp,0.16460395154790755,0.36394688117440704,324,0.18620778028305499,0.4379025768783588,0.19027495490692847,2.55407465790673,0.11507459297868558,5.000000074505806,0.00036421015430047925,0.007228643625929064,453,0.10362600005464628,0.1747734007949475,0.32621200080029666,114,0,0,,,10.061563081608629,12.286313471557111,"{""stationary_trajectory"": 101, ""tracking"": 352}",{},0,0,0.5075688839609119,,ccac3add100bf40cdda62ee2e8449e485e2ad2e211ecf3aa7fe976c7d8e6beed,True,True,True,True,True,True,True,True,True,True,True,True
v2,24240,tcp,8.0,completed,True,453,/data/runs/b2d/controller/development-v2/24240/baseline/tcp,0.19841951630455867,0.5043170976779217,323,0.23415112585172626,0.5702707001750196,0.19528296846480683,2.5516275253548546,0.09160034059550479,5.000000074505806,0.00026589468348724204,0.004246745380932492,453,0.0997139941318892,0.1565681974170729,0.2280670014442876,114,114,8,0.07017543859649122,2.554374472447523,7.999972012679159,7.999999535184303,"{""stationary_trajectory"": 101, ""tracking"": 352}","{""rejoin"": 80, ""rejoin_curvature_concern"": 8, ""terminal_hold"": 26}",0,0,0.5075688839609119,,7dfb3826824b6e08fccd8448c9a41f7edd86f4e11d05023f6618cbef5e002dd4,True,True,True,True,True,True,True,True,True,True,True,True
v1,24240,pursuit,8,completed,True,453,/data/runs/b2d/controller/development3/24240/pursuit,0.09932043651723829,0.17692864701481367,330,0.11365797993968846,0.19080421212650706,0.22645855549247884,2.5449356925316673,0.08150552278368815,5.000000074505806,0.0008851752618407309,0.02207132966966728,453,0.09466100163990632,0.1687919997493736,0.3391520003788173,114,0,0,,,10.011386262985932,12.286318919505181,"{""stationary_trajectory"": 101, ""tracking"": 352}",{},0,0,0.5075688839609119,,190d8dfeeb75b67ff98e5e9cce8b1ae16ab49d4fdca7927cbdeb8cc2a043bda2,True,True,True,True,True,True,True,True,True,True,True,True
v2,24240,pursuit,8.0,completed,True,454,/data/runs/b2d/controller/development-v2/24240/baseline/pursuit,0.09917910721808287,0.1815314575923397,328,0.1142590847609792,0.1947123680038898,0.24139377530801345,2.5456471282594633,0.11654655021660816,5.000000074505806,0.0008108836721467279,0.0064280711979661205,454,0.09902799865812995,0.15299934930226297,0.3006449987879023,114,114,8,0.07017543859649122,2.4609006778847387,7.999987407192971,7.9999988560753295,"{""stationary_trajectory"": 102, ""tracking"": 352}","{""rejoin"": 80, ""rejoin_curvature_concern"": 8, ""terminal_hold"": 26}",0,0,0.5075688839609119,,e9b66e9440d7914fee27c724c38aa5764fae11d8839f7cb8113ed16d60d0ac84,True,True,True,True,True,True,True,True,True,True,True,True
v2max,24240,pursuit,8.0,completed,True,455,/data/runs/b2d/controller/development-v2/24240/max/pursuit,0.0823043431029986,0.16117302726842128,330,0.09194665567734785,0.176097583140329,0.21980631858473687,2.5473842442877817,0.08863351255630175,5.000000074505806,0.0007571882794989871,0.020350639905598048,455,0.09944500197889283,0.15855230012675742,0.23751999833621085,114,114,9,0.07894736842105263,17.653650094158806,7.99999117043346,7.999998960194885,"{""stationary_trajectory"": 99, ""stop_hold"": 2, ""tracking"": 354}","{""rejoin"": 80, ""rejoin_curvature_concern"": 9, ""terminal_hold"": 25}",0,0,0.5075688839609119,,3c3942cca88f9ec7471dc8ac9af84d3696757a8d22738f5ab12bbf24fc274a5e,True,True,True,True,True,True,True,True,True,True,True,True
v1,26966,carla,8,completed,True,392,/data/runs/b2d/controller/development3/26966/carla,0.2014797465633913,0.4414657699470773,264,0.2420808111905953,0.6120903258147482,0.2205837181188913,2.916813377818777,0.1925152537012054,5.000000074505806,0.00038052325804496486,0.008638990676114393,392,0.08626250019005965,0.1546639501611935,0.22445799913839437,98,0,0,,,11.875292391934439,13.341636190294166,"{""stationary_trajectory"": 100, ""stop_hold"": 1, ""tracking"": 291}",{},0,0,0.6045418524014513,,4a59f954f3efe4ec63f09fc2070d7ea2e1dc6e54766576d2388e3b6c55033f9a,True,True,True,True,True,True,True,True,True,True,True,True
v2,26966,carla,8.0,completed,True,390,/data/runs/b2d/controller/development-v2/26966/baseline/carla,0.24846644971726817,0.727401589586038,267,0.29705247912754595,0.8017742035372982,0.23800313741945558,2.9102797151194073,0.23068306712343684,5.000000074505806,0.0006002606383129946,0.0029404015755493374,390,0.08782450095168315,0.14524354883178597,0.2031050025834702,98,98,5,0.05102040816326531,6.633877343787528,7.999997533089695,7.999999992720752,"{""stationary_trajectory"": 102, ""tracking"": 288}","{""rejoin"": 67, ""rejoin_curvature_concern"": 5, ""terminal_hold"": 26}",0,0,0.5640835110867192,,e2ff5d527c495139968eb65bcfcfcd272d06db36c7864f6b55aee1060fa4858e,True,True,True,True,True,True,True,True,True,True,True,True
v1,26966,tcp,8,completed,False,382,/data/runs/b2d/controller/development3/26966/tcp,0.7027817917414994,1.5253825283157498,255,0.8121689991914828,1.7730764614934682,0.6962484823734936,2.915899209324507,0.4565909974214617,5.000000074505806,0.0003527040306438517,0.010612900108412662,382,0.08781500218901783,0.1412550023815129,0.2076010023301933,96,0,0,,,11.927508591610524,13.341636190294166,"{""stationary_trajectory"": 94, ""tracking"": 276, ""trajectory_behind"": 12}",{},0,12,0.6722999160894875,"full_lateral_rms,full_lateral_p95,cruise_speed",b504568d6a3e369d28f9d8515b4b59bd4f7aca11f4d2a776de2a89066bf0a3c8,True,True,False,False,False,True,True,True,True,True,True,True
v2,26966,tcp,8.0,completed,False,406,/data/runs/b2d/controller/development-v2/26966/baseline/tcp,1.1161287771687103,3.1163200715158235,282,1.3281604911715164,3.3161073013165794,0.21655297457211475,2.8217369843145987,0.27524220685800527,5.000000074505806,0.0006744246532497137,0.0029491355119151937,406,0.08808950224192813,0.1314229975832859,0.5567350017372519,102,102,15,0.14705882352941177,27.386837568653164,7.999957976679457,7.999999955967862,"{""stationary_trajectory"": 102, ""tracking"": 304}","{""rejoin"": 61, ""rejoin_curvature_concern"": 15, ""terminal_hold"": 26}",0,0,0.614402902847023,"full_lateral_rms,full_lateral_p95",ede27912de362a5d553e5e92ebde2b49b4a5473e6a738f77ab13f232545a6682,True,True,False,False,True,True,True,True,True,True,True,True
v1,26966,pursuit,8,completed,True,393,/data/runs/b2d/controller/development3/26966/pursuit,0.3422457596555988,0.9827232620898847,269,0.4093086253385097,1.080872660463279,0.26657532856058697,2.8959026299572135,0.22429597626234657,5.000000074505806,0.00047750177242050513,0.004017766387455329,393,0.08663799962960184,0.14204840117599812,0.25840099988272414,99,0,0,,,11.809296582402968,13.341636190294166,"{""stationary_trajectory"": 101, ""tracking"": 292}",{},0,0,0.5496190124245676,,acd70f0a9b29d7837759a6e3f969730c2767ee09b0f114695cbb8af92a403a34,True,True,True,True,True,True,True,True,True,True,True,True
v2,26966,pursuit,8.0,completed,True,406,/data/runs/b2d/controller/development-v2/26966/baseline/pursuit,0.3390580384910568,0.9729289916915533,280,0.401782377785193,1.074723893506021,0.22706521704972318,2.8852708513992344,0.1536498376291057,5.000000074505806,0.000700580976573179,0.002864087118758483,406,0.08729850014788099,0.1376114996674005,0.22680799884255975,102,102,9,0.08823529411764706,12.970523018200398,7.999997568410038,7.999999921787049,"{""stationary_trajectory"": 102, ""tracking"": 304}","{""rejoin"": 67, ""rejoin_curvature_concern"": 9, ""terminal_hold"": 26}",0,0,0.5537363993601685,,010f7de8f452da4a49272af4f8de4be48a99597eb90588f7a24833845c8415ee,True,True,True,True,True,True,True,True,True,True,True,True
v2max,26966,pursuit,8.0,completed,True,397,/data/runs/b2d/controller/development-v2/26966/max/pursuit,0.2581925807509396,0.7638080590769623,273,0.3010343374341461,0.8010287129691996,0.22819898986637002,2.8789523794194594,0.22794661264158353,5.000000074505806,0.0007527434830099969,0.019648193956004666,397,0.0857760023791343,0.14008220605319366,0.3003090023412369,100,100,7,0.07,6.129998301054205,7.999995809632885,7.99999991078405,"{""stationary_trajectory"": 101, ""tracking"": 296}","{""rejoin"": 67, ""rejoin_curvature_concern"": 7, ""terminal_hold"": 26}",0,0,0.5939542324588692,,fd9d0fcfdad0937153bb30213d1b39eeec45ea44cd50ca1bf6d8d68d2950e3fe,True,True,True,True,True,True,True,True,True,True,True,True
v1,25854,carla,8,completed,True,530,/data/runs/b2d/controller/development3/25854/carla,0.1144271726507664,0.2700785345833077,409,0.12472034211491151,0.2814624603796142,0.23425695618590725,2.2456807598433595,0.12418426050853769,5.000000074505806,0.0009162731565015505,0.0026587285029408716,530,0.09215200043399818,0.14941549870854942,0.21803700292366557,133,0,0,,,9.346651829323552,15.372148285657941,"{""stationary_trajectory"": 102, ""tracking"": 428}",{},0,0,0.5075807557668843,,221cd1877cbf95e9559709f7fef3ec941d82a39c7de33dfb74c88142070f91f2,True,True,True,True,True,True,True,True,True,True,True,True
v2,25854,carla,8.0,completed,True,534,/data/runs/b2d/controller/development-v2/25854/baseline/carla,0.1112825379034118,0.26753883913040283,408,0.12163199994787371,0.27740812592289105,0.21799105025807688,2.245196354153505,0.08521787193190614,5.000000074505806,0.0006983139557220949,0.00472236812274743,534,0.09010750000015832,0.14278435373853424,0.35593500069808215,134,134,7,0.05223880597014925,11.809186901882377,7.9999987938504535,7.999999996155066,"{""stationary_trajectory"": 102, ""tracking"": 432}","{""rejoin"": 101, ""rejoin_curvature_concern"": 7, ""terminal_hold"": 26}",0,0,0.5075807557668843,,1b7b2b7c63a955a70081c3011fff49a69f84761679e2bf4151a1897e3e0636b2,True,True,True,True,True,True,True,True,True,True,True,True
v1,25854,tcp,8,completed,True,529,/data/runs/b2d/controller/development3/25854/tcp,0.12402418595827001,0.27823544080620044,401,0.13887791162242352,0.28385036145884673,0.19607634558647946,2.245177024548182,0.0907687094676814,5.000000074505806,0.00039858122029037634,0.00822177036214893,529,0.09337799929198809,0.1462300009734463,0.27429600231698714,133,0,0,,,9.351801892137784,15.372148285657941,"{""stationary_trajectory"": 101, ""tracking"": 428}",{},0,0,0.5075807557668843,,3d5f87ef09d2633d6e1d71bd1fb3bf7d928501b7b5cbd438761d6436d7304f91,True,True,True,True,True,True,True,True,True,True,True,True
v2,25854,tcp,8.0,completed,True,529,/data/runs/b2d/controller/development-v2/25854/baseline/tcp,0.15431992784648063,0.34312494415564854,406,0.1729178027740402,0.3487973132364558,0.19368167914688003,2.239403292839989,0.10622526458422907,5.000000074505806,0.00045887781711441867,0.00929267158643001,529,0.09214499732479453,0.13415699795586988,0.2247969969175756,133,133,6,0.045112781954887216,14.971879174684487,7.999998045146149,7.999999995813996,"{""stationary_trajectory"": 101, ""tracking"": 428}","{""rejoin"": 101, ""rejoin_curvature_concern"": 6, ""terminal_hold"": 26}",0,0,0.5075807557668843,,aaad7916318beb5f47ab1d783307ad6a89a75578b4bcdd4ec397912407191c85,True,True,True,True,True,True,True,True,True,True,True,True
v1,25854,pursuit,8,completed,True,537,/data/runs/b2d/controller/development3/25854/pursuit,0.11126470588197433,0.2534353691369422,408,0.12504332291924378,0.2744763982366997,0.22031235568439567,2.2415270831221665,0.056352072078976634,5.000000074505806,0.0004479852830430318,0.01202073976242476,537,0.0884000000951346,0.14076339939492755,0.19889599934685975,135,0,0,,,9.164682937574424,15.372148285657941,"{""stationary_trajectory"": 101, ""tracking"": 436}",{},0,0,0.5075807557668843,,7fa5c08889e5a281ebc1cb4c569d55dd6d4c07132c1bc26ba2fc8f749eba8d61,True,True,True,True,True,True,True,True,True,True,True,True
v2,25854,pursuit,8.0,completed,True,538,/data/runs/b2d/controller/development-v2/25854/baseline/pursuit,0.11167761338248024,0.26030784360077686,410,0.1254520017076897,0.28058439395521995,0.21859570962847893,2.2385330043703355,0.045002803793617784,5.000000074505806,0.0006199209602554047,0.0025387780406042307,538,0.09174549995805137,0.14354479972098486,0.3838240008917637,135,135,8,0.05925925925925926,9.439343963359708,7.999999035034808,7.9999999715558765,"{""stationary_trajectory"": 102, ""tracking"": 436}","{""rejoin"": 101, ""rejoin_curvature_concern"": 8, ""terminal_hold"": 26}",0,0,0.5075807557668843,,715d63f9a169eb4c76f02920be5a938c40493aa798acd76214dee943d50a39fd,True,True,True,True,True,True,True,True,True,True,True,True
v2max,25854,pursuit,8.0,completed,True,538,/data/runs/b2d/controller/development-v2/25854/max/pursuit,0.09763866195303848,0.2158926027944768,410,0.1085858027608811,0.22687192527629968,0.23808361968057298,2.2380675672132044,0.05568500891830132,5.000000074505806,0.0006065391313423888,0.0028971880301024134,538,0.09054350084625185,0.12952464530826546,0.2227139993919991,135,135,8,0.05925925925925926,8.384244612937993,7.999997782024908,7.999999992678327,"{""stationary_trajectory"": 102, ""tracking"": 436}","{""rejoin"": 101, ""rejoin_curvature_concern"": 8, ""terminal_hold"": 26}",0,0,0.5075807557668843,,a409189c7569fb994c9a0a8d661ed39f007a4915445bc527493c1a506d914590,True,True,True,True,True,True,True,True,True,True,True,True
