t,kind,fold,arm,model,group,n,slope_fit,slope_prior
1.79e+09,q9b_insample,1,Q9b pair grid s0,lebowski,cut-in,306,0.7145,0.1949
1.79e+09,q9b_insample,1,Q9b pair grid s1,lebowski,pedestrian,134,0.7454,0.008138
1.79e+09,q9b_insample,1,Q9b pair grid s1,lebowski,cut-in,306,0.7549,0.1949
1.79e+09,q9b_insample,1,Q9b pair grid s2,lebowski,pedestrian,134,0.7612,0.008138
1.79e+09,q9b_insample,1,Q9b pair grid s2,lebowski,cut-in,306,0.7248,0.1949
1.79e+09,q9b_insample,1,Q9b hard grid,lebowski,pedestrian,134,0.4454,0.008138
1.79e+09,q9b_insample,1,Q9b hard grid,lebowski,cut-in,306,0.4145,0.1949
1.79e+09,q9b_insample,1,Q9b pair pooled-linear,lebowski,pedestrian,134,0.04237,0.008138
1.79e+09,q9b_insample,1,Q9b pair pooled-linear,lebowski,cut-in,306,0.2245,0.1949
1.79e+09,q9b_insample,2,Q9b pair grid s0,lebowski,pedestrian,106,0.7546,0.0007167
1.79e+09,q9b_insample,2,Q9b pair grid s0,lebowski,cut-in,283,0.6902,0.09604
1.79e+09,q9b_insample,2,Q9b pair grid s1,lebowski,pedestrian,106,0.7659,0.0007167
1.79e+09,q9b_insample,2,Q9b pair grid s1,lebowski,cut-in,283,0.7155,0.09604
1.79e+09,q9b_insample,2,Q9b pair grid s2,lebowski,pedestrian,106,0.7651,0.0007167
1.79e+09,q9b_insample,2,Q9b pair grid s2,lebowski,cut-in,283,0.6761,0.09604
1.79e+09,q9b_insample,2,Q9b hard grid,lebowski,pedestrian,106,0.2906,0.0007167
1.79e+09,q9b_insample,2,Q9b hard grid,lebowski,cut-in,283,0.3243,0.09604
1.79e+09,q9b_insample,2,Q9b pair pooled-linear,lebowski,pedestrian,106,0.0282,0.0007167
1.79e+09,q9b_insample,2,Q9b pair pooled-linear,lebowski,cut-in,283,0.136,0.09604
1.79e+09,q9b_insample,3,Q9b pair grid s0,lebowski,pedestrian,131,0.7698,-0.002544
1.79e+09,q9b_insample,3,Q9b pair grid s0,lebowski,cut-in,280,0.7692,0.171
1.79e+09,q9b_insample,3,Q9b pair grid s1,lebowski,pedestrian,131,0.758,-0.002544
1.79e+09,q9b_insample,3,Q9b pair grid s1,lebowski,cut-in,280,0.7716,0.171
1.79e+09,q9b_insample,3,Q9b pair grid s2,lebowski,pedestrian,131,0.7963,-0.002544
1.79e+09,q9b_insample,3,Q9b pair grid s2,lebowski,cut-in,280,0.7798,0.171
1.79e+09,q9b_insample,3,Q9b hard grid,lebowski,pedestrian,131,0.3794,-0.002544
1.79e+09,q9b_insample,3,Q9b hard grid,lebowski,cut-in,280,0.3956,0.171
1.79e+09,q9b_insample,3,Q9b pair pooled-linear,lebowski,pedestrian,131,0.029,-0.002544
1.79e+09,q9b_insample,3,Q9b pair pooled-linear,lebowski,cut-in,280,0.2167,0.171
1.79e+09,q9b_insample,4,Q9b pair grid s0,lebowski,pedestrian,83,0.839,0.006914
1.79e+09,q9b_insample,4,Q9b pair grid s0,lebowski,cut-in,282,0.7393,0.1507
1.79e+09,q9b_insample,4,Q9b pair grid s1,lebowski,pedestrian,83,0.8004,0.006914
1.79e+09,q9b_insample,4,Q9b pair grid s1,lebowski,cut-in,282,0.7506,0.1507
1.79e+09,q9b_insample,4,Q9b pair grid s2,lebowski,pedestrian,83,0.8227,0.006914
1.79e+09,q9b_insample,4,Q9b pair grid s2,lebowski,cut-in,282,0.738,0.1507
1.79e+09,q9b_insample,4,Q9b hard grid,lebowski,pedestrian,83,0.3671,0.006914
1.79e+09,q9b_insample,4,Q9b hard grid,lebowski,cut-in,282,0.2617,0.1507
1.79e+09,q9b_insample,4,Q9b pair pooled-linear,lebowski,pedestrian,83,0.05278,0.006914
1.79e+09,q9b_insample,4,Q9b pair pooled-linear,lebowski,cut-in,282,0.1812,0.1507
