seed,cls,kind,h,src,probe,n_pairs,n_routes,auc,auc_sym,paired_win
2,other,pair,10,oracle,occ,277,2,0.5068,0.5068,0.5560
2,other,pair,10,oracle,ped,277,2,0.5215,0.5215,0.5523
2,other,pair,10,persist,a,277,2,0.4976,0.5024,0.5343
2,other,pair,10,persist,b,277,2,0.4892,0.5108,0.4693
2,other,pair,10,persist,c,277,2,0.4978,0.5022,0.4910
2,other,pair,10,persist,d_front,277,2,0.4958,0.5042,0.4585
2,other,pair,10,persist,occ,277,2,0.5095,0.5095,0.5884
2,other,pair,10,persist,ped,277,2,0.5093,0.5093,0.5018
2,other,pair,10,pred,a,277,2,0.4948,0.5052,0.4946
2,other,pair,10,pred,b,277,2,0.4911,0.5089,0.4801
2,other,pair,10,pred,c,277,2,0.5016,0.5016,0.5126
2,other,pair,10,pred,d_front,277,2,0.4919,0.5081,0.4477
2,other,pair,10,pred,occ,277,2,0.5132,0.5132,0.5848
2,other,pair,10,pred,ped,277,2,0.5085,0.5085,0.5271
2,ped,null,5,oracle,a,2489,33,0.5017,0.5017,0.4869
2,ped,null,5,oracle,b,2489,33,0.5491,0.5491,0.6151
2,ped,null,5,oracle,c,2489,33,0.4312,0.5688,0.4062
2,ped,null,5,oracle,d_front,2489,33,0.4253,0.5747,0.3712
2,ped,null,5,oracle,occ,2489,33,0.5371,0.5371,0.4982
2,ped,null,5,oracle,ped,2489,33,0.4149,0.5851,0.3608
2,ped,null,5,persist,a,2489,33,0.5036,0.5036,0.4906
2,ped,null,5,persist,b,2489,33,0.5487,0.5487,0.6171
2,ped,null,5,persist,c,2489,33,0.4293,0.5707,0.4086
2,ped,null,5,persist,d_front,2489,33,0.4249,0.5751,0.3688
2,ped,null,5,persist,occ,2489,33,0.5360,0.5360,0.4994
2,ped,null,5,persist,ped,2489,33,0.4210,0.5790,0.3660
2,ped,null,5,pred,a,2489,33,0.4908,0.5092,0.4669
2,ped,null,5,pred,b,2489,33,0.5222,0.5222,0.5629
2,ped,null,5,pred,c,2489,33,0.4231,0.5769,0.4154
2,ped,null,5,pred,d_front,2489,33,0.4528,0.5472,0.3994
2,ped,null,5,pred,occ,2489,33,0.5337,0.5337,0.4894
2,ped,null,5,pred,ped,2489,33,0.4109,0.5891,0.3524
2,ped,null,10,oracle,a,2489,33,0.5018,0.5018,0.4837
2,ped,null,10,oracle,b,2489,33,0.5430,0.5430,0.6071
2,ped,null,10,oracle,c,2489,33,0.4336,0.5664,0.4106
2,ped,null,10,oracle,d_front,2489,33,0.4242,0.5758,0.3660
2,ped,null,10,oracle,occ,2489,33,0.5402,0.5402,0.5014
2,ped,null,10,oracle,ped,2489,33,0.4108,0.5892,0.3592
2,ped,null,10,persist,a,2489,33,0.5036,0.5036,0.4906
2,ped,null,10,persist,b,2489,33,0.5487,0.5487,0.6171
2,ped,null,10,persist,c,2489,33,0.4293,0.5707,0.4086
2,ped,null,10,persist,d_front,2489,33,0.4249,0.5751,0.3688
2,ped,null,10,persist,occ,2489,33,0.5360,0.5360,0.4994
2,ped,null,10,persist,ped,2489,33,0.4210,0.5790,0.3660
2,ped,null,10,pred,a,2489,33,0.4907,0.5093,0.4701
2,ped,null,10,pred,b,2489,33,0.5224,0.5224,0.5420
2,ped,null,10,pred,c,2489,33,0.4212,0.5788,0.4186
2,ped,null,10,pred,d_front,2489,33,0.4554,0.5446,0.3889
2,ped,null,10,pred,occ,2489,33,0.5425,0.5425,0.4926
2,ped,null,10,pred,ped,2489,33,0.4144,0.5856,0.3491
2,ped,pair,5,oracle,a,7270,27,0.5032,0.5032,0.5000
2,ped,pair,5,oracle,b,7270,27,0.5086,0.5086,0.5000
2,ped,pair,5,oracle,c,7270,27,0.5065,0.5065,0.5260
2,ped,pair,5,oracle,d_front,7270,27,0.4660,0.5340,0.4409
2,ped,pair,5,oracle,occ,7270,27,0.5134,0.5134,0.5499
2,ped,pair,5,oracle,ped,7270,27,0.5416,0.5416,0.6469
2,ped,pair,5,persist,a,7270,27,0.5032,0.5032,0.5019
2,ped,pair,5,persist,b,7270,27,0.5100,0.5100,0.5056
2,ped,pair,5,persist,c,7270,27,0.5062,0.5062,0.5246
2,ped,pair,5,persist,d_front,7270,27,0.4636,0.5364,0.4367
2,ped,pair,5,persist,occ,7270,27,0.5143,0.5143,0.5525
2,ped,pair,5,persist,ped,7270,27,0.5437,0.5437,0.6476
2,ped,pair,5,pred,a,7270,27,0.5033,0.5033,0.5012
2,ped,pair,5,pred,b,7270,27,0.5085,0.5085,0.5037
2,ped,pair,5,pred,c,7270,27,0.5023,0.5023,0.5208
2,ped,pair,5,pred,d_front,7270,27,0.4637,0.5363,0.4358
2,ped,pair,5,pred,occ,7270,27,0.5144,0.5144,0.5545
2,ped,pair,5,pred,ped,7270,27,0.5440,0.5440,0.6464
2,ped,pair,10,oracle,a,7270,27,0.5036,0.5036,0.5023
2,ped,pair,10,oracle,b,7270,27,0.5069,0.5069,0.4955
2,ped,pair,10,oracle,c,7270,27,0.5073,0.5073,0.5275
2,ped,pair,10,oracle,d_front,7270,27,0.4666,0.5334,0.4425
2,ped,pair,10,oracle,occ,7270,27,0.5133,0.5133,0.5497
2,ped,pair,10,oracle,ped,7270,27,0.5411,0.5411,0.6473
2,ped,pair,10,persist,a,7270,27,0.5032,0.5032,0.5019
2,ped,pair,10,persist,b,7270,27,0.5100,0.5100,0.5056
2,ped,pair,10,persist,c,7270,27,0.5062,0.5062,0.5246
2,ped,pair,10,persist,d_front,7270,27,0.4636,0.5364,0.4367
2,ped,pair,10,persist,occ,7270,27,0.5143,0.5143,0.5525
2,ped,pair,10,persist,ped,7270,27,0.5437,0.5437,0.6476
2,ped,pair,10,pred,a,7270,27,0.5030,0.5030,0.5076
2,ped,pair,10,pred,b,7270,27,0.5049,0.5049,0.4945
2,ped,pair,10,pred,c,7270,27,0.5012,0.5012,0.5206
2,ped,pair,10,pred,d_front,7270,27,0.4642,0.5358,0.4337
2,ped,pair,10,pred,occ,7270,27,0.5148,0.5148,0.5512
2,ped,pair,10,pred,ped,7270,27,0.5433,0.5433,0.6466
