scope,judge,n,delta,lo,hi,model,gate,source
all,ADE dec1-9,17389,0.0007790027302689,9.153377944932994e-05,0.0016247864947811,cinque,g3,stAs0
all,ADE pre_onset dec1-9,1245,0.0009288257570005,-3.573726725012318e-05,0.0022553358590117,cinque,g3,stAs0
Pedestrians,RFS (rater),52,0.0,0.0,0.0,cinque,g3,stAs0
Pedestrians,ADE dec1-9,1637,0.000701813143678,-0.0009865698526589,0.002854275446021,cinque,g3,stAs0
Pedestrians,ADE pre_onset dec1-9,83,-0.000584484601859,-0.0012995464791004,0.0,cinque,g3,stAs0
Cyclists,RFS (rater),71,0.0161745546968165,0.0,0.0485236640904497,cinque,g3,stAs0
Cyclists,ADE dec1-9,2326,6.040753942215815e-05,-0.001489569398894,0.0013916708110633,cinque,g3,stAs0
Cyclists,ADE pre_onset dec1-9,206,0.0024198568426072,-4.1080456154019227e-07,0.0083253837117318,cinque,g3,stAs0
Cut_ins,RFS (rater),20,0.0,0.0,0.0,cinque,g3,stAs0
Cut_ins,ADE dec1-9,724,0.0015977246221154,0.0002582744845968,0.003563323011248,cinque,g3,stAs0
Cut_ins,ADE pre_onset dec1-9,16,0.0006292201578617,0.0,0.0015896088198611,cinque,g3,stAs0
FOD,RFS (rater),78,0.0,0.0,0.0,cinque,g3,stAs0
FOD,ADE dec1-9,3175,0.0003882372402586,4.147943574949313e-06,0.0009204827398643,cinque,g3,stAs0
FOD,ADE pre_onset dec1-9,252,0.0004341835447121,-0.0002124732806169,0.0015202298312778,cinque,g3,stAs0
Intersections,RFS (rater),116,0.0006481729987158,0.0,0.0019231060077429,cinque,g3,stAs0
Intersections,ADE dec1-9,4299,-0.0003515966527629,-0.000879321137094,5.82156694711744e-05,cinque,g3,stAs0
Intersections,ADE pre_onset dec1-9,301,0.0002105195453623,-0.0001585691573883,0.0009179256798589,cinque,g3,stAs0
all,RFS (rater),478,0.0008655760135225,-0.0155379097746939,0.0152646090114239,cinque,g2,stAs0
all,ADE dec1-9,17389,0.0276054516434669,0.0182273823130982,0.0401995834941675,cinque,g2,stAs0
all,ADE pre_onset dec1-9,1245,0.0264484696090221,-0.0003625553731299,0.0589071000996348,cinque,g2,stAs0
Pedestrians,RFS (rater),52,-0.0039762754397069,-0.0631638573228138,0.0435826348362368,cinque,g2,stAs0
Pedestrians,ADE dec1-9,1637,0.0343413464725017,0.0124880186871781,0.060768559895202,cinque,g2,stAs0
Pedestrians,ADE pre_onset dec1-9,83,0.0388542339205741,-0.0521173017899376,0.1949847861175442,cinque,g2,stAs0
Cyclists,RFS (rater),71,0.0172748338809691,-0.0061201051276085,0.0457703573082374,cinque,g2,stAs0
Cyclists,ADE dec1-9,2326,0.0195291154086589,0.0061026910517211,0.0347620114777361,cinque,g2,stAs0
Cyclists,ADE pre_onset dec1-9,206,0.0232814904302358,-0.0691964153844642,0.1539063728499186,cinque,g2,stAs0
Cut_ins,RFS (rater),20,-0.0279403098801048,-0.0963417753506793,0.0300565127733991,cinque,g2,stAs0
Cut_ins,ADE dec1-9,724,0.0246445480734109,0.0104075548712587,0.0423630049054832,cinque,g2,stAs0
Cut_ins,ADE pre_onset dec1-9,16,0.0274693667888641,-0.0300468206405639,0.0755186361425063,cinque,g2,stAs0
FOD,RFS (rater),78,0.002128094447716,-0.0085831838188731,0.0130856133703619,cinque,g2,stAs0
FOD,ADE dec1-9,3175,0.0328582935035228,0.0151245406808106,0.0564012534735706,cinque,g2,stAs0
FOD,ADE pre_onset dec1-9,252,0.0736095309257507,0.0060376050074931,0.1834239090966818,cinque,g2,stAs0
Intersections,RFS (rater),116,-0.0177337366493186,-0.0723324194185423,0.0258461869829892,cinque,g2,stAs0
