scope,n,activation,lo,hi,delta_mag_median_m,model,gate,source,tau
Cyclists,2830,0.0169611307420494,0.0099212288922283,0.0251837627959962,0.2248682379722595,cinque,none,stBs2,1.46044260263443
Cut_ins,885,0.0045197740112994,0.0,0.0102857142857142,0.234085127711296,cinque,none,stBs2,1.46044260263443
FOD,3561,0.0143218197135636,0.0088267536751788,0.0204639469296251,0.2732922434806824,cinque,none,stBs2,1.46044260263443
Intersections,4772,0.0280804694048616,0.01751780026889,0.0407538887987928,0.2944949269294739,cinque,none,stBs2,1.46044260263443
straight_yaw,11597,0.0121583168060705,0.0079443249369444,0.0174782686816721,0.1865767538547516,cinque,g1,stBs2,1.46044260263443
pre_onset,1458,0.0246913580246913,0.0108853163907072,0.0422334037059827,0.2768223583698272,cinque,g1,stBs2,1.46044260263443
all,19663,0.0117479530081879,0.0086135681817281,0.0153396838661043,0.1939985752105713,cinque,g1,stBs2,1.46044260263443
Pedestrians,1831,0.01201529219006,0.0031795660762122,0.023717775077714,0.1799796521663665,cinque,g1,stBs2,1.46044260263443
Cyclists,2830,0.0098939929328621,0.0054190751445086,0.0152592521359417,0.1725136786699295,cinque,g1,stBs2,1.46044260263443
Cut_ins,885,0.0011299435028248,0.0,0.0035971223021582,0.1680908203125,cinque,g1,stBs2,1.46044260263443
FOD,3561,0.0087054198258916,0.004513959429466,0.0137326398274168,0.1886610239744186,cinque,g1,stBs2,1.46044260263443
Intersections,4772,0.0192791282481139,0.0096906821104678,0.0311623612928033,0.2116641551256179,cinque,g1,stBs2,1.46044260263443
straight_yaw,11597,8.622919720617402e-05,0.0,0.0002671915504487,0.0,cinque,g3,stBs2,1.46044260263443
pre_onset,1458,0.0,0.0,0.0,0.0,cinque,g3,stBs2,1.46044260263443
all,19663,5.085693942938514e-05,0.0,0.0001554166591523,0.0,cinque,g3,stBs2,1.46044260263443
Pedestrians,1831,0.0,0.0,0.0,0.0,cinque,g3,stBs2,1.46044260263443
Cyclists,2830,0.0,0.0,0.0,0.0,cinque,g3,stBs2,1.46044260263443
Cut_ins,885,0.0,0.0,0.0,0.0,cinque,g3,stBs2,1.46044260263443
FOD,3561,0.0,0.0,0.0,0.0,cinque,g3,stBs2,1.46044260263443
Intersections,4772,0.0,0.0,0.0,0.0,cinque,g3,stBs2,1.46044260263443
straight_yaw,11597,0.0001724583944123,0.0,0.0005382686626621,0.0366315133869648,cinque,g2,stBs2,1.46044260263443
pre_onset,1458,0.0006858710562414,0.0,0.0021851559636248,0.0350508913397789,cinque,g2,stBs2,1.46044260263443
all,19663,0.0006102832731526,4.99773852453518e-05,0.0016351732019817,0.0338459648191928,cinque,g2,stBs2,1.46044260263443
Pedestrians,1831,0.0,0.0,0.0,0.0369333587586879,cinque,g2,stBs2,1.46044260263443
Cyclists,2830,0.0,0.0,0.0,0.0366166979074478,cinque,g2,stBs2,1.46044260263443
Cut_ins,885,0.0,0.0,0.0,0.0431226603686809,cinque,g2,stBs2,1.46044260263443
FOD,3561,0.0008424599831508,0.0,0.0019073569482288,0.0306099094450473,cinque,g2,stBs2,1.46044260263443
Intersections,4772,0.0018860016764459,0.0,0.0059171597633136,0.0319126471877098,cinque,g2,stBs2,1.46044260263443
straight_yaw,11597,8.622919720617402e-05,0.0,0.000269134331331,0.0452592521905899,cinque,c2,stBs2,1.46044260263443
pre_onset,1458,0.0,0.0,0.0,0.0496657788753509,cinque,c2,stBs2,1.46044260263443
all,19663,5.085693942938514e-05,0.0,0.0001554972153447,0.0421740524470806,cinque,c2,stBs2,1.46044260263443
Pedestrians,1831,0.0,0.0,0.0,0.0384219735860824,cinque,c2,stBs2,1.46044260263443
Cyclists,2830,0.0,0.0,0.0,0.0360669195652008,cinque,c2,stBs2,1.46044260263443
Cut_ins,885,0.0,0.0,0.0,0.03754523396492,cinque,c2,stBs2,1.46044260263443
FOD,3561,0.0,0.0,0.0,0.0438337139785289,cinque,c2,stBs2,1.46044260263443
Intersections,4772,0.0002095557418273,0.0,0.0006574621959237,0.0472344458103179,cinque,c2,stBs2,1.46044260263443
straight_yaw,11597,0.0167284642579977,0.0126624993097096,0.0211735170739839,0.3281230926513672,lebowski,none,stBs2,1.4158508777618408
pre_onset,1458,0.0041152263374485,0.0,0.0101560037741619,0.3306372165679931,lebowski,none,stBs2,1.4158508777618408
all,19663,0.0115953821898998,0.008838207909083,0.0145052514791226,0.3083324432373047,lebowski,none,stBs2,1.4158508777618408
Pedestrians,1831,0.0049153468050245,0.0005154639175257,0.0125326726474626,0.2710899710655212,lebowski,none,stBs2,1.4158508777618408
Cyclists,2830,0.0113074204946996,0.0045358595119425,0.0195207497347908,0.2657604217529297,lebowski,none,stBs2,1.4158508777618408
Cut_ins,885,0.007909604519774,0.0,0.0183590274940166,0.2623692452907562,lebowski,none,stBs2,1.4158508777618408
FOD,3561,0.0120752597584948,0.0067434672660859,0.0182291666666666,0.3277361094951629,lebowski,none,stBs2,1.4158508777618408
Intersections,4772,0.0165549036043587,0.0096979988596665,0.0244770767503974,0.3355874717235565,lebowski,none,stBs2,1.4158508777618408
straight_yaw,11597,0.0075881693541433,0.0048631267922891,0.010695265998972,0.1810474097728729,lebowski,g1,stBs2,1.4158508777618408
pre_onset,1458,0.0013717421124828,0.0,0.0044216812101798,0.2674654126167297,lebowski,g1,stBs2,1.4158508777618408
all,19663,0.0055942633372323,0.0036959177858038,0.0077398531618751,0.1920980513095855,lebowski,g1,stBs2,1.4158508777618408
Pedestrians,1831,0.0027307482250136,0.0,0.0078364007041084,0.176373615860939,lebowski,g1,stBs2,1.4158508777618408
Cyclists,2830,0.0063604240282685,0.002286498357278,0.0119930874113253,0.1691090613603592,lebowski,g1,stBs2,1.4158508777618408
Cut_ins,885,0.0022598870056497,0.0,0.005720823798627,0.1731846183538437,lebowski,g1,stBs2,1.4158508777618408
FOD,3561,0.0047739399045212,0.0011454671739158,0.0094397340110546,0.1940978318452835,lebowski,g1,stBs2,1.4158508777618408
Intersections,4772,0.009010896898575,0.0040407723080396,0.0151649947365161,0.2050777375698089,lebowski,g1,stBs2,1.4158508777618408
straight_yaw,11597,8.622919720617402e-05,0.0,0.0002664304317351,0.0,lebowski,g3,stBs2,1.4158508777618408
pre_onset,1458,0.0,0.0,0.0,0.0,lebowski,g3,stBs2,1.4158508777618408
all,19663,5.085693942938514e-05,0.0,0.0001557478755031,0.0,lebowski,g3,stBs2,1.4158508777618408
Pedestrians,1831,0.0,0.0,0.0,0.0,lebowski,g3,stBs2,1.4158508777618408
Cyclists,2830,0.0003533568904593,0.0,0.0011236482070957,0.0,lebowski,g3,stBs2,1.4158508777618408
Cut_ins,885,0.0,0.0,0.0,0.0,lebowski,g3,stBs2,1.4158508777618408
FOD,3561,0.0,0.0,0.0,0.0,lebowski,g3,stBs2,1.4158508777618408
Intersections,4772,0.0,0.0,0.0,0.0,lebowski,g3,stBs2,1.4158508777618408
straight_yaw,11597,0.0004311459860308,0.0,0.0010753178226608,0.0419630482792854,lebowski,g2,stBs2,1.4158508777618408
pre_onset,1458,0.0,0.0,0.0,0.0314643085002899,lebowski,g2,stBs2,1.4158508777618408
all,19663,0.000661140212582,5.210993133132625e-05,0.0015469658906651,0.0372088328003883,lebowski,g2,stBs2,1.4158508777618408
Pedestrians,1831,0.0005461496450027,0.0,0.0017321016166281,0.0392503328621387,lebowski,g2,stBs2,1.4158508777618408
Cyclists,2830,0.001060070671378,0.0,0.0033420288083849,0.0404224134981632,lebowski,g2,stBs2,1.4158508777618408
Cut_ins,885,0.0,0.0,0.0,0.0491257458925247,lebowski,g2,stBs2,1.4158508777618408
FOD,3561,0.0002808199943836,0.0,0.0008643042350907,0.031788419932127,lebowski,g2,stBs2,1.4158508777618408
Intersections,4772,0.0014668901927912,0.0,0.0046022353714661,0.0349870137870311,lebowski,g2,stBs2,1.4158508777618408
straight_yaw,11597,0.0,0.0,0.0,0.0526281110942363,lebowski,c2,stBs2,1.4158508777618408
pre_onset,1458,0.0,0.0,0.0,0.0530313588678836,lebowski,c2,stBs2,1.4158508777618408
all,19663,0.0,0.0,0.0,0.0494538620114326,lebowski,c2,stBs2,1.4158508777618408
Pedestrians,1831,0.0,0.0,0.0,0.0434804856777191,lebowski,c2,stBs2,1.4158508777618408
Cyclists,2830,0.0,0.0,0.0,0.0426256731152534,lebowski,c2,stBs2,1.4158508777618408
Cut_ins,885,0.0,0.0,0.0,0.0420817658305168,lebowski,c2,stBs2,1.4158508777618408
FOD,3561,0.0,0.0,0.0,0.0525660403072834,lebowski,c2,stBs2,1.4158508777618408
Intersections,4772,0.0,0.0,0.0,0.0538253337144851,lebowski,c2,stBs2,1.4158508777618408
