run,family,n,DS,DS_lo,DS_hi,SR,SR_lo,SR_hi
blue.r2,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
blue.r2,routine_control,30,97.66666666666667,94.0,100.0,93.33333333333333,83.33333333333333,100.0
blue.r2,ability:Overtaking,45,89.19290104444444,82.70367586277779,95.13334378055556,77.77777777777777,64.44444444444444,88.88888888888889
blue.r2,ability:Merging,68,86.00526094117647,80.82328097205883,90.91609694117648,66.17647058823529,54.411764705882355,76.47058823529412
blue.r2,ability:Emergency_Brake,59,97.54687179661016,94.75476054237289,99.66101694915254,93.22033898305085,86.44067796610169,98.30508474576271
blue.r2,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
blue.r2,ability:Traffic_Signs,93,89.5841783655914,85.58485741935483,93.27030104301075,75.26881720430107,66.66666666666667,83.87096774193549
blue.r3,all,208,90.24261235096152,87.59570093882212,92.7859898106971,76.4423076923077,70.67307692307692,82.21153846153847
blue.r3,sudden,65,97.31998555384615,94.36446153846154,99.57090863076924,92.3076923076923,84.61538461538461,98.46153846153847
blue.r3,vru_emerging,10,100.0,100.0,100.0,100.0,100.0,100.0
blue.r3,vru_crossing,20,98.0,94.0,100.0,95.0,85.0,100.0
blue.r3,cut_in,15,95.57933333333334,86.738,100.0,93.33333333333333,80.0,100.0
blue.r3,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
blue.r3,junction_violator,15,95.47393740000001,89.33333333333333,100.0,80.0,60.0,100.0
blue.r3,unprotected_turn,30,77.25179673333334,69.30359346666667,84.73333333333333,46.666666666666664,30.0,63.333333333333336
blue.r3,merge_lane_change,28,81.61371092857142,73.29408051339286,89.62724572142857,53.57142857142857,35.714285714285715,71.42857142857143
blue.r3,obstacle_bypass,50,91.03853,84.43784,96.64,84.0,74.0,94.0
blue.r3,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
blue.r3,routine_control,30,98.0,95.0,100.0,93.33333333333333,83.33333333333333,100.0
blue.r3,ability:Overtaking,45,90.0428111111111,82.92241138888889,96.21970000000002,82.22222222222223,71.11111111111111,93.33333333333333
blue.r3,ability:Merging,68,82.39320305882353,77.18740828088235,87.53507505073529,57.35294117647059,45.588235294117645,69.11764705882354
blue.r3,ability:Emergency_Brake,60,97.09665101666666,93.88631768333335,99.53515101666667,91.66666666666667,83.33333333333333,98.33333333333333
blue.r3,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
blue.r3,ability:Traffic_Signs,93,89.67379530107527,85.89943967607529,93.11465551612903,73.11827956989248,63.44086021505376,81.72043010752688
blue.r4,all,207,91.20801606280195,88.6182918272947,93.60909795338165,78.26086956521739,72.46376811594203,83.57487922705315
blue.r4,sudden,64,98.4375,96.25,100.0,95.3125,89.0625,100.0
blue.r4,vru_emerging,10,100.0,100.0,100.0,100.0,100.0,100.0
blue.r4,vru_crossing,20,100.0,100.0,100.0,100.0,100.0,100.0
blue.r4,cut_in,14,100.0,100.0,100.0,100.0,100.0,100.0
blue.r4,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
blue.r4,junction_violator,15,93.33333333333333,85.33333333333333,100.0,80.0,60.0,100.0
blue.r4,unprotected_turn,30,77.73333333333333,69.33333333333333,86.0,50.0,33.333333333333336,66.66666666666667
blue.r4,merge_lane_change,28,87.55658610714285,79.56158419464285,94.36714285714285,64.28571428571429,46.42857142857143,82.14285714285714
blue.r4,obstacle_bypass,50,90.72949828,84.523223842,95.95434400649998,82.0,70.0,92.0
blue.r4,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
blue.r4,routine_control,30,97.0,93.0,100.0,90.0,76.66666666666667,100.0
blue.r4,ability:Overtaking,45,89.69944253333334,82.87510478611111,95.6270716,80.0,66.66666666666667,91.11111111111111
blue.r4,ability:Merging,68,85.05271192647058,79.75210439558822,90.0609338235294,63.23529411764706,51.470588235294116,75.0
blue.r4,ability:Emergency_Brake,59,98.30508474576271,96.27118644067797,100.0,94.91525423728814,88.13559322033899,100.0
blue.r4,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
blue.r4,ability:Traffic_Signs,93,89.59139730107528,85.46236448091398,93.33333225026882,75.26881720430107,66.66666666666667,83.87096774193549
blue.r5,all,209,90.7615382583732,88.23506610406699,93.17025080358852,76.55502392344498,70.8133971291866,82.29665071770334
blue.r5,sudden,65,95.84138461538463,92.13953846153845,98.76923076923077,90.76923076923077,83.07692307692308,96.92307692307692
blue.r5,vru_emerging,10,100.0,100.0,100.0,100.0,100.0,100.0
blue.r5,vru_crossing,20,96.8,90.4,100.0,95.0,85.0,100.0
blue.r5,cut_in,15,92.91266666666667,82.31733333333334,100.0,86.66666666666667,66.66666666666667,100.0
blue.r5,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
blue.r5,junction_violator,15,93.33333333333333,85.33333333333333,100.0,80.0,60.0,100.0
blue.r5,unprotected_turn,30,74.24455943333332,65.80645470916667,82.87429923333333,43.333333333333336,26.666666666666668,60.0
blue.r5,merge_lane_change,29,91.28927089655173,85.50474602068964,96.38513296551724,68.96551724137932,51.724137931034484,86.20689655172414
blue.r5,obstacle_bypass,50,92.09491713999999,86.6912160285,96.8,82.0,70.0,92.0
blue.r5,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
blue.r5,routine_control,30,97.0,93.0,100.0,90.0,76.66666666666667,100.0
blue.r5,ability:Overtaking,45,91.2165746,85.37769247777777,96.29373826666665,80.0,68.88888888888889,91.11111111111111
blue.r5,ability:Merging,69,85.14095128985508,79.96669616775362,89.91912588043478,62.31884057971015,50.72463768115942,73.91304347826087
blue.r5,ability:Emergency_Brake,60,95.49483333333335,91.3615,98.66666666666667,90.0,81.66666666666667,96.66666666666667
blue.r5,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
blue.r5,ability:Traffic_Signs,93,87.77781487096775,83.51242091209677,91.69437221505376,70.96774193548387,61.29032258064516,79.56989247311827
blue.r6,all,208,89.91719972596154,87.1950002247596,92.51626034567309,75.96153846153847,69.71153846153847,81.73076923076923
blue.r6,sudden,64,97.1957950625,94.3832950625,99.375,92.1875,84.375,98.4375
blue.r6,vru_emerging,10,95.0,85.0,100.0,90.0,70.0,100.0
blue.r6,vru_crossing,20,100.0,100.0,100.0,100.0,100.0,100.0
blue.r6,cut_in,14,100.0,100.0,100.0,100.0,100.0,100.0
blue.r6,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
blue.r6,junction_violator,15,91.3687256,82.7374512,98.7374512,73.33333333333333,46.666666666666664,93.33333333333333
blue.r6,unprotected_turn,30,75.9593581,67.78538286666667,83.89269143333334,43.333333333333336,26.666666666666668,60.0
blue.r6,merge_lane_change,29,83.9136460689655,74.12835494482759,92.60141448275863,65.51724137931035,48.275862068965516,82.75862068965517
blue.r6,obstacle_bypass,50,90.19940360000001,83.958845168,95.63441568,80.0,68.0,90.0
blue.r6,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
blue.r6,routine_control,30,97.0,94.0,100.0,90.0,80.0,100.0
blue.r6,ability:Overtaking,45,89.11044844444444,82.30978577777778,95.02222222222223,77.77777777777777,64.44444444444444,88.88888888888889
blue.r6,ability:Merging,69,82.78661563768117,77.28427367137681,88.19889804021737,60.869565217391305,49.27536231884058,72.46376811594203
blue.r6,ability:Emergency_Brake,59,96.95815057627118,93.90730311864407,99.32203389830508,91.52542372881356,83.05084745762711,98.30508474576271
blue.r6,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
blue.r6,ability:Traffic_Signs,93,89.56249061290322,85.66985727876343,93.09508076344085,73.11827956989248,63.44086021505376,81.72043010752688
drivemoe.s1,all,209,73.73886905741627,69.68368449461722,77.83660214258373,47.84688995215311,41.14832535885167,55.02392344497608
drivemoe.s1,sudden,65,81.63795590769232,73.831979125,88.74312775846154,70.76923076923077,60.0,81.53846153846153
drivemoe.s1,vru_emerging,10,100.0,100.0,100.0,100.0,100.0,100.0
drivemoe.s1,vru_crossing,20,76.30159814999999,61.447777728750005,90.09823937499999,60.0,40.0,80.0
drivemoe.s1,cut_in,15,100.0,100.0,100.0,100.0,100.0,100.0
drivemoe.s1,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
drivemoe.s1,junction_violator,15,52.029011399999995,35.762063343333324,69.04113066666666,26.666666666666668,6.666666666666667,53.333333333333336
drivemoe.s1,unprotected_turn,30,56.947649999999996,50.8919,63.113775,6.666666666666667,0.0,16.666666666666668
drivemoe.s1,merge_lane_change,29,73.28956779310344,60.81136497672413,85.0210341,41.37931034482759,24.137931034482758,58.62068965517241
drivemoe.s1,obstacle_bypass,50,68.23434175999999,59.448532272,76.725673464,44.0,30.0,58.0
drivemoe.s1,emergency_vehicle,5,64.4,53.2,70.0,0.0,0.0,0.0
drivemoe.s1,routine_control,30,84.58041483333334,74.79923498833332,92.94474046249998,60.0,43.333333333333336,76.66666666666667
drivemoe.s1,ability:Overtaking,45,65.59371306666668,56.65647793777779,74.4641617511111,40.0,26.666666666666668,53.333333333333336
drivemoe.s1,ability:Merging,69,70.05546327536233,63.08261778731884,76.62650286086956,34.78260869565217,23.18840579710145,46.3768115942029
drivemoe.s1,ability:Emergency_Brake,60,80.10778556666668,71.66928949708333,87.72677204458333,68.33333333333333,56.666666666666664,80.0
drivemoe.s1,ability:Give_Way,10,78.2,65.8,90.2,40.0,10.0,70.0
drivemoe.s1,ability:Traffic_Signs,93,66.99585903225807,60.95566506478495,72.90799409086021,34.40860215053763,24.731182795698924,44.086021505376344
drivemoe.s2,all,209,72.76895022009569,68.7480215632775,76.59762632978469,45.933014354066984,39.23444976076555,52.63157894736842
drivemoe.s2,sudden,65,76.40820569230769,68.18899130307692,84.0097732523077,61.53846153846154,49.23076923076923,73.84615384615384
drivemoe.s2,vru_emerging,10,100.0,100.0,100.0,100.0,100.0,100.0
drivemoe.s2,vru_crossing,20,72.78790535,57.04368889125001,87.32045968999999,55.0,35.0,75.0
drivemoe.s2,cut_in,15,94.81666666666666,87.11666666666666,100.0,86.66666666666667,66.66666666666667,100.0
drivemoe.s2,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
drivemoe.s2,junction_violator,15,39.235017533333334,28.38715123833333,51.39202992499999,6.666666666666667,0.0,20.0
drivemoe.s2,unprotected_turn,30,52.68764586666667,44.734032641666666,60.84603140666666,10.0,0.0,23.333333333333332
drivemoe.s2,merge_lane_change,29,75.30269068965517,63.72360547931034,85.97590193103449,51.724137931034484,34.48275862068966,68.96551724137932
drivemoe.s2,obstacle_bypass,50,70.88945,63.357486249999994,78.24906299999999,42.0,28.0,56.0
drivemoe.s2,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
drivemoe.s2,routine_control,30,86.10991066666665,78.57637944833333,92.77882802666666,56.666666666666664,40.0,73.33333333333333
drivemoe.s2,ability:Overtaking,45,67.65494444444444,59.87065555555556,75.33256194444445,35.55555555555556,22.22222222222222,48.888888888888886
drivemoe.s2,ability:Merging,69,67.92257110144926,60.76498681702899,74.68955383550724,37.68115942028985,26.08695652173913,49.27536231884058
drivemoe.s2,ability:Emergency_Brake,60,75.73805616666667,66.99740513833333,84.04257686625,61.666666666666664,50.0,73.33333333333333
drivemoe.s2,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
drivemoe.s2,ability:Traffic_Signs,93,63.48612974193548,57.24895404623656,69.59985010994623,30.107526881720432,21.50537634408602,39.784946236559136
drivepi0,all,209,54.812417894736846,50.47079954126794,59.26852363133971,29.66507177033493,23.444976076555022,35.88516746411483
drivepi0,sudden,65,60.849283969230775,52.21982037576923,69.34988272230768,41.53846153846154,29.23076923076923,53.84615384615385
drivepi0,vru_emerging,10,90.0,75.0,100.0,80.0,50.0,100.0
drivepi0,vru_crossing,20,44.7816759,32.433258555,58.20617897124998,15.0,0.0,30.0
drivepi0,cut_in,15,90.50666666666666,76.74666666666667,100.0,86.66666666666667,66.66666666666667,100.0
drivepi0,lead_hard_brake,5,71.43468279999999,50.8693656,92.0,40.0,0.0,80.0
drivepi0,junction_violator,15,29.653101733333337,21.629553634999997,41.34060369833333,6.666666666666667,0.0,20.0
drivepi0,unprotected_turn,30,32.158403400000005,25.892713218333338,39.5032235775,3.3333333333333335,0.0,10.0
drivepi0,merge_lane_change,29,62.05076624137931,49.54554477068965,74.63894094482758,37.93103448275862,20.689655172413794,55.172413793103445
drivepi0,obstacle_bypass,50,61.02766316,52.8081375205,69.365585679,30.0,18.0,42.0
drivepi0,emergency_vehicle,5,55.6,43.2,68.0,0.0,0.0,0.0
drivepi0,routine_control,30,46.89948003333333,35.52505718916667,59.40949873083332,26.666666666666668,13.333333333333334,43.333333333333336
drivepi0,ability:Overtaking,45,58.631942155555556,49.99112207555556,67.23956590777776,26.666666666666668,15.555555555555555,40.0
drivepi0,ability:Merging,69,50.27008798550725,42.51168118224637,58.11906883586957,24.63768115942029,14.492753623188406,34.78260869565217
drivepi0,ability:Emergency_Brake,60,62.51319516666667,53.408449039999994,71.52415271458331,45.0,31.666666666666668,56.666666666666664
drivepi0,ability:Give_Way,10,69.0945761,55.2,83.6,30.0,0.0,60.0
drivepi0,ability:Traffic_Signs,93,35.4233305483871,30.56894653387097,40.69383688575268,8.602150537634408,3.225806451612903,15.053763440860216
hydra_next,all,209,73.4315997368421,69.09657953744018,77.59180235215311,49.282296650717704,42.58373205741627,55.98086124401914
hydra_next,sudden,65,78.61049844615384,70.86275136923076,85.8538446426923,61.53846153846154,49.23076923076923,72.3076923076923
hydra_next,vru_emerging,10,100.0,100.0,100.0,100.0,100.0,100.0
hydra_next,vru_crossing,20,65.66289785,51.19730804375,79.79342598749999,40.0,20.0,60.0
hydra_next,cut_in,15,97.33333333333333,92.0,100.0,93.33333333333333,80.0,100.0
hydra_next,lead_hard_brake,5,92.0,76.0,100.0,80.0,40.0,100.0
hydra_next,junction_violator,15,58.42829613333333,41.705081225,75.07750744999998,26.666666666666668,6.666666666666667,53.333333333333336
hydra_next,unprotected_turn,30,60.9505529,51.48243189583334,70.5377846875,20.0,6.666666666666667,36.666666666666664
hydra_next,merge_lane_change,29,61.634008413793104,49.51775791724137,73.96682091293104,37.93103448275862,20.689655172413794,55.172413793103445
hydra_next,obstacle_bypass,50,80.76008894,72.2728324135,88.39317671650001,68.0,54.0,80.0
hydra_next,emergency_vehicle,5,61.04,43.12,70.0,0.0,0.0,0.0
hydra_next,routine_control,30,75.94715560000002,65.83880948,85.22256797416667,40.0,23.333333333333332,56.666666666666664
hydra_next,ability:Overtaking,45,78.62232104444443,69.61005632222222,87.14911135944443,64.44444444444444,51.111111111111114,77.77777777777777
hydra_next,ability:Merging,69,65.3817336811594,58.10844913514493,72.54802094166666,36.231884057971016,26.08695652173913,47.82608695652174
hydra_next,ability:Emergency_Brake,60,78.5707601,70.45520724625001,86.28862466083332,61.666666666666664,48.333333333333336,73.33333333333333
hydra_next,ability:Give_Way,10,80.52000000000001,65.56,94.0,50.0,20.0,80.0
hydra_next,ability:Traffic_Signs,93,64.372189827957,58.32255337284947,70.23873532284945,26.881720430107528,18.27956989247312,36.55913978494624
minddrive,all,208,78.01298614903847,73.90744519086539,81.97410280889423,56.73076923076923,50.0,63.46153846153846
minddrive,sudden,65,84.33244278461538,77.06920631884617,90.8708598973077,73.84615384615384,63.07692307692308,84.61538461538461
minddrive,vru_emerging,10,88.832,72.664,100.0,80.0,50.0,100.0
minddrive,vru_crossing,20,80.30713715,66.25576085,92.8174803,65.0,45.0,85.0
minddrive,cut_in,15,97.33333333333333,92.0,100.0,93.33333333333333,80.0,100.0
minddrive,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
minddrive,junction_violator,15,68.47640253333334,50.34853164333334,85.72757013333333,53.333333333333336,26.666666666666668,80.0
minddrive,unprotected_turn,30,54.05113126666666,46.26518566166666,62.09585785166666,10.0,0.0,20.0
minddrive,merge_lane_change,28,69.67991942857144,56.22313080535715,82.17553302142856,39.285714285714285,21.428571428571427,57.142857142857146
minddrive,obstacle_bypass,50,87.41857,79.9827155,93.9008,78.0,66.0,88.0
minddrive,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
minddrive,routine_control,30,81.71973853333333,72.1891107925,90.17155083916667,56.666666666666664,40.0,73.33333333333333
minddrive,ability:Overtaking,45,86.02063333333334,77.94122416666666,93.16616666666667,75.55555555555556,62.22222222222222,86.66666666666667
minddrive,ability:Merging,68,67.24370120588235,59.94563134889705,74.5154893819853,35.294117647058826,23.529411764705884,47.05882352941177
minddrive,ability:Emergency_Brake,60,81.10332968333333,73.31465703208335,88.32766400249999,68.33333333333333,56.666666666666664,80.0
minddrive,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
minddrive,ability:Traffic_Signs,93,70.08412768817203,63.90911952903227,76.06241630403227,41.935483870967744,32.25806451612903,51.61290322580645
minddrive3b,all,207,80.72359880193235,76.63981173043477,84.53489091835749,59.90338164251208,53.14009661835749,66.18357487922705
minddrive3b,sudden,65,86.99549793846154,80.06383937807692,93.11131982038462,76.92307692307692,66.15384615384616,86.15384615384616
minddrive3b,vru_emerging,10,92.346,77.03800000000001,100.0,90.0,70.0,100.0
minddrive3b,vru_crossing,20,89.51030415,78.81513739625,97.96551745000001,75.0,55.0,90.0
minddrive3b,cut_in,15,97.21213333333334,91.63640000000001,100.0,93.33333333333333,80.0,100.0
minddrive3b,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
minddrive3b,junction_violator,15,65.52395220000001,46.946703340000006,83.1507294,46.666666666666664,20.0,73.33333333333333
minddrive3b,unprotected_turn,30,73.44328393333335,65.0210679675,81.62366639166667,33.333333333333336,16.666666666666668,50.0
minddrive3b,merge_lane_change,27,71.5720875925926,58.06032372037037,83.7236969601852,40.74074074074074,22.22222222222222,59.25925925925926
minddrive3b,obstacle_bypass,50,81.7872187,73.2700369275,89.94733982999999,70.0,58.0,82.0
minddrive3b,emergency_vehicle,5,64.4,53.2,70.0,0.0,0.0,0.0
minddrive3b,routine_control,30,83.59905893333332,73.57477688333334,92.27887697833333,60.0,43.333333333333336,76.66666666666667
minddrive3b,ability:Overtaking,45,79.76357633333333,70.33680690277778,88.49770273333333,66.66666666666667,53.333333333333336,80.0
minddrive3b,ability:Merging,67,76.13052064179104,69.08456028320894,82.61977170522388,44.776119402985074,32.83582089552239,56.71641791044776
minddrive3b,ability:Emergency_Brake,60,86.49512276666668,79.31766666416668,93.01242263291665,76.66666666666667,66.66666666666667,86.66666666666667
minddrive3b,ability:Give_Way,10,82.2,70.4,94.0,50.0,20.0,80.0
minddrive3b,ability:Traffic_Signs,93,77.46597475268817,71.6516876655914,82.8941791373656,49.46236559139785,39.784946236559136,59.13978494623656
orion,all,208,77.61061336538462,73.46163604483174,81.60840856225961,56.25,49.51923076923077,62.98076923076923
orion,sudden,65,89.73800167692308,84.0165620573077,94.76956034346152,80.0,69.23076923076923,89.23076923076923
orion,vru_emerging,10,82.346,64.384,100.0,70.0,40.0,100.0
orion,vru_crossing,20,82.46250545000001,69.99829559125,93.57249035999997,65.0,45.0,85.0
orion,cut_in,15,97.33333333333333,92.0,100.0,93.33333333333333,80.0,100.0
orion,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
orion,junction_violator,15,93.35066666666667,82.05199999999999,100.0,86.66666666666667,66.66666666666667,100.0
orion,unprotected_turn,30,49.07893596666667,40.86534973,57.673532770833326,10.0,0.0,23.333333333333332
orion,merge_lane_change,28,66.24312682142856,53.44427635982142,78.08440753571429,25.0,10.714285714285714,42.857142857142854
orion,obstacle_bypass,50,81.26202599999999,72.50287635,89.24532965000002,70.0,56.0,82.0
orion,emergency_vehicle,5,56.8,45.6,68.0,0.0,0.0,0.0
orion,routine_control,30,87.8586847,79.86589403250001,94.73800570583333,66.66666666666667,50.0,83.33333333333333
orion,ability:Overtaking,45,81.24491777777777,72.37762272222223,89.73572327777777,71.11111111111111,57.77777777777778,84.44444444444444
orion,ability:Merging,68,61.87883226470587,54.33262549595589,69.24138659522058,26.470588235294116,16.176470588235293,36.76470588235294
orion,ability:Emergency_Brake,60,89.27854663333333,83.39481578041665,94.55337622791669,78.33333333333333,68.33333333333333,88.33333333333333
orion,ability:Give_Way,10,69.108,51.190000000000005,86.412,30.0,0.0,60.0
orion,ability:Traffic_Signs,93,74.98183952688171,68.94397029811827,80.82842891075268,50.53763440860215,40.86021505376344,61.29032258064516
orion_lite.a100,all,209,81.20978136363635,77.55504548528708,84.68468757643542,58.3732057416268,51.67464114832536,65.07177033492823
orion_lite.a100,sudden,65,91.3959102,85.8813275076923,96.05119303423076,83.07692307692308,73.84615384615384,90.76923076923077
orion_lite.a100,vru_emerging,10,82.16,63.64000000000001,100.0,70.0,40.0,100.0
orion_lite.a100,vru_crossing,20,91.17267765,82.86776225375,97.7771028,75.0,55.0,95.0
orion_lite.a100,cut_in,15,97.33333333333333,92.0,100.0,93.33333333333333,80.0,100.0
orion_lite.a100,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
orion_lite.a100,junction_violator,15,89.045374,72.96770133333332,100.0,86.66666666666667,66.66666666666667,100.0
orion_lite.a100,unprotected_turn,30,59.53036186666667,54.560015199999995,64.59452619083332,6.666666666666667,0.0,16.666666666666668
orion_lite.a100,merge_lane_change,29,75.89538810344828,65.36758358620689,85.79821349999999,37.93103448275862,20.689655172413794,55.172413793103445
orion_lite.a100,obstacle_bypass,50,85.6241524,77.3527062,92.81031700000001,78.0,66.0,88.0
orion_lite.a100,emergency_vehicle,5,70.0,70.0,70.0,0.0,0.0,0.0
orion_lite.a100,routine_control,30,80.4675137,69.96997633666668,89.91708153083334,53.333333333333336,36.666666666666664,70.0
orion_lite.a100,ability:Overtaking,45,84.026836,75.18343885555555,92.15442888888889,75.55555555555556,62.22222222222222,86.66666666666667
orion_lite.a100,ability:Merging,69,72.27358131884057,66.31953760543479,78.05030998949276,33.333333333333336,21.73913043478261,44.927536231884055
orion_lite.a100,ability:Emergency_Brake,60,88.6166498,82.11413169708335,94.26466485,78.33333333333333,66.66666666666667,88.33333333333333
orion_lite.a100,ability:Give_Way,10,85.0,76.0,94.0,50.0,20.0,80.0
orion_lite.a100,ability:Traffic_Signs,93,77.02398322580645,71.63274607392474,82.23118827634408,47.31182795698925,36.55913978494624,58.064516129032256
orion_lite.a6000,all,209,80.9707823014354,77.46711813552632,84.51044361435406,57.41626794258373,50.717703349282296,64.11483253588517
orion_lite.a6000,sudden,65,89.49512964615384,83.82880590423076,94.41776575307694,78.46153846153847,67.6923076923077,87.6923076923077
orion_lite.a6000,vru_emerging,10,73.6,57.2,90.0,50.0,20.0,80.0
orion_lite.a6000,vru_crossing,20,93.29275535000001,85.31875490000002,99.14963270000001,80.0,60.0,95.0
orion_lite.a6000,cut_in,15,90.4,79.2,100.0,80.0,60.0,100.0
orion_lite.a6000,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
orion_lite.a6000,junction_violator,15,90.621888,77.17710933333335,100.0,86.66666666666667,66.66666666666667,100.0
orion_lite.a6000,unprotected_turn,30,57.9524142,52.33373106500001,63.66112702166666,6.666666666666667,0.0,16.666666666666668
orion_lite.a6000,merge_lane_change,29,76.86189206896552,65.7214124301724,87.05387169137929,41.37931034482759,24.137931034482758,58.62068965517241
orion_lite.a6000,obstacle_bypass,50,88.37223304,80.865193468,95.04262421400001,82.0,70.0,92.0
orion_lite.a6000,emergency_vehicle,5,64.4,53.2,70.0,0.0,0.0,0.0
orion_lite.a6000,routine_control,30,79.91770420000002,70.58716363916665,88.42110338416667,46.666666666666664,30.0,63.333333333333336
orion_lite.a6000,ability:Overtaking,45,87.08025893333334,79.02078671111111,94.45724444444444,80.0,68.88888888888889,91.11111111111111
orion_lite.a6000,ability:Merging,69,71.4140187826087,65.11830979094202,77.40392266413043,33.333333333333336,21.73913043478261,44.927536231884055
orion_lite.a6000,ability:Emergency_Brake,60,87.74294045,81.61492347208332,93.17839228916665,75.0,63.333333333333336,85.0
orion_lite.a6000,ability:Give_Way,10,82.2,70.4,94.0,50.0,20.0,80.0
orion_lite.a6000,ability:Traffic_Signs,93,76.90458356989248,71.63902927499998,82.01667441021505,46.236559139784944,35.483870967741936,56.98924731182796
pdm_lite,all,209,97.33720197607656,95.78304997320573,98.65728713265551,92.3444976076555,88.51674641148325,95.69377990430623
pdm_lite,sudden,65,99.46153846153847,98.38461538461539,100.0,98.46153846153847,95.38461538461539,100.0
pdm_lite,vru_emerging,10,100.0,100.0,100.0,100.0,100.0,100.0
pdm_lite,vru_crossing,20,100.0,100.0,100.0,100.0,100.0,100.0
pdm_lite,cut_in,15,100.0,100.0,100.0,100.0,100.0,100.0
pdm_lite,lead_hard_brake,5,100.0,100.0,100.0,100.0,100.0,100.0
