arm,vs,readout,n,value,delta,lo,hi,halfwidth,cluster_mean,cluster_mean_vs
op-lebowski temporal,d2 qwenvid L18_last,"(ii) all frames, deciles 1-9",14063,1.3128560781478882,-0.327369749546051,-0.36631648250835774,-0.2901323543519813,0.038092064078188215,,
op-lebowski temporal,d2 qwenvid L18_last,"side: straight, deciles 1-9",8202,1.1259621381759644,-0.3880235254764557,-0.43937949110334923,-0.33879030942038796,0.050294590841480635,,
op-lebowski temporal,d2 qwenvid L18_last,"(iii) RFS, rater frames",478,7.372161627596503,0.2614687347768097,0.09746342386154276,0.41471923596846644,0.15862790605346183,7.3670553874711135,7.0963432753266575
alp L18_mean,A ridge_late pooled (qwen4b L18),"(i) pre-onset, deciles 1-9",1055,1.9253445863723755,-0.005005566403269768,-0.10521055307316957,0.10553243616671351,0.10537149461994154,,
alp L18_mean,A ridge_late pooled (qwen4b L18),"(ii) all frames, deciles 1-9",14063,1.5385394096374512,-0.06635905802249908,-0.09269693557402776,-0.040817419925921035,0.025939757824053365,,
alp L18_mean,A ridge_late pooled (qwen4b L18),"side: straight, deciles 1-9",8202,1.3591810464859009,-0.09081068634986877,-0.12863903709602423,-0.058276584930599645,0.03518122608271229,,
alp L18_mean,A ridge_late pooled (qwen4b L18),"(iii) RFS, rater frames",478,6.9629533130067705,-0.10528857508597053,-0.25348292861771904,0.023469643923406,0.13847628627056252,6.9994176441245255,7.0573486513214565
alp L18_mean,d2 qwenvid L18_last,"(i) pre-onset, deciles 1-9",1055,1.9253445863723755,0.013330327346920967,-0.08202531782662516,0.12622527639252798,0.10412529710957658,,
alp L18_mean,d2 qwenvid L18_last,"(ii) all frames, deciles 1-9",14063,1.5385394096374512,-0.10168641060590744,-0.13422805830962273,-0.07264018672337381,0.030793935793124456,,
alp L18_mean,d2 qwenvid L18_last,"side: straight, deciles 1-9",8202,1.3591810464859009,-0.15480460226535797,-0.19978543949408561,-0.1132148753844201,0.04328528205483276,,
alp L18_mean,d2 qwenvid L18_last,"(iii) RFS, rater frames",478,6.9629533130067705,-0.1477395798129234,-0.2800956537646227,-0.02855792448678253,0.1257688646389201,6.9994176441245255,7.0963432753266575
