scenario,dataset,difficulty,agent,controller,tag,hdscore,rc,nc,dac,ttc,c,pdms,steps,end,wall_s,rc_code,finished,scene,run_dir
scene-0254-extreme-00,nuscenes,extreme,ltf,official,ltf-official,0.06899213586143678,0.2546437014522121,0.3448275862068966,1.0,0.27586206896551724,0.9655172413793104,0.270935960591133,29,fg_collision,38.5,0,2026-09-25 13:10:34,scene-0254,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/scene-0254_extreme_00
scene-0528-extreme-00,nuscenes,extreme,ltf,official,ltf-official,0.026691423929441797,0.3113999458434877,0.13333333333333333,1.0,0.06666666666666667,0.8,0.0857142857142857,15,fg_collision,25.8,0,2026-09-25 13:11:00,scene-0528,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/scene-0528_extreme_00
scene-0930-hard-00,nuscenes,hard,ltf,fixed,ltf-fixed,0.8424145497824229,0.8982035928143711,1.0,1.0,0.9420289855072463,0.927536231884058,0.9378881987577643,69,bg_collision,66.6,0,2026-09-25 13:11:17,scene-0930,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/scene-0930_hard_00
scene-0013-extreme-00,nuscenes,extreme,ltf,fixed,ltf-fixed,0.005255660207736885,0.10117145899893504,0.18181818181818182,1.0,0.0,1.0,0.051948051948051945,11,fg_collision,19.9,0,2026-09-25 13:11:37,scene-0013,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/scene-0013_extreme_00
scene-0138-extreme-00,nuscenes,extreme,ltf,fixed,ltf-fixed,0.04700260508433061,0.17585457419482317,0.3870967741935484,1.0,0.25806451612903225,0.9032258064516129,0.26728110599078336,31,fg_collision,34.5,0,2026-09-25 13:12:12,scene-0138,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/scene-0138_extreme_00
scene-113792265837-easy-00,waymo,easy,ltf,official,ltf-official,0.9593176960181116,0.988665847330329,1.0,1.0,0.974025974025974,0.961038961038961,0.9703153988868276,77,off_route,74.2,0,2026-09-25 13:12:14,113792265837_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/113792265837_0_200_easy_00
scene-0254-extreme-00,nuscenes,extreme,ltf,fixed,ltf-fixed,0.011903038824445683,0.1060452549814252,0.21428571428571427,1.0,0.07142857142857142,1.0,0.11224489795918366,14,fg_collision,24.5,0,2026-09-25 13:12:36,scene-0254,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/scene-0254_extreme_00
scene-164701907483-easy-00,waymo,easy,ltf,official,ltf-official,0.3325190691860439,0.35721107927411655,1.0,1.0,0.9032258064516129,1.0,0.9308755760368662,31,off_route,35.3,0,2026-09-25 13:12:50,164701907483_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/164701907483_0_200_easy_00
scene-0528-extreme-00,nuscenes,extreme,ltf,fixed,ltf-fixed,0.026227225252408025,0.305984294611427,0.13333333333333333,1.0,0.06666666666666667,0.9333333333333333,0.0857142857142857,15,fg_collision,24.1,0,2026-09-25 13:13:00,scene-0528,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/scene-0528_extreme_00
scene-322492347634-easy-00,waymo,easy,ltf,official,ltf-official,0.07461284017440986,0.1989675737984263,0.375,0.875,0.375,1.0,0.375,24,bg_collision,32.7,0,2026-09-25 13:13:23,322492347634_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/322492347634_0_200_easy_00
scene-398895700423-easy-00,waymo,easy,ltf,official,ltf-official,0.49401547560604997,0.517100310914744,1.0,1.0,0.9375,1.0,0.9553571428571428,32,bg_collision,44.0,0,2026-09-25 13:14:07,398895700423_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/398895700423_0_200_easy_00
scene-113792265837-easy-00,waymo,easy,ltf,fixed,ltf-fixed,0.9365079365079363,1.0,1.0,1.0,0.9797979797979798,0.8282828282828283,0.9365079365079363,99,complete,96.5,0,2026-09-25 13:14:37,113792265837_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/113792265837_0_200_easy_00
scene-102751446607-medium-01,waymo,medium,ltf,official,ltf-official,0.4981920449979912,0.4981920449979912,1.0,1.0,1.0,1.0,1.0,37,bg_collision,40.0,0,2026-09-25 13:14:47,102751446607_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/102751446607_0_200_medium_01
scene-132384196576-medium-01,waymo,medium,ltf,official,ltf-official,0.013784988387087947,0.1516348722579674,0.09090909090909091,1.0,0.09090909090909091,0.7272727272727273,0.09090909090909091,11,fg_collision,20.3,0,2026-09-25 13:15:07,132384196576_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/132384196576_0_200_medium_01
scene-164701907483-easy-00,waymo,easy,ltf,fixed,ltf-fixed,0.3025929463369769,0.38904807386182744,0.8666666666666667,0.9555555555555556,0.7777777777777778,0.9111111111111111,0.7777777777777778,45,off_route,41.9,0,2026-09-25 13:15:19,164701907483_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/164701907483_0_200_easy_00
scene-150623512729-medium-01,waymo,medium,ltf,official,ltf-official,0.7559119623913986,0.8022159110830617,1.0,1.0,0.9191919191919192,1.0,0.9422799422799422,99,bg_collision,90.1,0,2026-09-25 13:16:37,150623512729_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/150623512729_0_200_medium_01
scene-152217047339-medium-00,waymo,medium,ltf,official,ltf-official,0.234852970199329,0.234852970199329,1.0,1.0,1.0,1.0,1.0,14,off_route,22.7,0,2026-09-25 13:17:00,152217047339_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/152217047339_0_200_medium_00
scene-322492347634-easy-00,waymo,easy,ltf,fixed,ltf-fixed,0.9304029304029302,1.0,0.9401709401709402,1.0,0.9572649572649573,0.9658119658119658,0.9304029304029302,117,complete,101.5,0,2026-09-25 13:17:00,322492347634_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/322492347634_0_200_easy_00
scene-100613054308-hard-00,waymo,hard,ltf,official,ltf-official,0.17502177872812227,0.35004355745624455,0.5,1.0,0.5,1.0,0.5,18,fg_collision,26.6,0,2026-09-25 13:17:26,100613054308_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/100613054308_0_200_hard_00
scene-106762673266-hard-00,waymo,hard,ltf,official,ltf-official,0.012377569691098912,0.12377569691098912,0.1,1.0,0.1,1.0,0.1,10,fg_collision,20.1,0,2026-09-25 13:17:46,106762673266_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/106762673266_0_200_hard_00
scene-164701907483-hard-00,waymo,hard,ltf,official,ltf-official,0.04005575487119393,0.25087551735116204,0.4117647058823529,1.0,0.058823529411764705,1.0,0.15966386554621845,17,fg_collision,25.7,0,2026-09-25 13:18:12,164701907483_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/164701907483_0_200_hard_00
scene-398895700423-easy-00,waymo,easy,ltf,fixed,ltf-fixed,0.9443609022556395,1.0,0.9894736842105263,1.0,0.9473684210526315,0.9473684210526315,0.9443609022556395,95,complete,94.9,0,2026-09-25 13:18:35,398895700423_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/398895700423_0_200_easy_00
scene-881121006469-hard-00,waymo,hard,ltf,official,ltf-official,0.3463412780918764,0.5006890215893431,0.8421052631578947,1.0,0.6842105263157895,1.0,0.6917293233082706,19,bg_collision,25.8,0,2026-09-25 13:18:38,881121006469_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/881121006469_0_200_hard_00
scene-144248042870-extreme-00,waymo,extreme,ltf,official,ltf-official,0.0,0.06090475618063068,0.3333333333333333,0.0,0.25,0.6666666666666666,0.0,12,bg_collision,21.3,0,2026-09-25 13:18:59,144248042870_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/144248042870_0_200_extreme_00
scene-102751446607-medium-01,waymo,medium,ltf,fixed,ltf-fixed,0.0725945482875977,0.3048971028079104,0.2777777777777778,1.0,0.2222222222222222,1.0,0.23809523809523808,18,fg_collision,24.1,0,2026-09-25 13:18:59,102751446607_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/102751446607_0_200_medium_01
scene-132384196576-medium-01,waymo,medium,ltf,fixed,ltf-fixed,0.030201040795593544,0.1644278887760093,0.2857142857142857,1.0,0.14285714285714285,1.0,0.18367346938775508,14,fg_collision,22.1,0,2026-09-25 13:19:22,132384196576_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/132384196576_0_200_medium_01
scene-150623512729-extreme-00,waymo,extreme,ltf,official,ltf-official,0.03072088903581488,0.14024753690263314,0.26666666666666666,1.0,0.2,1.0,0.21904761904761905,15,fg_collision,23.4,0,2026-09-25 13:19:22,150623512729_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/150623512729_0_200_extreme_00
scene-152217047339-extreme-00,waymo,extreme,ltf,official,ltf-official,0.02003157686994277,0.2003157686994277,0.1,1.0,0.1,1.0,0.1,10,fg_collision,18.9,0,2026-09-25 13:19:41,152217047339_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/152217047339_0_200_extreme_00
scene-150623512729-medium-01,waymo,medium,ltf,fixed,ltf-fixed,0.08145916003284259,0.2391220504189895,0.4230769230769231,1.0,0.3076923076923077,1.0,0.3406593406593407,26,fg_collision,31.9,0,2026-09-25 13:19:53,150623512729_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/150623512729_0_200_medium_01
scene-166085257829-extreme-00,waymo,extreme,ltf,official,ltf-official,0.05520326375941348,0.2627675354948082,0.29411764705882354,1.0,0.17647058823529413,1.0,0.21008403361344535,17,fg_collision,25.2,0,2026-09-25 13:20:07,166085257829_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/166085257829_0_200_extreme_00
scene-152217047339-medium-00,waymo,medium,ltf,fixed,ltf-fixed,0.249654627985001,0.249654627985001,1.0,1.0,1.0,1.0,1.0,17,off_route,22.6,0,2026-09-25 13:20:16,152217047339_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/152217047339_0_200_medium_00
scene-2800_3000-easy-00,kitti360,easy,ltf,official,ltf-official,0.0,0.07203585039996649,0.2222222222222222,0.6666666666666666,0.2222222222222222,1.0,0.0,9,bg_collision,18.9,0,2026-09-25 13:20:26,0000_2800_3000,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_2800_3000_easy_00
scene-570_770-easy-00,kitti360,easy,ltf,official,ltf-official,0.0,0.11072782249478302,0.23076923076923078,0.3076923076923077,0.15384615384615385,1.0,0.0,13,bg_collision,21.4,0,2026-09-25 13:20:47,0000_570_770,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_570_770_easy_00
scene-5980_6180-easy-00,kitti360,easy,ltf,official,ltf-official,0.01143526524237184,0.12451733263916004,0.14285714285714285,0.9285714285714286,0.07142857142857142,1.0,0.09183673469387754,14,bg_collision,22.3,0,2026-09-25 13:21:09,0000_5980_6180,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_5980_6180_easy_00
scene-8440_8640-easy-00,kitti360,easy,ltf,official,ltf-official,0.010166406833277734,0.16901651360324235,0.5263157894736842,0.6842105263157895,0.3157894736842105,1.0,0.06015037593984962,19,bg_collision,24.4,0,2026-09-25 13:21:34,0000_8440_8640,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_8440_8640_easy_00
scene-1290_1490-medium-01,kitti360,medium,ltf,official,ltf-official,0.005445020223345347,0.19057570781708713,0.2,0.9,0.1,1.0,0.02857142857142857,20,fg_collision,24.6,0,2026-09-25 13:21:58,0000_1290_1490,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_1290_1490_medium_01
scene-100613054308-hard-00,waymo,hard,ltf,fixed,ltf-fixed,0.9668202764976956,1.0,0.9806451612903225,1.0,0.9741935483870968,0.967741935483871,0.9668202764976956,155,complete,118.5,0,2026-09-25 13:22:15,100613054308_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/100613054308_0_200_hard_00
scene-3000_3200-medium-00,kitti360,medium,ltf,official,ltf-official,0.00372350662282133,0.2085163708779945,0.3125,0.0625,0.25,1.0,0.017857142857142856,16,bg_collision,22.7,0,2026-09-25 13:22:21,0000_3000_3200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_3000_3200_medium_00
scene-106762673266-hard-00,waymo,hard,ltf,fixed,ltf-fixed,0.006355356694394472,0.12234061636709359,0.18181818181818182,1.0,0.0,1.0,0.051948051948051945,11,fg_collision,19.4,0,2026-09-25 13:22:34,106762673266_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/106762673266_0_200_hard_00
scene-570_770-medium-00,kitti360,medium,ltf,official,ltf-official,0.0,0.1844044120778502,0.15789473684210525,0.5263157894736842,0.15789473684210525,1.0,0.0,19,bg_collision,24.5,0,2026-09-25 13:22:45,0000_570_770,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_570_770_medium_00
scene-164701907483-hard-00,waymo,hard,ltf,fixed,ltf-fixed,0.04112760846285202,0.21840178287169693,0.3181818181818182,1.0,0.13636363636363635,0.9090909090909091,0.1883116883116883,22,fg_collision,27.0,0,2026-09-25 13:23:01,164701907483_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/164701907483_0_200_hard_00
scene-6580_6780-medium-01,kitti360,medium,ltf,official,ltf-official,0.0,0.04748957766902302,0.0,1.0,0.0,0.9473684210526315,0.0,19,bg_collision,25.1,0,2026-09-25 13:23:11,0000_6580_6780,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_6580_6780_medium_01
scene-881121006469-hard-00,waymo,hard,ltf,fixed,ltf-fixed,0.10115024420425037,0.508344817026489,0.25,1.0,0.17857142857142858,1.0,0.1989795918367347,28,fg_collision,31.4,0,2026-09-25 13:23:32,881121006469_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/881121006469_0_200_hard_00
scene-250_450-hard-00,kitti360,hard,ltf,official,ltf-official,0.0,0.08065486938726375,0.0,0.6875,0.0,1.0,0.0,16,fg_collision,24.2,0,2026-09-25 13:23:35,0000_250_450,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_250_450_hard_00
scene-2510_2710-hard-00,kitti360,hard,ltf,official,ltf-official,0.0,0.06699295359089173,0.1111111111111111,0.7777777777777778,0.0,0.8888888888888888,0.0,9,fg_collision,19.9,0,2026-09-25 13:23:55,0000_2510_2710,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_2510_2710_hard_00
scene-144248042870-extreme-00,waymo,extreme,ltf,fixed,ltf-fixed,0.0,0.05970268862443402,0.5333333333333333,0.0,0.3333333333333333,1.0,0.0,15,bg_collision,23.1,0,2026-09-25 13:23:55,144248042870_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/144248042870_0_200_extreme_00
scene-150623512729-extreme-00,waymo,extreme,ltf,fixed,ltf-fixed,0.03596347553431807,0.12587216437011325,0.375,1.0,0.25,1.0,0.2857142857142857,16,fg_collision,23.8,0,2026-09-25 13:24:19,150623512729_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/150623512729_0_200_extreme_00
scene-3000_3200-hard-00,kitti360,hard,ltf,official,ltf-official,0.04362220492953228,0.3186317577461489,0.3333333333333333,0.8333333333333334,0.2916666666666667,1.0,0.1369047619047619,24,bg_collision,28.2,0,2026-09-25 13:24:23,0000_3000_3200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_3000_3200_hard_00
scene-152217047339-extreme-00,waymo,extreme,ltf,fixed,ltf-fixed,0.0048954400641789625,0.18847444247089007,0.09090909090909091,1.0,0.0,1.0,0.025974025974025972,11,fg_collision,20.1,0,2026-09-25 13:24:39,152217047339_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/152217047339_0_200_extreme_00
scene-3400_3600-hard-00,kitti360,hard,ltf,official,ltf-official,0.0,0.0707432462307114,0.2727272727272727,0.5454545454545454,0.2727272727272727,1.0,0.0,11,bg_collision,19.3,0,2026-09-25 13:24:42,0000_3400_3600,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_3400_3600_hard_00
scene-2510_2710-extreme-00,kitti360,extreme,ltf,official,ltf-official,0.0,0.10656392099691069,0.15384615384615385,0.8461538461538461,0.07692307692307693,1.0,0.0,13,fg_collision,22.3,0,2026-09-25 13:25:04,0000_2510_2710,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_2510_2710_extreme_00
scene-166085257829-extreme-00,waymo,extreme,ltf,fixed,ltf-fixed,0.07012684285411556,0.2394575121847849,0.4,1.0,0.25,1.0,0.2928571428571428,20,bg_collision,27.4,0,2026-09-25 13:25:07,166085257829_0_200,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-fixed/ltf/166085257829_0_200_extreme_00
scene-3400_3600-extreme-00,kitti360,extreme,ltf,official,ltf-official,0.0,0.06897466507494361,0.2727272727272727,0.45454545454545453,0.2727272727272727,1.0,0.0,11,bg_collision,21.4,0,2026-09-25 13:25:26,0000_3400_3600,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_3400_3600_extreme_00
scene-5980_6180-extreme-00,kitti360,extreme,ltf,official,ltf-official,0.011305107751808256,0.13189292377109635,0.13333333333333333,0.4666666666666667,0.06666666666666667,1.0,0.0857142857142857,15,bg_collision,22.8,0,2026-09-25 13:25:49,0000_5980_6180,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_5980_6180_extreme_00
scene-770_970-extreme-00,kitti360,extreme,ltf,official,ltf-official,0.0,0.19120264429188916,0.0,1.0,0.0,1.0,0.0,18,fg_collision,23.5,0,2026-09-25 13:26:12,0000_770_970,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/0000_770_970_extreme_00
scene-034-easy-00,pandaset,easy,ltf,official,ltf-official,0.5938375350140056,1.0,0.6274509803921569,1.0,0.6274509803921569,0.9607843137254902,0.5938375350140056,51,complete,51.0,0,2026-09-25 13:27:03,034,/root/autodl-tmp/ujs/runs/hugsim-exam/scored-base/ltf-official/ltf/034_easy_00
