board,repo,category,present
bench2drive,https://github.com/swc-17/SparseDriveV2,metric_grid_alignment,no
bench2drive,https://github.com/swc-17/SparseDriveV2,manual_scorer_reweighting,no
bench2drive,https://github.com/swc-17/SparseDriveV2,benchmark_prompt_specification,NA
bench2drive,https://github.com/swc-17/SparseDriveV2,benchmark_split_adaptation,no
bench2drive,https://github.com/swc-17/SparseDriveV2,offline_candidate_library,no
bench2drive,https://github.com/swc-17/SparseDriveV2,ego_only_open_loop_planning,NA
bench2drive,https://github.com/swc-17/SparseDriveV2,ego_state_fusion,NA
bench2drive,https://github.com/swc-17/SparseDriveV2,future_label_conditioning,NA
bench2drive,https://github.com/swc-17/SparseDriveV2,multi_checkpoint_candidate_selection,no
bench2drive,https://github.com/swc-17/SparseDriveV2,control_interface_selection,no
bench2drive,https://github.com/swc-17/SparseDriveV2,manual_control_override,no
bench2drive,https://github.com/swc-17/SparseDriveV2,simulator_pose_access,yes
bench2drive,https://github.com/swc-17/SparseDriveV2,metric_early_termination,no
bench2drive,https://github.com/swc-17/SparseDriveV2,simulator_protocol_dependency,no
bench2drive,https://github.com/swc-17/SparseDriveV2,inference_failure_brake_fallback,no
carla_lb2,https://github.com/autonomousvision/carla_garage,metric_proxy_candidate_selection,no
carla_lb2,https://github.com/autonomousvision/carla_garage,metric_proxy_test_search,no
carla_lb2,https://github.com/autonomousvision/carla_garage,metric_reward_finetuning,no
carla_lb2,https://github.com/autonomousvision/carla_garage,benchmark_target_shaping,no
carla_lb2,https://github.com/autonomousvision/carla_garage,metric_grid_alignment,no
carla_lb2,https://github.com/autonomousvision/carla_garage,manual_scorer_reweighting,no
carla_lb2,https://github.com/autonomousvision/carla_garage,benchmark_prompt_specification,NA
carla_lb2,https://github.com/autonomousvision/carla_garage,benchmark_split_adaptation,no
carla_lb2,https://github.com/autonomousvision/carla_garage,offline_candidate_library,no
carla_lb2,https://github.com/autonomousvision/carla_garage,ego_only_open_loop_planning,NA
carla_lb2,https://github.com/autonomousvision/carla_garage,ego_state_fusion,NA
carla_lb2,https://github.com/autonomousvision/carla_garage,future_label_conditioning,NA
carla_lb2,https://github.com/autonomousvision/carla_garage,multi_checkpoint_candidate_selection,no
carla_lb2,https://github.com/autonomousvision/carla_garage,control_interface_selection,no
carla_lb2,https://github.com/autonomousvision/carla_garage,manual_control_override,yes
carla_lb2,https://github.com/autonomousvision/carla_garage,simulator_pose_access,no
carla_lb2,https://github.com/autonomousvision/carla_garage,metric_early_termination,yes
carla_lb2,https://github.com/autonomousvision/carla_garage,simulator_protocol_dependency,no
carla_lb2,https://github.com/autonomousvision/carla_garage,inference_failure_brake_fallback,no
navsim_v1,https://github.com/valeoai/TOAD,metric_proxy_candidate_selection,no
navsim_v1,https://github.com/valeoai/TOAD,metric_proxy_test_search,yes
navsim_v1,https://github.com/valeoai/TOAD,metric_reward_finetuning,no
navsim_v1,https://github.com/valeoai/TOAD,benchmark_target_shaping,yes
navsim_v1,https://github.com/valeoai/TOAD,metric_grid_alignment,no
navsim_v1,https://github.com/valeoai/TOAD,manual_scorer_reweighting,no
navsim_v1,https://github.com/valeoai/TOAD,benchmark_prompt_specification,NA
navsim_v1,https://github.com/valeoai/TOAD,benchmark_split_adaptation,no
navsim_v1,https://github.com/valeoai/TOAD,offline_candidate_library,no
navsim_v1,https://github.com/valeoai/TOAD,ego_only_open_loop_planning,NA
navsim_v1,https://github.com/valeoai/TOAD,ego_state_fusion,NA
navsim_v1,https://github.com/valeoai/TOAD,future_label_conditioning,no
navsim_v1,https://github.com/valeoai/TOAD,multi_checkpoint_candidate_selection,no
navsim_v1,https://github.com/valeoai/TOAD,control_interface_selection,NA
navsim_v1,https://github.com/valeoai/TOAD,manual_control_override,NA
navsim_v1,https://github.com/valeoai/TOAD,simulator_pose_access,NA
navsim_v1,https://github.com/valeoai/TOAD,metric_early_termination,NA
navsim_v1,https://github.com/valeoai/TOAD,simulator_protocol_dependency,NA
navsim_v1,https://github.com/valeoai/TOAD,inference_failure_brake_fallback,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,metric_proxy_candidate_selection,yes
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,metric_proxy_test_search,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,metric_reward_finetuning,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,benchmark_target_shaping,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,metric_grid_alignment,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,manual_scorer_reweighting,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,benchmark_prompt_specification,yes
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,benchmark_split_adaptation,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,offline_candidate_library,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,ego_only_open_loop_planning,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,ego_state_fusion,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,future_label_conditioning,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,multi_checkpoint_candidate_selection,no
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,control_interface_selection,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,manual_control_override,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,simulator_pose_access,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,metric_early_termination,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,simulator_protocol_dependency,NA
navsim_v1,https://github.com/ZebinX/DriveVLA-M0,inference_failure_brake_fallback,NA
navsim_v1,https://github.com/vita-epfl/RAP,metric_proxy_candidate_selection,yes
navsim_v1,https://github.com/vita-epfl/RAP,metric_proxy_test_search,no
navsim_v1,https://github.com/vita-epfl/RAP,metric_reward_finetuning,no
navsim_v1,https://github.com/vita-epfl/RAP,benchmark_target_shaping,no
navsim_v1,https://github.com/vita-epfl/RAP,metric_grid_alignment,no
navsim_v1,https://github.com/vita-epfl/RAP,manual_scorer_reweighting,no
navsim_v1,https://github.com/vita-epfl/RAP,benchmark_prompt_specification,NA
navsim_v1,https://github.com/vita-epfl/RAP,benchmark_split_adaptation,no
navsim_v1,https://github.com/vita-epfl/RAP,offline_candidate_library,no
navsim_v1,https://github.com/vita-epfl/RAP,ego_only_open_loop_planning,NA
navsim_v1,https://github.com/vita-epfl/RAP,ego_state_fusion,NA
navsim_v1,https://github.com/vita-epfl/RAP,future_label_conditioning,no
navsim_v1,https://github.com/vita-epfl/RAP,multi_checkpoint_candidate_selection,no
navsim_v1,https://github.com/vita-epfl/RAP,control_interface_selection,NA
navsim_v1,https://github.com/vita-epfl/RAP,manual_control_override,NA
navsim_v1,https://github.com/vita-epfl/RAP,simulator_pose_access,NA
navsim_v1,https://github.com/vita-epfl/RAP,metric_early_termination,NA
navsim_v1,https://github.com/vita-epfl/RAP,simulator_protocol_dependency,NA
navsim_v1,https://github.com/vita-epfl/RAP,inference_failure_brake_fallback,NA
navsim_v1,https://github.com/valeoai/DrivoR,metric_proxy_candidate_selection,yes
navsim_v1,https://github.com/valeoai/DrivoR,metric_proxy_test_search,no
navsim_v1,https://github.com/valeoai/DrivoR,metric_reward_finetuning,no
navsim_v1,https://github.com/valeoai/DrivoR,benchmark_target_shaping,yes
navsim_v1,https://github.com/valeoai/DrivoR,metric_grid_alignment,no
navsim_v1,https://github.com/valeoai/DrivoR,manual_scorer_reweighting,no
navsim_v1,https://github.com/valeoai/DrivoR,benchmark_prompt_specification,NA
navsim_v1,https://github.com/valeoai/DrivoR,benchmark_split_adaptation,no
navsim_v1,https://github.com/valeoai/DrivoR,offline_candidate_library,no
navsim_v1,https://github.com/valeoai/DrivoR,ego_only_open_loop_planning,NA
navsim_v1,https://github.com/valeoai/DrivoR,ego_state_fusion,NA
navsim_v1,https://github.com/valeoai/DrivoR,future_label_conditioning,no
navsim_v1,https://github.com/valeoai/DrivoR,multi_checkpoint_candidate_selection,no
navsim_v1,https://github.com/valeoai/DrivoR,control_interface_selection,NA
navsim_v1,https://github.com/valeoai/DrivoR,manual_control_override,NA
navsim_v1,https://github.com/valeoai/DrivoR,simulator_pose_access,NA
navsim_v1,https://github.com/valeoai/DrivoR,metric_early_termination,NA
navsim_v1,https://github.com/valeoai/DrivoR,simulator_protocol_dependency,NA
navsim_v1,https://github.com/valeoai/DrivoR,inference_failure_brake_fallback,NA
navsim_v2,https://github.com/valeoai/TOAD,metric_proxy_candidate_selection,no
navsim_v2,https://github.com/valeoai/TOAD,metric_proxy_test_search,yes
navsim_v2,https://github.com/valeoai/TOAD,metric_reward_finetuning,no
navsim_v2,https://github.com/valeoai/TOAD,benchmark_target_shaping,no
navsim_v2,https://github.com/valeoai/TOAD,metric_grid_alignment,no
navsim_v2,https://github.com/valeoai/TOAD,manual_scorer_reweighting,yes
navsim_v2,https://github.com/valeoai/TOAD,benchmark_prompt_specification,NA
navsim_v2,https://github.com/valeoai/TOAD,benchmark_split_adaptation,yes
navsim_v2,https://github.com/valeoai/TOAD,offline_candidate_library,no
navsim_v2,https://github.com/valeoai/TOAD,ego_only_open_loop_planning,NA
navsim_v2,https://github.com/valeoai/TOAD,ego_state_fusion,NA
navsim_v2,https://github.com/valeoai/TOAD,future_label_conditioning,no
navsim_v2,https://github.com/valeoai/TOAD,multi_checkpoint_candidate_selection,no
navsim_v2,https://github.com/valeoai/TOAD,control_interface_selection,NA
navsim_v2,https://github.com/valeoai/TOAD,manual_control_override,NA
navsim_v2,https://github.com/valeoai/TOAD,simulator_pose_access,NA
navsim_v2,https://github.com/valeoai/TOAD,metric_early_termination,NA
navsim_v2,https://github.com/valeoai/TOAD,simulator_protocol_dependency,NA
navsim_v2,https://github.com/valeoai/TOAD,inference_failure_brake_fallback,NA
navsim_v2,https://github.com/valeoai/DrivoR,metric_proxy_candidate_selection,yes
navsim_v2,https://github.com/valeoai/DrivoR,metric_proxy_test_search,no
navsim_v2,https://github.com/valeoai/DrivoR,metric_reward_finetuning,no
navsim_v2,https://github.com/valeoai/DrivoR,benchmark_target_shaping,no
navsim_v2,https://github.com/valeoai/DrivoR,metric_grid_alignment,no
navsim_v2,https://github.com/valeoai/DrivoR,manual_scorer_reweighting,yes
navsim_v2,https://github.com/valeoai/DrivoR,benchmark_prompt_specification,NA
navsim_v2,https://github.com/valeoai/DrivoR,benchmark_split_adaptation,yes
navsim_v2,https://github.com/valeoai/DrivoR,offline_candidate_library,no
navsim_v2,https://github.com/valeoai/DrivoR,ego_only_open_loop_planning,NA
navsim_v2,https://github.com/valeoai/DrivoR,ego_state_fusion,NA
navsim_v2,https://github.com/valeoai/DrivoR,future_label_conditioning,no
navsim_v2,https://github.com/valeoai/DrivoR,multi_checkpoint_candidate_selection,no
navsim_v2,https://github.com/valeoai/DrivoR,control_interface_selection,NA
navsim_v2,https://github.com/valeoai/DrivoR,manual_control_override,NA
navsim_v2,https://github.com/valeoai/DrivoR,simulator_pose_access,NA
navsim_v2,https://github.com/valeoai/DrivoR,metric_early_termination,NA
navsim_v2,https://github.com/valeoai/DrivoR,simulator_protocol_dependency,NA
navsim_v2,https://github.com/valeoai/DrivoR,inference_failure_brake_fallback,NA
navsim_v2,https://github.com/NVlabs/GTRS,metric_proxy_candidate_selection,yes
navsim_v2,https://github.com/NVlabs/GTRS,metric_proxy_test_search,no
navsim_v2,https://github.com/NVlabs/GTRS,metric_reward_finetuning,no
navsim_v2,https://github.com/NVlabs/GTRS,benchmark_target_shaping,no
navsim_v2,https://github.com/NVlabs/GTRS,metric_grid_alignment,no
navsim_v2,https://github.com/NVlabs/GTRS,manual_scorer_reweighting,yes
navsim_v2,https://github.com/NVlabs/GTRS,benchmark_prompt_specification,NA
navsim_v2,https://github.com/NVlabs/GTRS,benchmark_split_adaptation,no
navsim_v2,https://github.com/NVlabs/GTRS,offline_candidate_library,yes
navsim_v2,https://github.com/NVlabs/GTRS,ego_only_open_loop_planning,NA
navsim_v2,https://github.com/NVlabs/GTRS,ego_state_fusion,NA
navsim_v2,https://github.com/NVlabs/GTRS,future_label_conditioning,no
navsim_v2,https://github.com/NVlabs/GTRS,multi_checkpoint_candidate_selection,no
navsim_v2,https://github.com/NVlabs/GTRS,control_interface_selection,NA
navsim_v2,https://github.com/NVlabs/GTRS,manual_control_override,NA
navsim_v2,https://github.com/NVlabs/GTRS,simulator_pose_access,NA
navsim_v2,https://github.com/NVlabs/GTRS,metric_early_termination,NA
navsim_v2,https://github.com/NVlabs/GTRS,simulator_protocol_dependency,NA
navsim_v2,https://github.com/NVlabs/GTRS,inference_failure_brake_fallback,NA
nuscenes,https://github.com/MSunDYY/SparseOccVLA,metric_proxy_candidate_selection,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,metric_proxy_test_search,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,metric_reward_finetuning,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,benchmark_target_shaping,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,metric_grid_alignment,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,manual_scorer_reweighting,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,benchmark_prompt_specification,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,benchmark_split_adaptation,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,offline_candidate_library,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,ego_only_open_loop_planning,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,ego_state_fusion,yes
nuscenes,https://github.com/MSunDYY/SparseOccVLA,future_label_conditioning,NA
nuscenes,https://github.com/MSunDYY/SparseOccVLA,multi_checkpoint_candidate_selection,no
nuscenes,https://github.com/MSunDYY/SparseOccVLA,control_interface_selection,NA
nuscenes,https://github.com/MSunDYY/SparseOccVLA,manual_control_override,NA
nuscenes,https://github.com/MSunDYY/SparseOccVLA,simulator_pose_access,NA
nuscenes,https://github.com/MSunDYY/SparseOccVLA,metric_early_termination,NA
nuscenes,https://github.com/MSunDYY/SparseOccVLA,simulator_protocol_dependency,NA
nuscenes,https://github.com/MSunDYY/SparseOccVLA,inference_failure_brake_fallback,NA
nuscenes,https://github.com/E2E-AD/AD-MLP,metric_proxy_candidate_selection,no
nuscenes,https://github.com/E2E-AD/AD-MLP,metric_proxy_test_search,no
nuscenes,https://github.com/E2E-AD/AD-MLP,metric_reward_finetuning,no
nuscenes,https://github.com/E2E-AD/AD-MLP,benchmark_target_shaping,no
nuscenes,https://github.com/E2E-AD/AD-MLP,metric_grid_alignment,yes
nuscenes,https://github.com/E2E-AD/AD-MLP,manual_scorer_reweighting,no
nuscenes,https://github.com/E2E-AD/AD-MLP,benchmark_prompt_specification,NA
nuscenes,https://github.com/E2E-AD/AD-MLP,benchmark_split_adaptation,no
nuscenes,https://github.com/E2E-AD/AD-MLP,offline_candidate_library,no
nuscenes,https://github.com/E2E-AD/AD-MLP,ego_only_open_loop_planning,yes
nuscenes,https://github.com/E2E-AD/AD-MLP,ego_state_fusion,no
nuscenes,https://github.com/E2E-AD/AD-MLP,future_label_conditioning,yes
nuscenes,https://github.com/E2E-AD/AD-MLP,multi_checkpoint_candidate_selection,no
nuscenes,https://github.com/E2E-AD/AD-MLP,control_interface_selection,NA
nuscenes,https://github.com/E2E-AD/AD-MLP,manual_control_override,NA
nuscenes,https://github.com/E2E-AD/AD-MLP,simulator_pose_access,NA
nuscenes,https://github.com/E2E-AD/AD-MLP,metric_early_termination,NA
nuscenes,https://github.com/E2E-AD/AD-MLP,simulator_protocol_dependency,NA
nuscenes,https://github.com/E2E-AD/AD-MLP,inference_failure_brake_fallback,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,metric_proxy_candidate_selection,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,metric_proxy_test_search,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,metric_reward_finetuning,yes
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,benchmark_target_shaping,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,metric_grid_alignment,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,manual_scorer_reweighting,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,benchmark_prompt_specification,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,benchmark_split_adaptation,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,offline_candidate_library,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,ego_only_open_loop_planning,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,ego_state_fusion,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,future_label_conditioning,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,multi_checkpoint_candidate_selection,no
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,control_interface_selection,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,manual_control_override,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,simulator_pose_access,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,metric_early_termination,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,simulator_protocol_dependency,NA
wod_e2e,https://github.com/Tsinghua-MARS-Lab/DriveMA,inference_failure_brake_fallback,NA
wod_e2e,https://github.com/vita-epfl/RAP,metric_proxy_candidate_selection,yes
wod_e2e,https://github.com/vita-epfl/RAP,metric_proxy_test_search,no
wod_e2e,https://github.com/vita-epfl/RAP,metric_reward_finetuning,no
wod_e2e,https://github.com/vita-epfl/RAP,benchmark_target_shaping,no
wod_e2e,https://github.com/vita-epfl/RAP,metric_grid_alignment,no
wod_e2e,https://github.com/vita-epfl/RAP,manual_scorer_reweighting,no
wod_e2e,https://github.com/vita-epfl/RAP,benchmark_prompt_specification,NA
wod_e2e,https://github.com/vita-epfl/RAP,benchmark_split_adaptation,no
wod_e2e,https://github.com/vita-epfl/RAP,offline_candidate_library,no
wod_e2e,https://github.com/vita-epfl/RAP,ego_only_open_loop_planning,NA
wod_e2e,https://github.com/vita-epfl/RAP,ego_state_fusion,NA
wod_e2e,https://github.com/vita-epfl/RAP,future_label_conditioning,no
wod_e2e,https://github.com/vita-epfl/RAP,multi_checkpoint_candidate_selection,yes
wod_e2e,https://github.com/vita-epfl/RAP,control_interface_selection,NA
wod_e2e,https://github.com/vita-epfl/RAP,manual_control_override,NA
wod_e2e,https://github.com/vita-epfl/RAP,simulator_pose_access,NA
wod_e2e,https://github.com/vita-epfl/RAP,metric_early_termination,NA
wod_e2e,https://github.com/vita-epfl/RAP,simulator_protocol_dependency,NA
wod_e2e,https://github.com/vita-epfl/RAP,inference_failure_brake_fallback,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,metric_proxy_candidate_selection,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,metric_proxy_test_search,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,metric_reward_finetuning,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,benchmark_target_shaping,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,metric_grid_alignment,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,manual_scorer_reweighting,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,benchmark_prompt_specification,no
wod_e2e,https://github.com/ucla-mobility/AutoVLA,benchmark_split_adaptation,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,offline_candidate_library,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,ego_only_open_loop_planning,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,ego_state_fusion,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,future_label_conditioning,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,multi_checkpoint_candidate_selection,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,control_interface_selection,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,manual_control_override,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,simulator_pose_access,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,metric_early_termination,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,simulator_protocol_dependency,NA
wod_e2e,https://github.com/ucla-mobility/AutoVLA,inference_failure_brake_fallback,NA
hugsim,https://github.com/AFARI-Research/WA-JEPA,metric_proxy_candidate_selection,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,metric_proxy_test_search,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,metric_reward_finetuning,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,benchmark_target_shaping,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,metric_grid_alignment,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,manual_scorer_reweighting,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,benchmark_prompt_specification,NA
hugsim,https://github.com/AFARI-Research/WA-JEPA,benchmark_split_adaptation,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,offline_candidate_library,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,ego_only_open_loop_planning,NA
hugsim,https://github.com/AFARI-Research/WA-JEPA,ego_state_fusion,NA
hugsim,https://github.com/AFARI-Research/WA-JEPA,future_label_conditioning,NA
hugsim,https://github.com/AFARI-Research/WA-JEPA,multi_checkpoint_candidate_selection,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,control_interface_selection,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,manual_control_override,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,simulator_pose_access,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,metric_early_termination,no
hugsim,https://github.com/AFARI-Research/WA-JEPA,simulator_protocol_dependency,yes
hugsim,https://github.com/AFARI-Research/WA-JEPA,inference_failure_brake_fallback,yes
hugsim,https://github.com/hyzhou404/UniAD_SIM,metric_proxy_candidate_selection,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,metric_proxy_test_search,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,metric_reward_finetuning,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,benchmark_target_shaping,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,metric_grid_alignment,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,manual_scorer_reweighting,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,benchmark_prompt_specification,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,benchmark_split_adaptation,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,offline_candidate_library,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,ego_only_open_loop_planning,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,ego_state_fusion,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,future_label_conditioning,NA
hugsim,https://github.com/hyzhou404/UniAD_SIM,multi_checkpoint_candidate_selection,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,control_interface_selection,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,manual_control_override,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,simulator_pose_access,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,metric_early_termination,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,simulator_protocol_dependency,no
hugsim,https://github.com/hyzhou404/UniAD_SIM,inference_failure_brake_fallback,no
nuscenes,https://github.com/NVlabs/BEV-Planner,metric_proxy_candidate_selection,no
nuscenes,https://github.com/NVlabs/BEV-Planner,metric_proxy_test_search,no
nuscenes,https://github.com/NVlabs/BEV-Planner,metric_reward_finetuning,no
nuscenes,https://github.com/NVlabs/BEV-Planner,benchmark_target_shaping,no
nuscenes,https://github.com/NVlabs/BEV-Planner,metric_grid_alignment,no
nuscenes,https://github.com/NVlabs/BEV-Planner,manual_scorer_reweighting,no
nuscenes,https://github.com/NVlabs/BEV-Planner,benchmark_prompt_specification,NA
nuscenes,https://github.com/NVlabs/BEV-Planner,benchmark_split_adaptation,no
nuscenes,https://github.com/NVlabs/BEV-Planner,offline_candidate_library,no
nuscenes,https://github.com/NVlabs/BEV-Planner,ego_only_open_loop_planning,no
nuscenes,https://github.com/NVlabs/BEV-Planner,ego_state_fusion,yes
nuscenes,https://github.com/NVlabs/BEV-Planner,future_label_conditioning,yes
nuscenes,https://github.com/NVlabs/BEV-Planner,multi_checkpoint_candidate_selection,no
nuscenes,https://github.com/NVlabs/BEV-Planner,control_interface_selection,NA
nuscenes,https://github.com/NVlabs/BEV-Planner,manual_control_override,NA
