direction,arm,subset,n,ade_base,ade_arm,dade,lo,hi,halfwidth
0,B ctrv:lin,all,52919,1.8827033,1.9829297,0.10022648,0.0568032449361429,0.14327712427686534,0.04323693967036122
0,B ctrv:lin,pre_onset,791,2.6355965,2.7013197,0.06572333,-0.06208535428901836,0.17712143764070407,0.11960339596486122
0,B ctrv:lin,straight_yaw,23612,1.789302,1.8301715,0.04086937,-0.02611332446088685,0.11297371964595042,0.06954352205341863
0,B ctrv:lin,turn_yaw,5881,2.529912,2.5923784,0.062466342,0.007582479942160928,0.12342507474687717,0.05792129740235812
0,B ctrv:top25,all,52919,1.8827033,2.1281757,0.24547233,0.19536014693509865,0.29911240160884334,0.051876127336872344
0,B ctrv:top25,pre_onset,791,2.6355965,2.8017113,0.16611476,0.012052640270880342,0.3080684618625356,0.14800791079582765
0,B ctrv:top25,straight_yaw,23612,1.789302,1.9907254,0.20142332,0.1251766857487148,0.2821221865082617,0.07847275037977346
0,B ctrv:top25,turn_yaw,5881,2.529912,2.691033,0.16112086,0.08434853444521147,0.2432901179476383,0.07947079175121341
0,B cv:lin,all,52919,1.8827033,1.9865195,0.10381629,0.06303044177952817,0.14494123934295067,0.04095539878171125
0,B cv:lin,pre_onset,791,2.6355965,2.6974626,0.061866257,-0.06448842760108917,0.17249225394832116,0.11849034077470516
0,B cv:lin,straight_yaw,23612,1.789302,1.8384155,0.049113438,-0.0129460968402783,0.11789381066028977,0.06541995375028403
0,B cv:lin,turn_yaw,5881,2.529912,2.5894861,0.05957385,0.004955838362432907,0.11966801848465398,0.05735609006111054
0,B cv:top25,all,52919,1.8827033,2.1303825,0.24767928,0.1975907807892718,0.29908813065065193,0.05074867493069006
0,B cv:top25,pre_onset,791,2.6355965,2.780971,0.14537427,-0.010714623713234249,0.282986425438797,0.1468505245760156
0,B cv:top25,straight_yaw,23612,1.789302,2.0017853,0.21248312,0.13771485122849755,0.2889814550052878,0.07563330188839514
0,B cv:top25,turn_yaw,5881,2.529912,2.677396,0.1474839,0.0757208385445325,0.22381123082226284,0.07404519613886518
0,C pre_onset fit,all,52919,1.8827033,2.10306,0.22035663,0.1844126731802749,0.25938684586944777,0.03748708634458643
0,C pre_onset fit,pre_onset,791,2.6355965,2.5995193,-0.036077034,-0.1582285884906624,0.08894823497632834,0.12358841173349537
0,C pre_onset fit,straight_yaw,23612,1.789302,2.032679,0.24337701,0.18305282953334542,0.30207860080632054,0.05951288563648756
0,C pre_onset fit,turn_yaw,5881,2.529912,2.5677001,0.037787925,-0.01661323077352901,0.09091827248776399,0.0537657516306465
0,D mlp uniform,all,52919,1.8827033,2.0222356,0.13953222,0.09364053283215053,0.18155397281363003,0.04395671999073975
0,D mlp uniform,pre_onset,791,2.6355965,2.883245,0.24764845,0.08555368049179463,0.41610967679847244,0.1652779981533389
0,D mlp uniform,straight_yaw,23612,1.789302,1.8378937,0.04859174,-0.020278599137997812,0.11693331311423244,0.06860595612611513
0,D mlp uniform,turn_yaw,5881,2.529912,2.7409153,0.21100305,0.1306270134282629,0.29145236243477857,0.08041267450325783
0,D mlp ego:a1,all,52919,1.8827033,2.1882188,0.30551568,0.240762191042483,0.3608095338329788,0.060023671395247905
0,D mlp ego:a1,pre_onset,791,2.6355965,3.0422277,0.4066314,0.17380352935020557,0.6330798403691655,0.22963815550947997
0,D mlp ego:a1,straight_yaw,23612,1.789302,2.02054,0.23123784,0.1495058362065314,0.31775677157623783,0.08412546768485321
0,D mlp ego:a1,turn_yaw,5881,2.529912,2.8565123,0.32660004,0.234614908098526,0.42235244127803384,0.09386876658975392
1,A ridge_late uniform,all,53441,1.8543527,1.8201015,-0.0342512,-0.0562705698506864,-0.012273306510997839,0.021998631669844282
1,A ridge_late uniform,pre_onset,719,2.293307,2.2506177,-0.042689443,-0.09009667528392394,0.006181090146703282,0.04813888271531361
1,A ridge_late uniform,straight_yaw,22968,1.8308797,1.7593867,-0.07149283,-0.11166220181061334,-0.032693285617539,0.03948445809653717
1,A ridge_late uniform,turn_yaw,5179,2.3943748,2.3489738,-0.04540126,-0.0803444031752764,-0.011363071313869584,0.03449066593070341
1,B ego:lin,all,53441,1.8543527,1.9543661,0.100013494,0.05763063002287404,0.150302368513262,0.046335869245193985
1,B ego:lin,pre_onset,719,2.293307,2.2768788,-0.016428187,-0.13510993423928347,0.1113859550955795,0.12324794466743148
1,B ego:lin,straight_yaw,22968,1.8308797,1.8745178,0.04363824,-0.015259491434583784,0.10777327269039397,0.06151638206248888
1,B ego:lin,turn_yaw,5179,2.3943748,2.3927634,-0.0016115273,-0.07602555237912513,0.07500565133791534,0.07551560185852024
1,B ego:sq,all,53441,1.8543527,2.4045727,0.5502202,0.46455809666864467,0.6355937913040867,0.085517847317721
1,B ego:sq,pre_onset,719,2.293307,2.5969112,0.30360427,0.1179243732503132,0.5032129416382055,0.19264428419394616
1,B ego:sq,straight_yaw,22968,1.8308797,2.3424625,0.51158303,0.4127426950130104,0.6084559124615276,0.09785660872425861
1,B ego:sq,turn_yaw,5179,2.3943748,2.725739,0.33136413,0.2010966468698612,0.478534167526235,0.13871876032818692
1,B ego:a1,all,53441,1.8543527,1.874323,0.01997022,-0.014207515232052405,0.05930433727911389,0.036755926255583146
1,B ego:a1,pre_onset,719,2.293307,2.2472162,-0.046090763,-0.13801564717987533,0.05443154540885153,0.09622359629436343
1,B ego:a1,straight_yaw,22968,1.8308797,1.7985255,-0.032354143,-0.08715496598687077,0.024253182993019755,0.05570407448994526
1,B ego:a1,turn_yaw,5179,2.3943748,2.3482387,-0.046136234,-0.10512473746050846,0.011679504111094842,0.05840212078580165
1,B ego:a4,all,53441,1.8543527,1.9200917,0.06573908,0.026848730079997586,0.11281048523997891,0.04298087757999067
1,B ego:a4,pre_onset,719,2.293307,2.2620711,-0.03123581,-0.14015365634445204,0.08688902420989987,0.11352134027717595
1,B ego:a4,straight_yaw,22968,1.8308797,1.8413273,0.010447605,-0.047136845737946506,0.07090277756530912,0.05901981165162781
1,B ego:a4,turn_yaw,5179,2.3943748,2.3718464,-0.02252859,-0.09004275410270146,0.046193458068359214,0.06811810608553034
1,B ego:top25,all,53441,1.8543527,2.1728208,0.318468,0.2596138987377998,0.38767940432971115,0.06403275279595569
1,B ego:top25,pre_onset,719,2.293307,2.5171201,0.22381333,0.04338713534662219,0.4223588507747949,0.18948585771408635
1,B ego:top25,straight_yaw,22968,1.8308797,2.0955184,0.26463878,0.18234296497909994,0.3446902687377349,0.08117365187931748
1,B ego:top25,turn_yaw,5179,2.3943748,2.59357,0.19919501,0.0787910447584415,0.3129137329994375,0.11706134412049798
1,B ctrv:lin,all,53441,1.8543527,1.9366333,0.082280695,0.04265413824795599,0.12703110588322453,0.042188483817634265
1,B ctrv:lin,pre_onset,719,2.293307,2.2482805,-0.045026645,-0.15887334700275527,0.07838285220110956,0.11862809960193241
1,B ctrv:lin,straight_yaw,22968,1.8308797,1.8510696,0.020190008,-0.044392865413491155,0.0853700148352183,0.06488144012435473
1,B ctrv:lin,turn_yaw,5179,2.3943748,2.389053,-0.0053218203,-0.07232825600771027,0.06231460146721315,0.0673214287374617
1,B ctrv:top25,all,53441,1.8543527,2.045869,0.19151637,0.14040189843577325,0.2491839395192357,0.05439102054173123
1,B ctrv:top25,pre_onset,719,2.293307,2.3042152,0.010908324,-0.13908355789034793,0.16601306220903705,0.1525483100496925
1,B ctrv:top25,straight_yaw,22968,1.8308797,1.9670023,0.1361227,0.06218965945979106,0.21469413784534747,0.07625223919277821
1,B ctrv:top25,turn_yaw,5179,2.3943748,2.4973938,0.103018954,0.018222651563087368,0.18263218096062223,0.08220476469876743
1,B cv:lin,all,53441,1.8543527,1.9524343,0.09808155,0.058788569536711945,0.14203248224471968,0.04162195635400387
1,B cv:lin,pre_onset,719,2.293307,2.254676,-0.03863085,-0.16307605369697148,0.0973446666637919,0.13021036018038168
1,B cv:lin,straight_yaw,22968,1.8308797,1.869651,0.038771257,-0.022722450886690244,0.1018265526069527,0.06227450174682147
1,B cv:lin,turn_yaw,5179,2.3943748,2.387509,-0.0068658395,-0.08114129897180655,0.07017387365533867,0.07565758631357261
1,B cv:top25,all,53441,1.8543527,2.0664968,0.21214409,0.16235523894455092,0.2704652804348441,0.05405502074514658
1,B cv:top25,pre_onset,719,2.293307,2.3206253,0.027318291,-0.12841540827726458,0.20221300897082328,0.16531420862404395
1,B cv:top25,straight_yaw,22968,1.8308797,1.9911551,0.1602755,0.08687735159790592,0.23736407963635411,0.0752433640192241
1,B cv:top25,turn_yaw,5179,2.3943748,2.4861374,0.09176222,0.0006634677663605822,0.18344914838273582,0.09139284030818762
1,C pre_onset fit,all,53441,1.8543527,1.9705487,0.11619597,0.09797385156870812,0.1357724715322913,0.01889930998179159
1,C pre_onset fit,pre_onset,719,2.293307,2.2131588,-0.08014797,-0.15166518436889326,-0.0012116811869226603,0.0752267515909853
1,C pre_onset fit,straight_yaw,22968,1.8308797,1.9317694,0.10088969,0.06727545232026144,0.13632805520922275,0.034526301444480656
1,C pre_onset fit,turn_yaw,5179,2.3943748,2.3777325,-0.016642466,-0.05115339634556571,0.022452768558242707,0.03680308245190421
1,D mlp uniform,all,53441,1.8543527,1.9848144,0.1304618,0.08892990444436796,0.17708924683859087,0.04407967119711145
1,D mlp uniform,pre_onset,719,2.293307,2.3227735,0.029466467,-0.12258378005062999,0.21325410939838663,0.1679189447245083
1,D mlp uniform,straight_yaw,22968,1.8308797,1.896796,0.06591635,-0.00501993887049372,0.13051908832858167,0.0677695135995377
1,D mlp uniform,turn_yaw,5179,2.3943748,2.4319422,0.037567187,-0.042074922021538716,0.11953619100641222,0.08080555651397547
1,D mlp ego:a1,all,53441,1.8543527,2.172947,0.31859437,0.259721951832302,0.38521675567911023,0.06274740192340411
1,D mlp ego:a1,pre_onset,719,2.293307,2.5587628,0.26545575,0.08129309069352081,0.46994150784861943,0.1943242085775493
1,D mlp ego:a1,straight_yaw,22968,1.8308797,2.0723403,0.24146056,0.15497054077257838,0.32138861043846206,0.08320903483294184
1,D mlp ego:a1,turn_yaw,5179,2.3943748,2.5901852,0.19581008,0.07996094234084364,0.3054308687131595,0.11273496318615793
