level,route,seed,arm,ds,rc,official_status,ticks,pre_collision_ticks,moving_ticks,collision_step,moving_full_throttle_share,moving_full_brake_share,moving_full_pedal_share,full_pedal_flip_count,full_pedal_flips_per_min,speed_p95_mps,speed_max_mps,target_overshoot_gt2_share,target_undershoot_gt2_share,moving_target_zero_share,moving_target_zero_full_brake_share,target_jump_gt5_count,target_jump_gt5_per_min,stopped_after_2s_share,longest_standstill_after_2s_s,agent_ms_p95,vehicle_collisions,emergency_yield,outside_lane
1,25424,1,A,96.228568,100.0,Completed,390,389,304,,0.5296052631578947,0.27960526315789475,0.8092105263157895,30,92.54498714652955,10.660300147345728,11.682046137186227,0.24342105263157895,0.1513157894736842,0.2138157894736842,1.0,18,55.52699228791773,0.054285714285714284,0.8,111.37053160273352,0,0,1
1,25424,1,B,100.0,100.0,Completed,2291,2290,314,,0.3885350318471338,0.22929936305732485,0.6178343949044586,48,25.152838427947597,7.618571059033284,12.393760765683272,0.19745222929936307,0.22611464968152867,0.15605095541401273,0.4897959183673469,23,12.05240174672489,0.7863171923589516,55.300000000000004,134.43467184824834,0,0,0
1,25424,1,C,100.0,100.0,Completed,1761,1760,287,,0.0,0.0,0.0,0,0.0,8.158003026164003,11.262532909927124,0.09059233449477352,0.14982578397212543,0.07317073170731707,0.0,5,3.409090909090909,0.8065078442765834,44.45,127.97819835614064,0,0,0
1,25424,1,D,100.0,100.0,Completed,753,752,309,,0.0,0.0,0.0,0,0.0,8.292492209854045,8.866135185815127,0.1650485436893204,0.255663430420712,0.1488673139158576,0.0,3,4.787234042553191,0.23422159887798036,8.05,119.51907089314773,0,0,0
1,25424,2,A,100.0,100.0,Completed,406,405,287,,0.5296167247386759,0.30662020905923343,0.8362369337979094,33,97.77777777777777,11.123712019332165,12.267752238079513,0.2508710801393728,0.14982578397212543,0.2229965156794425,1.0,21,62.22222222222222,0.12021857923497267,1.9500000000000002,114.67944319956587,0,0,0
1,25424,2,B,100.0,100.0,Completed,2279,2278,328,,0.38414634146341464,0.18902439024390244,0.573170731707317,43,22.651448639157156,7.705521601342896,11.522043338680666,0.1798780487804878,0.21646341463414634,0.1524390243902439,0.48,23,12.11589113257243,0.7838320678874497,55.6,135.72975419847353,0,0,0
1,25424,2,C,100.0,100.0,Completed,754,753,308,,0.0,0.0,0.0,0,0.0,8.261494493814077,9.394956469886374,0.17207792207792208,0.24025974025974026,0.13636363636363635,0.0,5,7.9681274900398416,0.2184873949579832,7.5,114.13557299238164,0,0,0
1,25424,2,D,100.0,100.0,Completed,730,729,312,,0.0,0.0,0.0,0,0.0,8.240273961133346,8.931452699674091,0.15064102564102563,0.2564102564102564,0.13782051282051283,0.0,4,6.584362139917695,0.23333333333333334,7.6000000000000005,116.11021300195716,0,0,0
1,26405,0,A,100.0,100.0,Completed,383,382,344,,0.2616279069767442,0.12790697674418605,0.38953488372093026,19,59.68586387434554,8.609409679268943,9.2357683302456,0.09593023255813954,0.0,0.08139534883720931,1.0,12,37.69633507853403,0.0058309037900874635,0.1,136.7720978521902,0,0,0
1,26405,0,B,23.447149,72.71,Failed - Agent got blocked,1588,260,219,261,0.2009132420091324,0.0776255707762557,0.2785388127853881,3,13.846153846153845,8.353578020120588,9.093861922603613,0.0684931506849315,0.0,0.0593607305936073,0.6153846153846154,3,13.846153846153845,0.058823529411764705,0.65,132.7371807004965,2,0,1
1,26405,0,C,100.0,100.0,Completed,439,438,352,,0.0,0.008522727272727272,0.008522727272727272,0,0.0,8.417855996153065,8.535003859017642,0.05397727272727273,0.0,0.05397727272727273,0.15789473684210525,1,2.73972602739726,0.08020050125313283,1.6,136.15821575003793,0,0,0
1,26405,0,D,100.0,100.0,Completed,436,435,353,,0.0,0.0084985835694051,0.0084985835694051,0,0.0,8.396126800074581,8.516229297471241,0.05099150141643059,0.0,0.05099150141643059,0.16666666666666666,1,2.7586206896551726,0.06818181818181818,1.35,136.0345106004388,0,0,0
1,26405,1,A,100.0,100.0,Completed,390,389,348,,0.3448275862068966,0.1781609195402299,0.5229885057471264,23,70.95115681233932,8.858392450454796,9.223607320665149,0.14080459770114942,0.0,0.1235632183908046,1.0,19,58.61182519280205,0.014285714285714285,0.15000000000000002,136.88665160152593,0,0,0
