direction,domain,subset,arm,n,groups,ade,delta_vs_ego,lo,hi,ade_reweighted_to_carla,carla_mass_unmatched,ratio_vs_waymo_matched
0,Waymo eval half,pre-onset (3 kinds),ego clipped | ridge_late L18_mean,1273,181,3.077145576477051,-0.09431539475917816,-0.12089797625072024,-0.06859524785696133,3.1273352863675075,1.1102230246251565e-16,
0,Waymo eval half,pre-onset (3 kinds),ego clipped | ridge_late L18_mean (per-domain std),1273,181,3.077145576477051,-0.09431539475917816,-0.12089797625072024,-0.06859524785696133,3.1273352863675075,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_lateral,CTRV,752,97,4.218791484832764,1.8755695819854736,1.5374092745714285,2.229568332950628,4.744179994265238,0.0,
0,Waymo eval half,pre_onset_lateral,ridge ego,752,97,2.34322190284729,0.0,0.0,0.0,2.4605270608266196,0.0,
0,Waymo eval half,pre_onset_lateral,ridge_late L18_last,752,97,2.289659261703491,-0.05356258153915405,-0.09628874855936118,-0.012976718608170885,2.3906878987948104,0.0,
0,Waymo eval half,pre_onset_lateral,ridge_late L18_last (per-domain std),752,97,2.289659261703491,-0.05356258153915405,-0.09628874855936118,-0.012976718608170885,2.3906878987948104,0.0,
0,Waymo eval half,pre_onset_lateral,cls ego K1024,752,97,3.4392549991607666,1.0960333347320557,0.832972174525331,1.4588008128097145,3.4953699588775637,0.0,
0,Waymo eval half,pre_onset_lateral,cls_late L18_last K1024,752,97,3.3715271949768066,1.0283054113388062,0.7748569589288791,1.3417474182249822,3.28768224199613,0.0,
0,Waymo eval half,pre_onset_lateral,ridge_late L18_mean,752,97,2.2991697788238525,-0.044052012264728546,-0.08334853597109229,-0.003323018952440588,2.38501039147377,0.0,
0,Waymo eval half,pre_onset_lateral,ridge_late L18_mean (per-domain std),752,97,2.2991697788238525,-0.044052012264728546,-0.08334853597109229,-0.003323018952440588,2.38501039147377,0.0,
0,Waymo eval half,pre_onset_lateral,ego clipped | ridge ego,752,97,2.3860206604003906,0.0,0.0,0.0,2.4943635312716164,0.0,
0,Waymo eval half,pre_onset_lateral,ego clipped | ridge_late L18_last,752,97,2.3509554862976074,-0.035065289586782455,-0.06558784742596578,-0.006035119046268094,2.449124383926392,0.0,
0,Waymo eval half,pre_onset_lateral,ego clipped | ridge_late L18_last (per-domain std),752,97,2.3509554862976074,-0.035065289586782455,-0.06558784742596578,-0.006035119046268094,2.449124383926392,0.0,
0,Waymo eval half,pre_onset_lateral,ego clipped | ridge_late L18_mean,752,97,2.36409330368042,-0.02192750573158264,-0.05098012368046242,0.0074214975926725135,2.444925841093063,0.0,
0,Waymo eval half,pre_onset_lateral,ego clipped | ridge_late L18_mean (per-domain std),752,97,2.36409330368042,-0.02192750573158264,-0.05098012368046242,0.0074214975926725135,2.444925841093063,0.0,
0,Waymo eval half,pre_onset_start,CTRV,99,69,5.240520477294922,1.0139610767364502,0.6050039753893909,1.4027101199178271,5.240520477294922,0.0,
0,Waymo eval half,pre_onset_start,ridge ego,99,69,4.226559638977051,0.0,0.0,0.0,4.226559638977051,0.0,
0,Waymo eval half,pre_onset_start,ridge_late L18_last,99,69,3.7099111080169678,-0.5166485905647278,-0.6187352358440256,-0.4053072771143895,3.7099111080169678,0.0,
0,Waymo eval half,pre_onset_start,ridge_late L18_last (per-domain std),99,69,3.7099111080169678,-0.5166485905647278,-0.6187352358440256,-0.4053072771143895,3.7099111080169678,0.0,
0,Waymo eval half,pre_onset_start,cls ego K1024,99,69,3.904982805252075,-0.32157716155052185,-0.8772894298748107,0.21392732255878152,3.904982328414917,0.0,
0,Waymo eval half,pre_onset_start,cls_late L18_last K1024,99,69,3.9005308151245117,-0.326028972864151,-0.8490840287581086,0.2251194220458723,3.9005305767059326,0.0,
0,Waymo eval half,pre_onset_start,ridge_late L18_mean,99,69,3.7808837890625,-0.4456751346588135,-0.538853318272875,-0.3407989433013862,3.7808845043182373,0.0,
0,Waymo eval half,pre_onset_start,ridge_late L18_mean (per-domain std),99,69,3.7808837890625,-0.4456751346588135,-0.538853318272875,-0.3407989433013862,3.7808845043182373,0.0,
0,Waymo eval half,pre_onset_start,ego clipped | ridge ego,99,69,4.3033127784729,0.0,0.0,0.0,4.303313255310059,0.0,
0,Waymo eval half,pre_onset_start,ego clipped | ridge_late L18_last,99,69,3.9040603637695312,-0.39925307035446167,-0.46551158153756483,-0.32562557067023057,3.904060125350952,0.0,
0,Waymo eval half,pre_onset_start,ego clipped | ridge_late L18_last (per-domain std),99,69,3.9040603637695312,-0.39925307035446167,-0.46551158153756483,-0.32562557067023057,3.904060125350952,0.0,
0,Waymo eval half,pre_onset_start,ego clipped | ridge_late L18_mean,99,69,3.9981765747070312,-0.3051365613937378,-0.37299393767066796,-0.23466745741263204,3.9981765747070312,0.0,
0,Waymo eval half,pre_onset_start,ego clipped | ridge_late L18_mean (per-domain std),99,69,3.9981765747070312,-0.3051365613937378,-0.37299393767066796,-0.23466745741263204,3.9981765747070312,0.0,
0,Waymo eval half,pre_onset_brake,CTRV,422,120,5.728285312652588,1.4212231636047363,1.1397725229873197,1.6541235513602728,6.066915552351211,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ridge ego,422,120,4.307062149047852,0.0,0.0,0.0,4.350490833918255,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ridge_late L18_last,422,120,4.1043195724487305,-0.20274248719215393,-0.2709315326654959,-0.13650591301680856,4.067322245703804,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ridge_late L18_last (per-domain std),422,120,4.1043195724487305,-0.20274248719215393,-0.2709315326654959,-0.13650591301680856,4.067322245703804,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,cls ego K1024,422,120,4.223934650421143,-0.08312763273715973,-0.3351874851729621,0.17355800817265665,4.128045627805922,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,cls_late L18_last K1024,422,120,4.426329135894775,0.11926651000976562,-0.1842594829991713,0.44305841378587835,4.26507284058465,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ridge_late L18_mean,422,120,4.033375263214111,-0.27368736267089844,-0.33857847054669415,-0.20418748330659447,4.014778264363607,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ridge_late L18_mean (per-domain std),422,120,4.033375263214111,-0.27368736267089844,-0.33857847054669415,-0.20418748330659447,4.014778264363607,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ego clipped | ridge ego,422,120,4.305578708648682,0.0,0.0,0.0,4.302985300487943,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ego clipped | ridge_late L18_last,422,120,4.189997673034668,-0.1155814379453659,-0.15992998227233496,-0.06998536991888761,4.131982613669503,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ego clipped | ridge_late L18_last (per-domain std),422,120,4.189997673034668,-0.1155814379453659,-0.15992998227233496,-0.06998536991888761,4.131982613669503,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ego clipped | ridge_late L18_mean,422,120,4.1317267417907715,-0.173851877450943,-0.21751386253147598,-0.12479752473907851,4.076252518759834,1.1102230246251565e-16,
0,Waymo eval half,pre_onset_brake,ego clipped | ridge_late L18_mean (per-domain std),422,120,4.1317267417907715,-0.173851877450943,-0.21751386253147598,-0.12479752473907851,4.076252518759834,1.1102230246251565e-16,
0,Waymo eval half,in_turn,CTRV,2250,137,4.576573371887207,2.22509503364563,1.8746698058940277,2.56800839008743,6.2180296384763025,0.0013333333333334085,
0,Waymo eval half,in_turn,ridge ego,2250,137,2.351478338241577,0.0,0.0,0.0,2.231364922147886,0.0013333333333334085,
0,Waymo eval half,in_turn,ridge_late L18_last,2250,137,2.341433048248291,-0.010045405477285385,-0.030666161146840246,0.010146317413460462,2.220857783535294,0.0013333333333334085,
0,Waymo eval half,in_turn,ridge_late L18_last (per-domain std),2250,137,2.341433048248291,-0.010045405477285385,-0.030666161146840246,0.010146317413460462,2.220857783535294,0.0013333333333334085,
0,Waymo eval half,in_turn,cls ego K1024,2250,137,3.9395508766174316,1.588072419166565,1.304350010933599,1.8918050772566652,4.4005847680711945,0.0013333333333334085,
0,Waymo eval half,in_turn,cls_late L18_last K1024,2250,137,4.073088645935059,1.721610188484192,1.3997258204121108,2.099466146442368,4.541896913016592,0.0013333333333334085,
0,Waymo eval half,in_turn,ridge_late L18_mean,2250,137,2.33625864982605,-0.015219966880977154,-0.03972370967793491,0.012741225225326116,2.22717337519209,0.0013333333333334085,
0,Waymo eval half,in_turn,ridge_late L18_mean (per-domain std),2250,137,2.33625864982605,-0.015219966880977154,-0.03972370967793491,0.012741225225326116,2.22717337519209,0.0013333333333334085,
0,Waymo eval half,in_turn,ego clipped | ridge ego,2250,137,2.4715492725372314,0.0,0.0,0.0,2.3587060671782143,0.0013333333333334085,
0,Waymo eval half,in_turn,ego clipped | ridge_late L18_last,2250,137,2.4710047245025635,-0.0005445257993414998,-0.01516441270110489,0.013708764779485077,2.370315998354964,0.0013333333333334085,
0,Waymo eval half,in_turn,ego clipped | ridge_late L18_last (per-domain std),2250,137,2.4710047245025635,-0.0005445257993414998,-0.01516441270110489,0.013708764779485077,2.370315998354964,0.0013333333333334085,
0,Waymo eval half,in_turn,ego clipped | ridge_late L18_mean,2250,137,2.464937925338745,-0.006611210759729147,-0.02467467449372493,0.011110334872486017,2.3677425136235115,0.0013333333333334085,
0,Waymo eval half,in_turn,ego clipped | ridge_late L18_mean (per-domain std),2250,137,2.464937925338745,-0.006611210759729147,-0.02467467449372493,0.011110334872486017,2.3677425136235115,0.0013333333333334085,
0,Waymo eval half,stop_queue,CTRV,252,76,0.34197157621383667,-0.8662259578704834,-1.0739777711316503,-0.6511323958152108,0.34197157621383667,0.0,
0,Waymo eval half,stop_queue,ridge ego,252,76,1.2081977128982544,0.0,0.0,0.0,1.2081975936889648,0.0,
0,Waymo eval half,stop_queue,ridge_late L18_last,252,76,1.4335426092147827,0.2253451645374298,0.152182020919667,0.2928691874628697,1.4335427284240723,0.0,
0,Waymo eval half,stop_queue,ridge_late L18_last (per-domain std),252,76,1.4335426092147827,0.2253451645374298,0.152182020919667,0.2928691874628697,1.4335427284240723,0.0,
0,Waymo eval half,stop_queue,cls ego K1024,252,76,0.9050631523132324,-0.30313441157341003,-0.6116509223738171,0.007114478144405803,0.9050631523132324,0.0,
0,Waymo eval half,stop_queue,cls_late L18_last K1024,252,76,0.9386343955993652,-0.2695631682872772,-0.591772577059066,0.06216054549785594,0.9386343359947205,0.0,
0,Waymo eval half,stop_queue,ridge_late L18_mean,252,76,1.411893367767334,0.20369571447372437,0.1328304581720684,0.2706424804428459,1.411893367767334,0.0,
0,Waymo eval half,stop_queue,ridge_late L18_mean (per-domain std),252,76,1.411893367767334,0.20369571447372437,0.1328304581720684,0.2706424804428459,1.411893367767334,0.0,
0,Waymo eval half,stop_queue,ego clipped | ridge ego,252,76,1.2869468927383423,0.0,0.0,0.0,1.2869468927383423,0.0,
0,Waymo eval half,stop_queue,ego clipped | ridge_late L18_last,252,76,1.3939208984375,0.10697416961193085,0.05160556356335371,0.15951574526758058,1.3939210176467896,0.0,
0,Waymo eval half,stop_queue,ego clipped | ridge_late L18_last (per-domain std),252,76,1.3939208984375,0.10697416961193085,0.05160556356335371,0.15951574526758058,1.3939210176467896,0.0,
0,Waymo eval half,stop_queue,ego clipped | ridge_late L18_mean,252,76,1.3682159185409546,0.08126914501190186,0.03594779729789279,0.12596656774451215,1.3682159185409546,0.0,
0,Waymo eval half,stop_queue,ego clipped | ridge_late L18_mean (per-domain std),252,76,1.3682159185409546,0.08126914501190186,0.03594779729789279,0.12596656774451215,1.3682159185409546,0.0,
0,Waymo eval half,straight,CTRV,5509,227,2.4326977729797363,0.8078465461730957,0.6444726966265661,0.9778434979074765,2.4847470005353287,0.0,
0,Waymo eval half,straight,ridge ego,5509,227,1.6248512268066406,0.0,0.0,0.0,1.5687495911916098,0.0,
0,Waymo eval half,straight,ridge_late L18_last,5509,227,1.5920538902282715,-0.032797250896692276,-0.056080772105148335,-0.009752750988003206,1.5636600906054179,0.0,
0,Waymo eval half,straight,ridge_late L18_last (per-domain std),5509,227,1.5920538902282715,-0.032797250896692276,-0.056080772105148335,-0.009752750988003206,1.5636600906054179,0.0,
0,Waymo eval half,straight,cls ego K1024,5509,227,2.953112840652466,1.3282616138458252,1.1563703300353114,1.5093565608345176,2.371937634150188,0.0,
0,Waymo eval half,straight,cls_late L18_last K1024,5509,227,3.185502529144287,1.5606513023376465,1.298921507637541,1.8498014799842324,2.4027562713623047,0.0,
0,Waymo eval half,straight,ridge_late L18_mean,5509,227,1.557666301727295,-0.06718496233224869,-0.10162592525932027,-0.035714223469182724,1.5539979085922242,0.0,
0,Waymo eval half,straight,ridge_late L18_mean (per-domain std),5509,227,1.557666301727295,-0.06718496233224869,-0.10162592525932027,-0.035714223469182724,1.5539979085922242,0.0,
0,Waymo eval half,straight,ego clipped | ridge ego,5509,227,1.6030504703521729,0.0,0.0,0.0,1.5428748656908668,0.0,
0,Waymo eval half,straight,ego clipped | ridge_late L18_last,5509,227,1.5831202268600464,-0.019930437207221985,-0.033606800136731084,-0.007267423908965999,1.5361290844281517,0.0,
0,Waymo eval half,straight,ego clipped | ridge_late L18_last (per-domain std),5509,227,1.5831202268600464,-0.019930437207221985,-0.033606800136731084,-0.007267423908965999,1.5361290844281517,0.0,
0,Waymo eval half,straight,ego clipped | ridge_late L18_mean,5509,227,1.5573205947875977,-0.04573003575205803,-0.07061924224481525,-0.0237081087132082,1.5370408029556275,0.0,
0,Waymo eval half,straight,ego clipped | ridge_late L18_mean (per-domain std),5509,227,1.5573205947875977,-0.04573003575205803,-0.07061924224481525,-0.0237081087132082,1.5370408029556275,0.0,
0,Waymo eval half,other,CTRV,737,207,2.7709572315216064,0.8382840156555176,0.6397139307355127,1.0433206281395186,2.6939612706502283,0.0,
0,Waymo eval half,other,ridge ego,737,207,1.932673454284668,0.0,0.0,0.0,1.7195534873008727,0.0,
0,Waymo eval half,other,ridge_late L18_last,737,207,1.8744767904281616,-0.058196622878313065,-0.08815114658118237,-0.028617542778666624,1.663671429951986,0.0,
0,Waymo eval half,other,ridge_late L18_last (per-domain std),737,207,1.8744767904281616,-0.058196622878313065,-0.08815114658118237,-0.028617542778666624,1.663671429951986,0.0,
0,Waymo eval half,other,cls ego K1024,737,207,3.586627244949341,1.6539536714553833,1.226196662487504,2.0936669905620398,2.673811262448629,0.0,
0,Waymo eval half,other,cls_late L18_last K1024,737,207,3.7390573024749756,1.8063840866088867,1.380583082209039,2.276218244287923,2.61558610757192,0.0,
0,Waymo eval half,other,ridge_late L18_mean,737,207,1.873937964439392,-0.058735448867082596,-0.09245319866087542,-0.024787449209849627,1.6765233818689986,0.0,
0,Waymo eval half,other,ridge_late L18_mean (per-domain std),737,207,1.873937964439392,-0.058735448867082596,-0.09245319866087542,-0.024787449209849627,1.6765233818689986,0.0,
0,Waymo eval half,other,ego clipped | ridge ego,737,207,1.906205654144287,0.0,0.0,0.0,1.7159523916244508,0.0,
0,Waymo eval half,other,ego clipped | ridge_late L18_last,737,207,1.8634799718856812,-0.04272564873099327,-0.06440371867410014,-0.020459133446382782,1.6701904892921449,0.0,
0,Waymo eval half,other,ego clipped | ridge_late L18_last (per-domain std),737,207,1.8634799718856812,-0.04272564873099327,-0.06440371867410014,-0.020459133446382782,1.6701904892921449,0.0,
0,Waymo eval half,other,ego clipped | ridge_late L18_mean,737,207,1.871817708015442,-0.034387726336717606,-0.055537920483565234,-0.011916578070056808,1.691468350887299,0.0,
0,Waymo eval half,other,ego clipped | ridge_late L18_mean (per-domain std),737,207,1.871817708015442,-0.034387726336717606,-0.055537920483565234,-0.011916578070056808,1.691468350887299,0.0,
0,CARLA,all,CTRV,3000,150,5.601211071014404,-12.696903228759766,-13.83728865063398,-11.614528452055449,,,1.3526911932439973
0,CARLA,all,ridge ego,3000,150,18.298112869262695,0.0,0.0,0.0,,,7.982666875845322
0,CARLA,all,ridge_late L18_last,3000,150,18.2210750579834,-0.0770387351512909,-0.12168664116291109,-0.03190617691196156,,,8.155883937741425
0,CARLA,all,ridge_late L18_last (per-domain std),3000,150,18.299848556518555,0.0017355753807350993,-0.010467066573231681,0.013039042029422838,,,8.191143520909712
0,CARLA,all,cls ego K1024,3000,150,7.9788007736206055,-10.319313049316406,-11.566087516619923,-9.257741319544598,,,2.4790551855564256
0,CARLA,all,cls_late L18_last K1024,3000,150,8.012140274047852,-10.285972595214844,-11.550022123379565,-9.189457603911148,,,2.480288798058983
0,CARLA,all,ridge_late L18_mean,3000,150,18.273513793945312,-0.024598225951194763,-0.05200106783805158,0.00254648202884532,,,8.187106873463609
0,CARLA,all,ridge_late L18_mean (per-domain std),3000,150,18.301366806030273,0.0032533607445657253,-0.017235504197524877,0.023480409019023478,,,8.199585895793895
0,CARLA,all,ego clipped | ridge ego,3000,150,6.560317039489746,0.0,0.0,0.0,,,2.810491063372288
0,CARLA,all,ego clipped | ridge_late L18_last,3000,150,6.629975318908691,0.06965798139572144,0.040728037302902476,0.09801699214858538,,,2.892640610817029
0,CARLA,all,ego clipped | ridge_late L18_last (per-domain std),3000,150,6.554309844970703,-0.006006509065628052,-0.015879541874726212,0.0035548718988624695,,,2.859627965637866
0,CARLA,all,ego clipped | ridge_late L18_mean,3000,150,6.577999114990234,0.017682136967778206,-0.0016605866820860267,0.037549279614468994,,,2.8698156504563435
0,CARLA,all,ego clipped | ridge_late L18_mean (per-domain std),3000,150,6.550893306732178,-0.009423501789569855,-0.024941753970657204,0.00521780250330028,,,2.8579900677225347
0,CARLA,pre-onset (3 kinds),CTRV,1050,129,8.091187477111816,-10.453031539916992,-11.71479010325447,-9.227826710533881,,,1.5760062018652257
0,CARLA,pre-onset (3 kinds),ridge ego,1050,129,18.544218063354492,0.0,0.0,0.0,,,5.716546289536314
0,CARLA,pre-onset (3 kinds),ridge_late L18_last,1050,129,18.37837028503418,-0.165847510099411,-0.2438368916906334,-0.08774321396279833,,,6.060153855783287
0,CARLA,pre-onset (3 kinds),ridge_late L18_last (per-domain std),1050,129,18.49188995361328,-0.05232824385166168,-0.07451178651055039,-0.03039201085117314,,,6.09758626391183
0,CARLA,pre-onset (3 kinds),cls ego K1024,1050,129,9.430974960327148,-9.113243103027344,-10.380621608829939,-7.890424534636909,,,2.536082728753062
0,CARLA,pre-onset (3 kinds),cls_late L18_last K1024,1050,129,9.49300765991211,-9.051212310791016,-10.407311709256687,-7.773504767564382,,,2.6162724041561196
0,CARLA,pre-onset (3 kinds),ridge_late L18_mean,1050,129,18.42691421508789,-0.11730481684207916,-0.15520293218014855,-0.07650221856263281,,,6.074748982605571
0,CARLA,pre-onset (3 kinds),ridge_late L18_mean (per-domain std),1050,129,18.466751098632812,-0.07746923714876175,-0.11421806886676292,-0.04118094159223984,,,6.087881895960458
0,CARLA,pre-onset (3 kinds),ego clipped | ridge ego,1050,129,8.248242378234863,0.0,0.0,0.0,,,2.522739720370307
0,CARLA,pre-onset (3 kinds),ego clipped | ridge_late L18_last,1050,129,8.257023811340332,0.008781615644693375,-0.03377096076660007,0.0541679215059588,,,2.645202792516256
0,CARLA,pre-onset (3 kinds),ego clipped | ridge_late L18_last (per-domain std),1050,129,8.193167686462402,-0.05507447570562363,-0.07104343321646105,-0.04071595549814915,,,2.6247459785714566
0,CARLA,pre-onset (3 kinds),ego clipped | ridge_late L18_mean,1050,129,8.199652671813965,-0.048588600009679794,-0.07168285686511536,-0.023652137734417628,,,2.621929508984022
0,CARLA,pre-onset (3 kinds),ego clipped | ridge_late L18_mean (per-domain std),1050,129,8.177399635314941,-0.07084151357412338,-0.09302034656274984,-0.0486779139679606,,,2.6148138547732223
0,CARLA,pre_onset_lateral,CTRV,600,87,8.18435287475586,-10.915071487426758,-12.215421959725372,-9.666739947140307,,,1.7251354047799832
0,CARLA,pre_onset_lateral,ridge ego,600,87,19.099424362182617,0.0,0.0,0.0,,,7.762330545458875
0,CARLA,pre_onset_lateral,ridge_late L18_last,600,87,18.957048416137695,-0.14237762987613678,-0.23751829720430323,-0.06131283812906467,,,7.929537111763644
0,CARLA,pre_onset_lateral,ridge_late L18_last (per-domain std),600,87,19.086532592773438,-0.012890351936221123,-0.03245149676385693,0.008553507233602762,,,7.983699002448336
0,CARLA,pre_onset_lateral,cls ego K1024,600,87,9.337701797485352,-9.761722564697266,-11.2002155929827,-8.510236457913964,,,2.6714487757638916
0,CARLA,pre_onset_lateral,cls_late L18_last K1024,600,87,9.486471176147461,-9.612954139709473,-11.105745209165484,-8.324580422212888,,,2.885458653810689
0,CARLA,pre_onset_lateral,ridge_late L18_mean,600,87,19.034645080566406,-0.06478001922369003,-0.104609665020699,-0.02478969289133477,,,7.980948489203153
0,CARLA,pre_onset_lateral,ridge_late L18_mean (per-domain std),600,87,19.080446243286133,-0.018978625535964966,-0.05882123268445242,0.024988560490339835,,,8.000152247343353
0,CARLA,pre_onset_lateral,ego clipped | ridge ego,600,87,8.017203330993652,0.0,0.0,0.0,,,3.2141278648772236
0,CARLA,pre_onset_lateral,ego clipped | ridge_late L18_last,600,87,8.052770614624023,0.035567525774240494,-0.008592992491144523,0.08116283365709631,,,3.288020268580221
0,CARLA,pre_onset_lateral,ego clipped | ridge_late L18_last (per-domain std),600,87,8.002266883850098,-0.014936922118067741,-0.027904622909270652,-0.0031869709693341684,,,3.2673991310400528
0,CARLA,pre_onset_lateral,ego clipped | ridge_late L18_mean,600,87,8.003671646118164,-0.013531999662518501,-0.034267086555914164,0.008195204987893124,,,3.2735846264113797
0,CARLA,pre_onset_lateral,ego clipped | ridge_late L18_mean (per-domain std),600,87,7.988914489746094,-0.028288831934332848,-0.04896744632255196,-0.00960365780442207,,,3.26754879656164
0,CARLA,pre_onset_start,CTRV,225,62,6.986608982086182,-10.119216918945312,-14.24555165881067,-6.441960218502251,,,1.3331899021015876
0,CARLA,pre_onset_start,ridge ego,225,62,17.10582733154297,0.0,0.0,0.0,,,4.047222514925418
0,CARLA,pre_onset_start,ridge_late L18_last,225,62,16.47010040283203,-0.6357257962226868,-0.7689080094052718,-0.5087212715430426,,,4.4394865330440965
0,CARLA,pre_onset_start,ridge_late L18_last (per-domain std),225,62,16.92854118347168,-0.1772857904434204,-0.23186316546424485,-0.1305694253473802,,,4.563058437408322
0,CARLA,pre_onset_start,cls ego K1024,225,62,6.222415447235107,-10.883410453796387,-15.06600670797191,-7.178279299988523,,,1.593455468916518
0,CARLA,pre_onset_start,cls_late L18_last K1024,225,62,6.196761608123779,-10.909064292907715,-15.06842604134546,-7.208342517758933,,,1.5886970980642983
0,CARLA,pre_onset_start,ridge_late L18_mean,225,62,16.683055877685547,-0.42277154326438904,-0.5218193552061131,-0.3379809479656132,,,4.412474345257422
0,CARLA,pre_onset_start,ridge_late L18_mean (per-domain std),225,62,16.83512306213379,-0.2707042694091797,-0.3428958662434161,-0.2023920073614714,,,4.452694347818876
0,CARLA,pre_onset_start,ego clipped | ridge ego,225,62,6.536228656768799,0.0,0.0,0.0,,,1.518882839566337
0,CARLA,pre_onset_start,ego clipped | ridge_late L18_last,225,62,6.045263767242432,-0.4909660518169403,-0.5835998806127585,-0.39000816100447266,,,1.5484556008724373
