scope,judge,n,delta,lo,hi,model,arm,seed,stats
Cyclists,ADE dec1-9,2326,0.13043104112148285,0.0849642459764047,0.18173641556321055,lebowski,A,0,wod-train
Cyclists,ADE pre_onset dec1-9,206,0.13687455654144287,-0.008357908515309964,0.3382423771802563,lebowski,A,0,wod-train
Cut_ins,RFS (rater),20,-0.1018969084818663,-0.3342105831957545,0.10406455777573095,lebowski,A,0,wod-train
Cut_ins,ADE dec1-9,724,0.08930126577615738,0.04218092869009742,0.13626126654547155,lebowski,A,0,wod-train
Cut_ins,ADE pre_onset dec1-9,16,0.18608951568603516,-0.2869011813944036,0.708038263461169,lebowski,A,0,wod-train
FOD,RFS (rater),78,-0.10087889581651752,-0.3152322072410999,0.07790586564032485,lebowski,A,0,wod-train
FOD,ADE dec1-9,3175,0.1334916353225708,0.08963304957878085,0.18287797466623637,lebowski,A,0,wod-train
FOD,ADE pre_onset dec1-9,252,0.046636272221803665,0.007290644714442103,0.09051306266136759,lebowski,A,0,wod-train
Intersections,RFS (rater),116,0.0241986436600268,-0.07834896797688126,0.11323093217071038,lebowski,A,0,wod-train
Intersections,ADE dec1-9,4299,0.17054639756679535,0.1297210262596092,0.2153257967995499,lebowski,A,0,wod-train
Intersections,ADE pre_onset dec1-9,301,0.07280348241329193,-0.018094889244675474,0.1969536764229785,lebowski,A,0,wod-train
all,RFS (rater),478,-0.05596496878523547,-0.11518538664116744,0.001485914002014515,lebowski,A,1,carla
all,ADE dec1-9,17389,0.2212749719619751,0.19563497054886844,0.2477725966385457,lebowski,A,1,carla
all,ADE pre_onset dec1-9,1245,0.09676352143287659,0.029324152830482876,0.17192523954925437,lebowski,A,1,carla
Pedestrians,RFS (rater),52,0.06406778358108721,-0.06441478252202522,0.23716662976296557,lebowski,A,1,carla
Pedestrians,ADE dec1-9,1637,0.15994779765605927,0.1096312331289866,0.2113010850853163,lebowski,A,1,carla
Pedestrians,ADE pre_onset dec1-9,83,0.006680632941424847,-0.2560526265757529,0.24961813644127098,lebowski,A,1,carla
Cyclists,RFS (rater),71,-0.017151291327989513,-0.08408792830634049,0.04203976250406907,lebowski,A,1,carla
Cyclists,ADE dec1-9,2326,0.2020837813615799,0.13678586416856384,0.283658704145501,lebowski,A,1,carla
Cyclists,ADE pre_onset dec1-9,206,0.14420033991336823,-0.04772403805627285,0.40822360130979374,lebowski,A,1,carla
Cut_ins,RFS (rater),20,-0.13382439471246368,-0.35554652712091667,0.037996443836183134,lebowski,A,1,carla
Cut_ins,ADE dec1-9,724,0.17977024614810944,0.09081343585385897,0.28593044493279857,lebowski,A,1,carla
Cut_ins,ADE pre_onset dec1-9,16,0.14058300852775574,-0.24654788862575183,0.5648026185877183,lebowski,A,1,carla
FOD,RFS (rater),78,-0.20524321742240553,-0.4220755101270335,-0.012784801191137599,lebowski,A,1,carla
FOD,ADE dec1-9,3175,0.23554925620555878,0.16509451540962208,0.31707685323432944,lebowski,A,1,carla
FOD,ADE pre_onset dec1-9,252,0.06051940843462944,0.007049673569782358,0.12071535453817756,lebowski,A,1,carla
Intersections,RFS (rater),116,0.04311094965841056,-0.08587677368907404,0.1605724487916878,lebowski,A,1,carla
Intersections,ADE dec1-9,4299,0.28160205483436584,0.22598699178050746,0.34089114319423613,lebowski,A,1,carla
Intersections,ADE pre_onset dec1-9,301,0.06246136501431465,-0.03429376763572045,0.1937560304350551,lebowski,A,1,carla
all,RFS (rater),478,-0.038110439019014786,-0.09252769383939878,0.011329911325996572,lebowski,A,1,wod-train
all,ADE dec1-9,17389,0.13404372334480286,0.11581932995720003,0.15234692195918395,lebowski,A,1,wod-train
all,ADE pre_onset dec1-9,1245,0.08622525632381439,0.025940678394001878,0.15257717862364154,lebowski,A,1,wod-train
Pedestrians,RFS (rater),52,0.026110053151607502,-0.08081731209111204,0.14436518703274098,lebowski,A,1,wod-train
Pedestrians,ADE dec1-9,1637,0.09736136347055435,0.057867963556309195,0.1397742625071048,lebowski,A,1,wod-train
Pedestrians,ADE pre_onset dec1-9,83,0.002498276298865676,-0.27326949806813433,0.22136112178270825,lebowski,A,1,wod-train
Cyclists,RFS (rater),71,0.013349128364199792,-0.044121064958906886,0.07370771028915295,lebowski,A,1,wod-train
Cyclists,ADE dec1-9,2326,0.13085900247097015,0.08522512520832518,0.18221216022637884,lebowski,A,1,wod-train
Cyclists,ADE pre_onset dec1-9,206,0.12675894796848297,-0.007175142699000011,0.31229104162789495,lebowski,A,1,wod-train
Cut_ins,RFS (rater),20,-0.11707714591110738,-0.34975808729907276,0.08702260693994772,lebowski,A,1,wod-train
Cut_ins,ADE dec1-9,724,0.09404083341360092,0.045289579463992924,0.14215999118217665,lebowski,A,1,wod-train
Cut_ins,ADE pre_onset dec1-9,16,0.14883284270763397,-0.32007521390914917,0.6171968298799851,lebowski,A,1,wod-train
FOD,RFS (rater),78,-0.10563569012522336,-0.3229693191093639,0.07817110013899227,lebowski,A,1,wod-train
FOD,ADE dec1-9,3175,0.13348306715488434,0.08906039638549142,0.18387519213634043,lebowski,A,1,wod-train
FOD,ADE pre_onset dec1-9,252,0.043069615960121155,0.007157831936772129,0.08414867035375383,lebowski,A,1,wod-train
Intersections,RFS (rater),116,0.03478144503457624,-0.0660352052371903,0.12420710758931866,lebowski,A,1,wod-train
Intersections,ADE dec1-9,4299,0.17744304239749908,0.1353345222616448,0.22286171132706004,lebowski,A,1,wod-train
Intersections,ADE pre_onset dec1-9,301,0.07056864351034164,-0.019597943613753298,0.19586512058492256,lebowski,A,1,wod-train
all,RFS (rater),478,-0.04473284680257577,-0.10658807204859828,0.015794858610477504,lebowski,A,2,carla
all,ADE dec1-9,17389,0.21803365647792816,0.19283716899879857,0.24399416838903554,lebowski,A,2,carla
all,ADE pre_onset dec1-9,1245,0.10713954269886017,0.034177746306862045,0.1881431845005657,lebowski,A,2,carla
Pedestrians,RFS (rater),52,0.09782627491400603,-0.04254370425873542,0.299718220899319,lebowski,A,2,carla
Pedestrians,ADE dec1-9,1637,0.1555713564157486,0.10852180753775716,0.20431968132533662,lebowski,A,2,carla
Pedestrians,ADE pre_onset dec1-9,83,0.003707779571413994,-0.23904699891619385,0.24193770860706174,lebowski,A,2,carla
Cyclists,RFS (rater),71,0.002393702258110951,-0.06891888541945275,0.0792302737050766,lebowski,A,2,carla
Cyclists,ADE dec1-9,2326,0.1983945518732071,0.13293052244152678,0.2777706299286991,lebowski,A,2,carla
Cyclists,ADE pre_onset dec1-9,206,0.1619279980659485,-0.06500761248554683,0.47659753814135397,lebowski,A,2,carla
Cut_ins,RFS (rater),20,-0.11191170037083938,-0.3338945291507475,0.0740019620241402,lebowski,A,2,carla
Cut_ins,ADE dec1-9,724,0.16241593658924103,0.07979058003577298,0.2592719090158092,lebowski,A,2,carla
Cut_ins,ADE pre_onset dec1-9,16,0.20424357056617737,-0.12850940769368951,0.6660530987907859,lebowski,A,2,carla
FOD,RFS (rater),78,-0.19571715693127578,-0.4042491583062783,-0.004597596837114603,lebowski,A,2,carla
FOD,ADE dec1-9,3175,0.23503361642360687,0.16613925486576514,0.31487272038855085,lebowski,A,2,carla
FOD,ADE pre_onset dec1-9,252,0.06116718798875809,0.008460527477620558,0.11994381621286786,lebowski,A,2,carla
Intersections,RFS (rater),116,0.04984891950837591,-0.09187401335594406,0.18047062060548427,lebowski,A,2,carla
Intersections,ADE dec1-9,4299,0.27883198857307434,0.22377266099584547,0.33922554857993553,lebowski,A,2,carla
Intersections,ADE pre_onset dec1-9,301,0.06827496737241745,-0.029871633041742278,0.20855442345206673,lebowski,A,2,carla
all,RFS (rater),478,-0.031156238579692328,-0.08718071240498157,0.02040951450074624,lebowski,A,2,wod-train
all,ADE dec1-9,17389,0.13708478212356567,0.11865857559444311,0.1556896347786345,lebowski,A,2,wod-train
all,ADE pre_onset dec1-9,1245,0.10082951188087463,0.034326569304555174,0.17388824301797878,lebowski,A,2,wod-train
Pedestrians,RFS (rater),52,0.04575617554376174,-0.060078554590951676,0.17230377275320843,lebowski,A,2,wod-train
Pedestrians,ADE dec1-9,1637,0.09646306931972504,0.058638869186904224,0.1372113171997713,lebowski,A,2,wod-train
Pedestrians,ADE pre_onset dec1-9,83,0.007139110937714577,-0.24500213779720098,0.22065648669304386,lebowski,A,2,wod-train
Cyclists,RFS (rater),71,0.024545390390486088,-0.05366911330581848,0.10961176997568853,lebowski,A,2,wod-train
Cyclists,ADE dec1-9,2326,0.13477858901023865,0.08717122957157207,0.18784551666654328,lebowski,A,2,wod-train
Cyclists,ADE pre_onset dec1-9,206,0.14199431240558624,-0.020601778800920786,0.3742432298322249,lebowski,A,2,wod-train
Cut_ins,RFS (rater),20,-0.07489643627444136,-0.3148678401957322,0.15127516646448416,lebowski,A,2,wod-train
Cut_ins,ADE dec1-9,724,0.08802665024995804,0.0405554464751713,0.1343205409392056,lebowski,A,2,wod-train
Cut_ins,ADE pre_onset dec1-9,16,0.22836624085903168,-0.2404856194149364,0.7688251979210797,lebowski,A,2,wod-train
FOD,RFS (rater),78,-0.09959696580174911,-0.3154058309947687,0.0814218603931603,lebowski,A,2,wod-train
FOD,ADE dec1-9,3175,0.13895782828330994,0.09432362818185491,0.18951034867185976,lebowski,A,2,wod-train
FOD,ADE pre_onset dec1-9,252,0.056384313851594925,0.01552604199520419,0.10183149081775959,lebowski,A,2,wod-train
Intersections,RFS (rater),116,0.032293660218440184,-0.0746800393417106,0.1299722084645742,lebowski,A,2,wod-train
Intersections,ADE dec1-9,4299,0.17684432864189148,0.1347846377418135,0.223006812963472,lebowski,A,2,wod-train
Intersections,ADE pre_onset dec1-9,301,0.082789346575737,-0.016458062464422277,0.21897530528840303,lebowski,A,2,wod-train
all,RFS (rater),478,0.018587028064930244,-0.05200839826870259,0.08670678598187984,lebowski,B,0,carla
all,ADE dec1-9,17389,0.1689673811197281,0.1497377439814763,0.1888093577162083,lebowski,B,0,carla
all,ADE pre_onset dec1-9,1245,0.09300628304481506,0.034224322611009876,0.15590187542425807,lebowski,B,0,carla
Pedestrians,RFS (rater),52,0.10435564094717277,-0.08286465800861821,0.2953560917781755,lebowski,B,0,carla
Pedestrians,ADE dec1-9,1637,0.09848160296678543,0.06031978627868099,0.13574605482261,lebowski,B,0,carla
Pedestrians,ADE pre_onset dec1-9,83,0.013683523051440716,-0.16680381409956938,0.20616317896642275,lebowski,B,0,carla
Cyclists,RFS (rater),71,0.0435981565365578,-0.08974702817952449,0.19579023287570596,lebowski,B,0,carla
Cyclists,ADE dec1-9,2326,0.15924416482448578,0.10780247661505954,0.21718412730702058,lebowski,B,0,carla
Cyclists,ADE pre_onset dec1-9,206,0.08814087510108948,-0.04716262930995422,0.2775543080074061,lebowski,B,0,carla
Cut_ins,RFS (rater),20,-0.27491669191852647,-0.6320512353158241,0.0471230518749363,lebowski,B,0,carla
Cut_ins,ADE dec1-9,724,0.13426566123962402,0.07731751916727443,0.191282556753778,lebowski,B,0,carla
Cut_ins,ADE pre_onset dec1-9,16,0.15258046984672546,-0.2036580660126426,0.5914478091632619,lebowski,B,0,carla
FOD,RFS (rater),78,-0.013871305990731785,-0.21689880612242554,0.18628517092586488,lebowski,B,0,carla
FOD,ADE dec1-9,3175,0.17481133341789246,0.12808614579514835,0.22633142729328207,lebowski,B,0,carla
FOD,ADE pre_onset dec1-9,252,0.10904788225889206,0.019529051812881597,0.19906255387824537,lebowski,B,0,carla
Intersections,RFS (rater),116,0.036044322311914144,-0.12975300807138643,0.19610559118411383,lebowski,B,0,carla
Intersections,ADE dec1-9,4299,0.21488319337368011,0.17354612116212997,0.25967480848605234,lebowski,B,0,carla
Intersections,ADE pre_onset dec1-9,301,0.039807163178920746,-0.04297036346600762,0.13931276226692754,lebowski,B,0,carla
all,RFS (rater),478,-0.05384796263977729,-0.1363048617654331,0.02393761314332628,lebowski,B,0,wod-train
all,ADE dec1-9,17389,0.19439660012722015,0.1715778296123831,0.2178635047705905,lebowski,B,0,wod-train
all,ADE pre_onset dec1-9,1245,0.14795947074890137,0.06786364422790972,0.23748031787793425,lebowski,B,0,wod-train
Pedestrians,RFS (rater),52,-0.07199809684494564,-0.33159416285051524,0.12251441304196045,lebowski,B,0,wod-train
Pedestrians,ADE dec1-9,1637,0.12441997975111008,0.07612184543458064,0.1762324073742762,lebowski,B,0,wod-train
Pedestrians,ADE pre_onset dec1-9,83,0.11445990949869156,-0.17611978808624876,0.4312763115922155,lebowski,B,0,wod-train
Cyclists,RFS (rater),71,0.05288927087110772,-0.1232256659672244,0.22456716827015058,lebowski,B,0,wod-train
Cyclists,ADE dec1-9,2326,0.2430979162454605,0.16142506682350968,0.3384335662749131,lebowski,B,0,wod-train
Cyclists,ADE pre_onset dec1-9,206,0.14439821243286133,-0.000491517940808455,0.33336412790515796,lebowski,B,0,wod-train
Cut_ins,RFS (rater),20,-0.21981084322139263,-0.6774284217924248,0.1954793081919453,lebowski,B,0,wod-train
Cut_ins,ADE dec1-9,724,0.2040485292673111,0.11554430125219431,0.3009046198608717,lebowski,B,0,wod-train
Cut_ins,ADE pre_onset dec1-9,16,0.35344040393829346,0.018022256238119944,0.8865579787422629,lebowski,B,0,wod-train
FOD,RFS (rater),78,-0.1002061750966605,-0.3442224342226988,0.12045249959218847,lebowski,B,0,wod-train
FOD,ADE dec1-9,3175,0.16412517428398132,0.12180780452812749,0.21094028890592648,lebowski,B,0,wod-train
FOD,ADE pre_onset dec1-9,252,0.08961320668458939,0.010055915297947917,0.16545741936508676,lebowski,B,0,wod-train
Intersections,RFS (rater),116,0.029968075965625632,-0.14106809062743417,0.20032150890434502,lebowski,B,0,wod-train
Intersections,ADE dec1-9,4299,0.2341047078371048,0.18666754323166657,0.2854659355138484,lebowski,B,0,wod-train
Intersections,ADE pre_onset dec1-9,301,0.1145087331533432,-0.006595495253932599,0.2940448792818054,lebowski,B,0,wod-train
all,RFS (rater),478,-0.0020080403659373976,-0.08322500152587034,0.07627133275828475,lebowski,B,1,carla
all,ADE dec1-9,17389,0.18228410184383392,0.16152854806124708,0.2036258363077085,lebowski,B,1,carla
all,ADE pre_onset dec1-9,1245,0.10154254734516144,0.04084885200030427,0.16559810839630626,lebowski,B,1,carla
Pedestrians,RFS (rater),52,0.06576585686941659,-0.15670226862443504,0.2780709454620845,lebowski,B,1,carla
Pedestrians,ADE dec1-9,1637,0.11925426870584488,0.07478086823537308,0.16439510241328564,lebowski,B,1,carla
Pedestrians,ADE pre_onset dec1-9,83,0.040318265557289124,-0.11980312231863793,0.2163812817011591,lebowski,B,1,carla
Cyclists,RFS (rater),71,0.04286611171154596,-0.10708811259305766,0.20413550359640578,lebowski,B,1,carla
Cyclists,ADE dec1-9,2326,0.19136400520801544,0.13462190567927748,0.2522913553317049,lebowski,B,1,carla
Cyclists,ADE pre_onset dec1-9,206,0.0796118825674057,-0.06368828565712413,0.2717325359533368,lebowski,B,1,carla
Cut_ins,RFS (rater),20,-0.15762283138706282,-0.5711475752627614,0.3807227714390076,lebowski,B,1,carla
Cut_ins,ADE dec1-9,724,0.1460702121257782,0.08635802836075321,0.20849878369404073,lebowski,B,1,carla
Cut_ins,ADE pre_onset dec1-9,16,0.13931205868721008,-0.24340800263664938,0.5345577632679659,lebowski,B,1,carla
FOD,RFS (rater),78,0.0024220606583467766,-0.23497977425669095,0.21794695075066078,lebowski,B,1,carla
FOD,ADE dec1-9,3175,0.17053145170211792,0.1280757263904615,0.2191715655909713,lebowski,B,1,carla
FOD,ADE pre_onset dec1-9,252,0.135970801115036,0.03967881475453233,0.23290895736718106,lebowski,B,1,carla
Intersections,RFS (rater),116,-0.020528634082229484,-0.21224004499370894,0.16433707449739657,lebowski,B,1,carla
Intersections,ADE dec1-9,4299,0.23760730028152466,0.18692015371015175,0.2962569820233157,lebowski,B,1,carla
Intersections,ADE pre_onset dec1-9,301,0.06357328593730927,-0.025714009572511666,0.17140555232149923,lebowski,B,1,carla
all,RFS (rater),478,-0.07093685760594168,-0.15718595405056318,0.012454218637634901,lebowski,B,1,wod-train
all,ADE dec1-9,17389,0.20083047449588776,0.17723115032279613,0.22504485177571512,lebowski,B,1,wod-train
all,ADE pre_onset dec1-9,1245,0.15703549981117249,0.07437155334399584,0.2498574905399576,lebowski,B,1,wod-train
Pedestrians,RFS (rater),52,-0.07812260235127327,-0.33509368630276876,0.13212839304921659,lebowski,B,1,wod-train
Pedestrians,ADE dec1-9,1637,0.13164372742176056,0.08244716527403377,0.18479733566908735,lebowski,B,1,wod-train
Pedestrians,ADE pre_onset dec1-9,83,0.15937888622283936,-0.16246035841149298,0.510581730163572,lebowski,B,1,wod-train
Cyclists,RFS (rater),71,0.08191866895947512,-0.07473182002747938,0.24441183340575484,lebowski,B,1,wod-train
Cyclists,ADE dec1-9,2326,0.24692551791667938,0.17262495397045136,0.33101601875377473,lebowski,B,1,wod-train
Cyclists,ADE pre_onset dec1-9,206,0.15447784960269928,0.004139204300679297,0.35476694757312166,lebowski,B,1,wod-train
Cut_ins,RFS (rater),20,-0.13980747284548264,-0.5625210675682668,0.3480403577386041,lebowski,B,1,wod-train
Cut_ins,ADE dec1-9,724,0.20751745998859406,0.11681483164959135,0.3065767495595695,lebowski,B,1,wod-train
Cut_ins,ADE pre_onset dec1-9,16,0.34753406047821045,0.0013149465833391463,0.8658516827751609,lebowski,B,1,wod-train
FOD,RFS (rater),78,-0.14056422989268486,-0.4163703763024926,0.10346569582943672,lebowski,B,1,wod-train
FOD,ADE dec1-9,3175,0.1635286659002304,0.1205377550347468,0.21168299315945505,lebowski,B,1,wod-train
FOD,ADE pre_onset dec1-9,252,0.09274838119745255,0.009042357153039297,0.16842746483515314,lebowski,B,1,wod-train
Intersections,RFS (rater),116,-0.03530960051497911,-0.22930107402083166,0.15005171238423862,lebowski,B,1,wod-train
Intersections,ADE dec1-9,4299,0.2533125877380371,0.1973518451673377,0.31400923813186904,lebowski,B,1,wod-train
Intersections,ADE pre_onset dec1-9,301,0.13962313532829285,0.010639122890085761,0.33031477115079483,lebowski,B,1,wod-train
all,RFS (rater),478,0.0007696288329621714,-0.06986768770335913,0.07025477378373803,lebowski,B,2,carla
all,ADE dec1-9,17389,0.17050041258335114,0.15035433681080101,0.19109150997358365,lebowski,B,2,carla
all,ADE pre_onset dec1-9,1245,0.08377204835414886,0.025031529798023942,0.14679415166562024,lebowski,B,2,carla
Pedestrians,RFS (rater),52,0.0818689454728758,-0.09210922754860683,0.2605934133298965,lebowski,B,2,carla
Pedestrians,ADE dec1-9,1637,0.09502863138914108,0.055539029077968025,0.13396102380139335,lebowski,B,2,carla
Pedestrians,ADE pre_onset dec1-9,83,-0.010653487406671047,-0.20640169006424497,0.18728817659773137,lebowski,B,2,carla
Cyclists,RFS (rater),71,0.08197037537965154,-0.03885757182514104,0.22754675780794226,lebowski,B,2,carla
Cyclists,ADE dec1-9,2326,0.17613345384597778,0.118938681801529,0.23805627551817618,lebowski,B,2,carla
Cyclists,ADE pre_onset dec1-9,206,0.057346366345882416,-0.08314720448009605,0.2578386720963744,lebowski,B,2,carla
Cut_ins,RFS (rater),20,-0.22816280668912925,-0.5990019481240312,0.18069560331797993,lebowski,B,2,carla
Cut_ins,ADE dec1-9,724,0.13329795002937317,0.08221879123182214,0.18583723572227154,lebowski,B,2,carla
Cut_ins,ADE pre_onset dec1-9,16,0.1787010133266449,-0.15636968070810492,0.6082380589316873,lebowski,B,2,carla
FOD,RFS (rater),78,0.003329337524272048,-0.19944538401684572,0.18785314839782746,lebowski,B,2,carla
FOD,ADE dec1-9,3175,0.16628818213939667,0.12151562499079255,0.21637570221118632,lebowski,B,2,carla
FOD,ADE pre_onset dec1-9,252,0.11449136584997177,0.038703375914199555,0.18939111383424473,lebowski,B,2,carla
Intersections,RFS (rater),116,-0.044131418393850756,-0.22365556697713126,0.12413413987596196,lebowski,B,2,carla
Intersections,ADE dec1-9,4299,0.22490493953227997,0.17830964102583863,0.27840020349357036,lebowski,B,2,carla
Intersections,ADE pre_onset dec1-9,301,0.04532840475440025,-0.033082919588148574,0.13989520915445952,lebowski,B,2,carla
all,RFS (rater),478,-0.06919867911074047,-0.15203572947916097,0.011145363022879117,lebowski,B,2,wod-train
all,ADE dec1-9,17389,0.19564713537693024,0.1727487316759306,0.218854432047269,lebowski,B,2,wod-train
all,ADE pre_onset dec1-9,1245,0.1460384577512741,0.06631479927390008,0.23436087985440787,lebowski,B,2,wod-train
Pedestrians,RFS (rater),52,-0.0530622834111895,-0.2865215377753204,0.1316794646018059,lebowski,B,2,wod-train
Pedestrians,ADE dec1-9,1637,0.11851901561021805,0.07155547855497749,0.16946069430973332,lebowski,B,2,wod-train
Pedestrians,ADE pre_onset dec1-9,83,0.10667719691991806,-0.21226638082616164,0.4332171820336602,lebowski,B,2,wod-train
Cyclists,RFS (rater),71,0.07914314815179867,-0.09187810826341061,0.25531683347067186,lebowski,B,2,wod-train
Cyclists,ADE dec1-9,2326,0.23755241930484772,0.1660254370202021,0.3180373988245656,lebowski,B,2,wod-train
Cyclists,ADE pre_onset dec1-9,206,0.13108670711517334,-0.01953885373928815,0.3415895065169957,lebowski,B,2,wod-train
Cut_ins,RFS (rater),20,-0.19596413135637286,-0.6605333208239521,0.33076756064057816,lebowski,B,2,wod-train
Cut_ins,ADE dec1-9,724,0.2059272676706314,0.12520444739792172,0.29076836141764495,lebowski,B,2,wod-train
Cut_ins,ADE pre_onset dec1-9,16,0.37020665407180786,-0.04482471091406686,0.9594384852577659,lebowski,B,2,wod-train
FOD,RFS (rater),78,-0.14588359054673647,-0.3825934731356574,0.0749591678746832,lebowski,B,2,wod-train
FOD,ADE dec1-9,3175,0.16220025718212128,0.1204489086570691,0.20937297752345319,lebowski,B,2,wod-train
FOD,ADE pre_onset dec1-9,252,0.09584496170282364,0.02426980239000641,0.15919460179820907,lebowski,B,2,wod-train
Intersections,RFS (rater),116,-0.03994235041819996,-0.22174967277791713,0.13839085228340625,lebowski,B,2,wod-train
Intersections,ADE dec1-9,4299,0.24764329195022583,0.19549363639825101,0.30442947943005066,lebowski,B,2,wod-train
Intersections,ADE pre_onset dec1-9,301,0.13129104673862457,0.005212791216508128,0.3115085357496748,lebowski,B,2,wod-train
