scope,judge,n,delta,lo,hi,model,arm
Pedestrians,RFS (rater),52,-0.8180813580465741,-1.4001107812876685,-0.27181785965460553,lebowski,E2 pair op (a)
Pedestrians,ADE dec1-9,1637,0.7777134811455682,0.6682307899198295,0.8814596507031689,lebowski,E2 pair op (a)
Pedestrians,ADE pre_onset dec1-9,83,0.9864092389632372,0.17933346749213824,1.8492064573717903,lebowski,E2 pair op (a)
Cyclists,RFS (rater),71,-0.920582633971562,-1.479749336598339,-0.3458693855785677,lebowski,E2 pair op (a)
Cyclists,ADE dec1-9,2326,0.7945201311072345,0.6995440709626918,0.8914957696748849,lebowski,E2 pair op (a)
Cyclists,ADE pre_onset dec1-9,206,0.9406853200317945,0.5144031496989103,1.437441961663477,lebowski,E2 pair op (a)
Cut_ins,RFS (rater),20,-0.3156420521436812,-1.2062435612638873,0.6122808675942799,lebowski,E2 pair op (a)
Cut_ins,ADE dec1-9,724,0.9196634562045218,0.7165002140143667,1.1279740988599023,lebowski,E2 pair op (a)
Cut_ins,ADE pre_onset dec1-9,16,0.616893255396595,0.05957774230045998,1.1987534646540279,lebowski,E2 pair op (a)
FOD,RFS (rater),78,-1.1764609495424263,-1.6493230939846117,-0.7242963304494024,lebowski,E2 pair op (a)
FOD,ADE dec1-9,3175,0.8548676812270577,0.7765704776960104,0.9377670119364248,lebowski,E2 pair op (a)
FOD,ADE pre_onset dec1-9,252,0.9287742589565405,0.5351634708913522,1.345378844930513,lebowski,E2 pair op (a)
Intersections,RFS (rater),116,-1.0610294250233727,-1.4304837889612412,-0.668577939686411,lebowski,E2 pair op (a)
Intersections,ADE dec1-9,4299,0.774403446554694,0.698779733423706,0.8520167834528634,lebowski,E2 pair op (a)
Intersections,ADE pre_onset dec1-9,301,0.9315648831984299,0.5261654345703914,1.3880250115830348,lebowski,E2 pair op (a)
